"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Darren Waller (LV)","9","10","117","13.0","28","2","1","0","0","0","1","1","26.7","26.7","99.0%"
"2","Chris Herndon IV (FA)","7","9","63","9.0","21","1","1","0","0","0","0","1","19.3","19.3","0.0%"
"3","Pharaoh Brown (HOU)","5","5","48","9.6","14","0","1","0","0","0","0","1","15.8","15.8","0.0%"
"4","Jared Cook (FA)","4","5","43","10.8","18","0","1","0","0","0","0","1","14.3","14.3","1.0%"
"5","Dalton Schultz (DAL)","7","10","70","10.0","16","0","0","0","0","0","0","1","14.0","14.0","99.0%"
"6","George Kittle (SF)","7","9","68","9.7","41","3","0","0","0","0","0","1","13.8","13.8","100.0%"
"7","Austin Hooper (TEN)","4","5","37","9.3","13","0","1","0","0","0","0","1","13.7","13.7","30.0%"
"8","Hayden Hurst (CIN)","4","6","28","7.0","14","0","1","0","0","0","0","1","12.8","12.8","12.0%"
"9","Donald Parham Jr. (LAC)","3","4","37","12.3","22","1","1","0","0","0","0","1","12.7","12.7","1.0%"
"10","Logan Thomas (WAS)","3","6","37","12.3","18","0","1","0","0","0","0","1","12.7","12.7","10.0%"
"11","Devin Asiasi (NE)","2","3","39","19.5","26","1","1","0","0","0","0","1","11.9","11.9","0.0%"
"12","Robert Tonyan (GB)","2","2","18","9.0","15","0","1","0","0","0","0","1","9.8","9.8","27.0%"
"13","Mike Gesicki (MIA)","5","10","47","9.4","23","1","0","0","0","0","0","1","9.7","9.7","73.0%"
"14","Troy Fumagalli (SF)","2","3","15","7.5","14","0","1","0","0","0","0","1","9.5","9.5","0.0%"
"15","Cole Kmet (CHI)","7","8","41","5.9","11","0","0","0","0","0","1","1","9.1","9.1","77.0%"
"16","Noah Fant (SEA)","4","6","48","12.0","20","1","0","0","0","0","0","1","8.8","8.8","28.0%"
"17","Dominique Dafney (FA)","1","1","13","13.0","13","0","1","0","0","0","0","1","8.3","8.3","0.0%"
"18","Vance McDonald (FA)","5","6","33","6.6","14","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"19","Stephen Anderson (ARI)","3","3","52","17.3","18","0","0","0","0","0","0","1","8.2","8.2","0.0%"
