"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","10","12","159","15.9","44","5","0","0","0","0","0","1","25.9","25.9","100.0%"
"2","Jimmy Graham (FA)","6","6","55","9.2","24","1","1","0","0","0","0","1","17.5","17.5","0.0%"
"3","Evan Engram (JAC)","5","10","48","9.6","16","0","1","0","0","0","0","1","15.8","15.8","20.0%"
"4","Irv Smith Jr. (MIN)","2","4","10","5.0","9","0","2","0","0","0","0","1","15.0","15.0","51.0%"
"5","T.J. Hockenson (DET)","5","8","39","7.8","11","0","1","0","0","0","0","1","14.9","14.9","97.0%"
"6","Hayden Hurst (CIN)","7","8","62","8.9","24","1","0","0","0","0","0","1","13.2","13.2","12.0%"
"7","Darren Waller (LV)","5","10","22","4.4","8","0","1","0","0","0","0","1","13.2","13.2","99.0%"
"8","Adam Trautman (NO)","3","3","39","13.0","29","1","1","0","0","0","0","1","12.9","12.9","1.0%"
"9","Eric Ebron (FA)","3","6","22","7.3","9","0","1","0","0","0","0","1","11.2","11.2","0.0%"
"10","Jonnu Smith (NE)","2","2","32","16.0","30","2","1","0","0","0","0","1","11.2","11.2","2.0%"
"11","Jacob Hollister (LV)","5","7","60","12.0","19","0","0","0","0","0","0","1","11.0","11.0","0.0%"
"12","Josh Hill (FA)","2","2","14","7.0","11","0","1","0","0","0","0","1","9.4","9.4","0.0%"
"13","Darrell Daniels (FA)","1","1","21","21.0","21","1","1","0","0","0","0","1","9.1","9.1","0.0%"
"14","Dalton Schultz (DAL)","4","7","48","12.0","16","0","0","0","0","0","0","1","8.8","8.8","99.0%"
"15","Tyler Eifert (FA)","4","5","48","12.0","17","0","0","0","0","0","0","1","8.8","8.8","0.0%"
"16","Nick Boyle (BAL)","4","4","46","11.5","21","1","0","0","0","0","0","1","8.6","8.6","0.0%"
"17","Ross Dwelley (SF)","3","3","52","17.3","36","2","0","0","0","0","0","1","8.2","8.2","0.0%"
"18","Noah Fant (SEA)","3","3","45","15.0","32","2","0","0","0","0","0","1","7.5","7.5","28.0%"
"19","Maxx Williams (ARI)","1","1","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","0.0%"
"20","Mo Alie-Cox (IND)","3","3","43","14.3","21","1","0","0","0","0","0","1","7.3","7.3","6.0%"
"21","Hunter Henry (NE)","4","7","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","70.0%"
"22","Mike Gesicki (MIA)","3","4","42","14.0","19","0","0","0","0","0","0","1","7.2","7.2","73.0%"
"23","Tyler Kroft (SF)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"24","Marcedes Lewis (GB)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"25","Kyle Rudolph (TB)","3","4","40","13.3","22","1","0","0","0","0","0","1","7.0","7.0","2.0%"
"26","Logan Thomas (WAS)","3","6","28","9.3","14","0","0","0","0","0","0","1","5.8","5.8","10.0%"
"27","Mark Andrews (BAL)","3","5","22","7.3","13","0","0","0","0","0","0","1","5.2","5.2","100.0%"
"28","Anthony Firkser (ATL)","3","6","19","6.3","12","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"29","Ryan Griffin (CHI)","2","2","28","14.0","23","1","0","0","0","0","0","1","4.8","4.8","0.0%"
"30","Darren Fells (FA)","2","2","26","13.0","19","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"31","Jordan Akins (NYG)","2","4","19","9.5","10","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"32","Will Dissly (SEA)","1","1","26","26.0","26","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"33","Greg Olsen (FA)","2","3","13","6.5","8","0","0","0","0","0","0","1","3.3","3.3","7.0%"
"34","Jared Cook (FA)","2","3","30","15.0","19","0","0","0","0","0","1","1","3.0","3.0","1.0%"
"35","Durham Smythe (MIA)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"36","Dan Arnold (JAC)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","1.0%"
"37","Luke Stocker (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"38","Nick Vannett (NO)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"39","James O'Shaughnessy (CHI)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"40","Ian Thomas (CAR)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"41","Kaden Smith (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"42","Albert Okwuegbunam (DEN)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","78.0%"
"43","Trey Burton (FA)","1","4","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"44","Robert Tonyan (GB)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","27.0%"
"45","Jordan Reed (FA)","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","19.0%"
"46","Rob Gronkowski (FA)","1","6","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","8.0%"
"47","Vance McDonald (FA)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"48","Jace Sternberger (PIT)","1","1","1","1.0","1","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"49","Levine Toilolo (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"50","Jesse James (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"51","Jason Witten (FA)","1","1","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
