"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","15","15","183","12.2","38","3","1","1","8","0","0","1","40.1","40.1","100.0%"
"2","Robert Tonyan (GB)","6","6","98","16.3","27","3","3","0","0","0","0","1","33.8","33.8","27.0%"
"3","Mark Andrews (BAL)","3","3","57","19.0","25","2","2","0","0","0","0","1","20.7","20.7","100.0%"
"4","Dalton Schultz (DAL)","4","8","72","18.0","26","2","1","0","0","0","0","1","17.2","17.2","99.0%"
"5","Darren Waller (LV)","9","11","88","9.8","22","1","0","0","0","0","1","1","15.8","15.8","99.0%"
"6","Austin Hooper (TEN)","5","7","34","6.8","12","0","1","0","0","0","0","1","14.4","14.4","30.0%"
"7","O.J. Howard (BUF)","3","6","50","16.7","28","1","1","0","0","0","0","1","14.0","14.0","1.0%"
"8","T.J. Hockenson (DET)","2","4","9","4.5","8","0","1","0","0","0","0","1","10.9","10.9","97.0%"
"9","Travis Kelce (KC)","3","7","70","23.3","45","4","0","0","0","0","0","1","10.0","10.0","100.0%"
"10","Jason Witten (FA)","2","2","18","9.0","15","0","1","0","0","0","0","1","9.8","9.8","0.0%"
"11","Evan Engram (JAC)","6","10","35","5.8","12","0","0","0","0","0","0","1","9.5","9.5","20.0%"
"12","Hayden Hurst (CIN)","4","6","51","12.8","18","0","0","0","0","0","0","1","9.1","9.1","12.0%"
"13","Donald Parham Jr. (LAC)","1","1","19","19.0","19","0","1","0","0","0","0","1","8.9","8.9","1.0%"
"14","Noah Fant (SEA)","5","6","35","7.0","11","0","0","0","0","0","0","1","8.5","8.5","28.0%"
"15","Ian Thomas (CAR)","2","5","5","2.5","3","0","1","0","0","0","0","1","8.5","8.5","0.0%"
"16","Greg Olsen (FA)","5","7","35","7.0","11","0","0","0","0","0","0","1","8.5","8.5","7.0%"
"17","Mo Alie-Cox (IND)","1","2","13","13.0","13","0","1","0","0","0","0","1","8.3","8.3","6.0%"
"18","Dan Arnold (JAC)","4","4","39","9.8","25","1","0","0","0","0","0","1","7.9","7.9","1.0%"
"19","Harrison Bryant (CLE)","4","4","37","9.3","16","0","0","0","0","0","0","1","7.7","7.7","0.0%"
"20","Drew Sample (CIN)","3","5","47","15.7","23","1","0","0","0","0","0","1","7.7","7.7","0.0%"
"21","Jordan Akins (NYG)","3","3","46","15.3","26","1","0","0","0","0","0","1","7.6","7.6","0.0%"
"22","Jimmy Graham (FA)","4","5","33","8.3","11","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"23","Cameron Brate (TB)","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","7.0%"
"24","Jordan Thomas (FA)","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"25","Zach Ertz (ARI)","4","5","9","2.3","8","0","0","0","0","0","0","1","6.9","6.9","94.0%"
"26","Richard Rodgers (PHI)","3","4","35","11.7","23","1","0","0","0","0","0","1","6.5","6.5","0.0%"
"27","Gerald Everett (LAC)","1","1","10","10.0","10","0","0","1","2","1","1","1","6.2","6.2","24.0%"
"28","Hunter Henry (NE)","2","4","39","19.5","29","1","0","0","0","0","0","1","5.9","5.9","70.0%"
"29","Durham Smythe (MIA)","2","2","30","15.0","18","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"30","Tyler Higbee (LAR)","3","4","20","6.7","8","0","0","0","0","0","0","1","5.0","5.0","53.0%"
"31","Kyle Rudolph (TB)","2","2","27","13.5","19","0","0","0","0","0","0","1","4.7","4.7","2.0%"
"32","Blake Bell (KC)","2","2","24","12.0","12","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"33","Tyler Eifert (FA)","2","6","22","11.0","13","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"34","Jesse James (FA)","1","2","31","31.0","31","2","0","0","0","0","0","1","4.1","4.1","0.0%"
"35","Darren Fells (FA)","2","2","21","10.5","14","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"36","Ryan Griffin (CHI)","3","3","10","3.3","4","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"37","Rob Gronkowski (FA)","1","3","29","29.0","29","1","0","0","0","0","0","1","3.9","3.9","8.0%"
"38","James O'Shaughnessy (CHI)","1","2","26","26.0","26","1","0","0","0","0","0","1","3.6","3.6","0.0%"
"39","Dawson Knox (BUF)","2","3","16","8.0","9","0","0","0","0","0","0","1","3.6","3.6","95.0%"
"40","Trey Burton (FA)","2","5","16","8.0","8","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"41","Will Dissly (SEA)","2","2","15","7.5","14","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"42","Cethan Carter (MIA)","1","1","24","24.0","24","1","0","0","0","0","0","1","3.4","3.4","0.0%"
"43","Chris Manhertz (JAC)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"44","Mike Gesicki (MIA)","1","3","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","73.0%"
"45","Tyler Kroft (SF)","1","3","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"46","Jack Doyle (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","2.0%"
"47","Chris Herndon IV (FA)","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"48","Kaden Smith (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"49","Stephen Carlson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"50","Nick Boyle (BAL)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"51","Foster Moreau (LV)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","1.0%"
"52","Logan Thomas (WAS)","1","4","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","10.0%"
"53","Josh Hill (FA)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"54","Nick Vannett (NO)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"55","Demetrius Harris (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"56","Johnny Mundt (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"57","Deon Yelder (ARI)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"58","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Lawrence Cager (NYJ)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Nick Keizer (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Trevon Wesco (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Irv Smith Jr. (MIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","51.0%"
"66","Marcus Baugh (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Ryan Izzo (FA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"69","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"70","Tanner Hudson (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Antonio Gandy-Golden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Cole Kmet (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","77.0%"
"73","Adam Trautman (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"74","Josiah Deguara (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Jace Sternberger (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Andrew Beck (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","John Lovett (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Taysom Hill (NO)","1","1","8","8.0","8","0","0","3","6","0","0","1","0.0","0.0","9.0%"
"79","Bruce Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Virgil Green (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Luke Stocker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Luke Willson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Derek Carrier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Levine Toilolo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Garrett Griffin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Jeff Driskel (HOU)","0","0","0","0","0","0","0","1","9","0","0","1","0.0","0.0","0.0%"
"92","Stephen Anderson (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
