"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dallas Goedert (PHI)","7","10","75","10.7","27","1","1","0","0","0","0","1","20.5","20.5","97.0%"
"2","Robert Tonyan (GB)","5","5","67","13.4","39","2","1","0","0","0","0","1","17.7","17.7","27.0%"
"3","Evan Engram (JAC)","6","9","129","21.5","53","7","0","0","0","0","1","1","16.9","16.9","20.0%"
"4","Rob Gronkowski (FA)","6","7","106","17.7","48","4","0","0","0","0","0","1","16.6","16.6","8.0%"
"5","Travis Kelce (KC)","8","8","82","10.3","20","1","0","0","0","0","0","1","16.2","16.2","100.0%"
"6","Richard Rodgers (PHI)","3","6","53","17.7","33","2","1","0","0","0","0","1","14.3","14.3","0.0%"
"7","T.J. Hockenson (DET)","5","8","89","17.8","51","4","0","0","0","0","0","1","13.9","13.9","97.0%"
"8","Kyle Rudolph (TB)","7","8","68","9.7","25","1","0","0","0","0","0","1","13.8","13.8","2.0%"
"9","Hunter Henry (NE)","7","10","67","9.6","15","0","0","0","0","0","0","1","13.7","13.7","70.0%"
"10","Logan Thomas (WAS)","4","4","20","5.0","6","0","1","1","3","0","0","1","13.4","13.4","10.0%"
"11","Trey Burton (FA)","3","6","42","14.0","19","0","1","0","0","0","0","1","13.2","13.2","0.0%"
"12","Eric Ebron (FA)","7","11","54","7.7","27","1","0","0","0","0","0","1","12.4","12.4","0.0%"
"13","Mike Gesicki (MIA)","2","5","35","17.5","22","1","1","0","0","0","0","1","11.5","11.5","73.0%"
"14","Tyler Eifert (FA)","3","4","16","5.3","8","0","1","0","0","0","0","1","10.6","10.6","0.0%"
"15","Marcedes Lewis (GB)","2","4","16","8.0","11","0","1","0","0","0","0","1","9.6","9.6","0.0%"
"16","Austin Hooper (TEN)","2","2","13","6.5","9","0","1","0","0","0","0","1","9.3","9.3","30.0%"
"17","Hayden Hurst (CIN)","4","8","48","12.0","14","0","0","0","0","0","0","1","8.8","8.8","12.0%"
"18","Adam Shaheen (MIA)","1","2","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"19","Cameron Brate (TB)","4","6","34","8.5","14","0","0","0","0","0","0","1","7.4","7.4","7.0%"
"20","Dalton Schultz (DAL)","5","5","24","4.8","7","0","0","0","0","0","0","1","7.4","7.4","99.0%"
"21","Dawson Knox (BUF)","1","1","2","2.0","2","0","1","0","0","0","0","1","7.2","7.2","95.0%"
"22","Darren Waller (LV)","4","7","23","5.8","11","0","0","0","0","0","0","1","6.3","6.3","99.0%"
"23","Jimmy Graham (FA)","3","4","32","10.7","16","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"24","Geoff Swaim (TEN)","3","3","30","10.0","12","0","0","0","0","0","0","1","6.0","6.0","0.0%"
"25","Drew Sample (CIN)","4","5","40","10.0","16","0","0","0","0","0","1","1","6.0","6.0","0.0%"
"26","Durham Smythe (MIA)","3","3","19","6.3","12","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"27","Mo Alie-Cox (IND)","2","2","19","9.5","11","0","0","0","0","0","0","1","3.9","3.9","6.0%"
"28","Jordan Reed (FA)","2","6","18","9.0","12","0","0","0","0","0","0","1","3.8","3.8","19.0%"
"29","James O'Shaughnessy (CHI)","2","4","17","8.5","10","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"30","Gerald Everett (LAC)","2","2","16","8.0","10","0","0","0","0","0","0","1","3.6","3.6","24.0%"
"31","Jacob Hollister (LV)","2","5","11","5.5","8","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"32","Maxx Williams (ARI)","2","2","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"33","Dan Arnold (JAC)","1","3","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","1.0%"
"34","Noah Fant (SEA)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","28.0%"
"35","Jaeden Graham (PHI)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"36","Chris Manhertz (JAC)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"37","Stephen Carlson (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"38","Jesse James (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"39","Adam Trautman (NO)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","1.0%"
"40","Cole Kmet (CHI)","1","3","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","77.0%"
"41","Brandon Dillon (FA)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"42","Tyler Higbee (LAR)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","53.0%"
"43","Jace Sternberger (PIT)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"44","Tyler Conklin (NYJ)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","2.0%"
"45","Cethan Carter (MIA)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"46","Ian Thomas (CAR)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"47","Lee Smith (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"48","Ross Dwelley (SF)","1","2","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"49","Deon Yelder (ARI)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"50","Jordan Akins (NYG)","0","2","0","0","0","0","0","1","4","0","0","1","0.4","0.4","0.0%"
"51","Harrison Bryant (CLE)","1","2","13","13.0","13","0","0","0","0","0","1","1","0.3","0.3","0.0%"
"52","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Ben Ellefson (MIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"55","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Will Dissly (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Nick Keizer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"58","Foster Moreau (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"59","Troy Fumagalli (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Jordan Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"61","Chris Herndon IV (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Ryan Izzo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Brycen Hopkins (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"64","Colby Parkinson (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"65","Isaac Nauta (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"66","Caleb Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Kahale Warring (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"68","Donald Parham Jr. (LAC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"69","Taysom Hill (NO)","0","0","0","0","0","0","0","10","44","2","0","1","0.0","0.0","9.0%"
"70","Luke Stocker (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"71","Jack Doyle (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"72","Luke Willson (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Ryan Griffin (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Demetrius Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"75","Vance McDonald (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Derek Carrier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","Levine Toilolo (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Jared Cook (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"79","Jason Witten (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Clark Harris (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Temarrick Hemingway (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","J.P. Holtz (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Tyler Ott (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Nick Vannett (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Stephen Anderson (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Evan Baylis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Pharaoh Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Colin Thompson (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"94","David Njoku (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","62.0%"
"95","Jonnu Smith (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"96","Jeremy Sprinkle (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Antony Auclair (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Mason Schreck (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
