"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Zach Ertz (ARI)","12","16","110","9.2","23","2","2","0","0","0","0","1","35.0","35.0","94.0%"
"2","Kyle Rudolph (TB)","9","9","122","13.6","44","3","2","0","0","0","0","1","33.2","33.2","2.0%"
"3","Chris Herndon IV (FA)","6","7","82","13.7","26","1","1","0","0","0","0","1","20.2","20.2","0.0%"
"4","Evan Engram (JAC)","6","6","87","14.5","32","3","0","2","26","0","0","1","17.3","17.3","20.0%"
"5","Mark Andrews (BAL)","2","2","83","41.5","68","4","1","0","0","0","0","1","16.3","16.3","100.0%"
"6","David Njoku (CLE)","3","4","73","24.3","66","4","1","0","0","0","0","1","16.3","16.3","62.0%"
"7","C.J. Uzomah (NYJ)","4","5","49","12.3","14","0","1","0","0","0","0","1","14.9","14.9","3.0%"
"8","Ian Thomas (CAR)","4","5","48","12.0","27","1","1","0","0","0","0","1","14.8","14.8","0.0%"
"9","George Kittle (SF)","7","12","74","10.6","35","2","0","0","0","0","0","1","14.4","14.4","100.0%"
"10","MyCole Pruitt (ATL)","2","3","29","14.5","27","1","1","0","0","0","0","1","10.9","10.9","0.0%"
"11","Ed Dickson (FA)","3","3","19","6.3","18","0","1","0","0","0","0","1","10.9","10.9","0.0%"
"12","Darren Fells (FA)","3","3","18","6.0","9","0","1","0","0","0","0","1","10.8","10.8","0.0%"
"13","Scott Simonson (FA)","3","3","16","5.3","8","0","1","0","0","0","0","1","10.6","10.6","0.0%"
"14","Travis Kelce (KC)","5","9","54","10.8","23","1","0","0","0","0","0","1","10.4","10.4","100.0%"
"15","Gerald Everett (LAC)","5","6","28","5.6","9","0","0","2","16","0","0","1","9.4","9.4","24.0%"
"16","Nick Vannett (NO)","2","2","11","5.5","10","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"17","Trey Burton (FA)","5","5","30","6.0","8","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"18","Jason Croom (FA)","4","6","55","13.8","24","1","0","0","0","0","1","1","7.5","7.5","0.0%"
"19","Jimmy Graham (FA)","3","4","34","11.3","16","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"20","Dallas Goedert (PHI)","3","3","30","10.0","24","1","0","0","0","0","0","1","6.0","6.0","97.0%"
"21","Vance McDonald (FA)","1","4","49","49.0","49","3","0","0","0","0","0","1","5.9","5.9","0.0%"
"22","Eric Ebron (FA)","3","5","28","9.3","14","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"23","Austin Hooper (TEN)","2","2","36","18.0","32","2","0","0","0","0","0","1","5.6","5.6","30.0%"
"24","Jordan Akins (NYG)","2","3","33","16.5","22","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"25","Lance Kendricks (FA)","2","2","26","13.0","20","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"26","Jeremy Sprinkle (FA)","2","3","22","11.0","15","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"27","Jared Cook (FA)","2","3","20","10.0","14","0","0","0","0","0","0","1","4.0","4.0","1.0%"
"28","Rhett Ellison (FA)","2","2","18","9.0","16","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"29","Anthony Firkser (ATL)","2","3","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"30","Ryan Griffin (CHI)","2","4","15","7.5","10","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"31","Nick Boyle (BAL)","2","2","15","7.5","8","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"32","Virgil Green (FA)","2","2","12","6.0","9","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"33","Antonio Gates (FA)","3","5","21","7.0","11","0","0","0","0","0","1","1","3.1","3.1","0.0%"
"34","Brian Parker (FA)","2","3","10","5.0","11","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"35","Hayden Hurst (CIN)","1","2","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","12.0%"
