"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","12","13","168","14.0","28","4","2","0","0","0","1","1","38.8","38.8","100.0%"
"2","Jared Cook (FA)","7","8","100","14.3","29","3","1","0","0","0","0","1","23.0","23.0","1.0%"
"3","Zach Ertz (ARI)","9","10","83","9.2","20","1","0","0","0","0","0","1","17.3","17.3","94.0%"
"4","Austin Hooper (TEN)","5","5","44","8.8","17","0","1","0","0","0","0","1","15.4","15.4","30.0%"
"5","Eric Ebron (FA)","10","16","81","8.1","20","1","0","1","-9","0","1","1","15.2","15.2","0.0%"
"6","Anthony Firkser (ATL)","3","3","42","14.0","25","1","1","0","0","0","0","1","13.2","13.2","0.0%"
"7","George Kittle (SF)","6","9","70","11.7","28","1","0","0","0","0","0","1","13.0","13.0","100.0%"
"8","Levine Toilolo (FA)","4","6","90","22.5","39","3","0","0","0","0","0","1","13.0","13.0","0.0%"
"9","Jimmy Graham (FA)","8","11","50","6.3","10","0","0","0","0","0","0","1","13.0","13.0","0.0%"
"10","Demetrius Harris (FA)","3","6","39","13.0","16","0","1","0","0","0","0","1","12.9","12.9","0.0%"
"11","Jordan Thomas (FA)","3","3","32","10.7","15","0","1","0","0","0","0","1","12.2","12.2","0.0%"
"12","Ian Thomas (CAR)","5","5","46","9.2","20","1","0","0","0","0","0","1","9.6","9.6","0.0%"
"13","Adam Shaheen (MIA)","2","2","5","2.5","3","0","1","0","0","0","0","1","8.5","8.5","0.0%"
"14","C.J. Uzomah (NYJ)","5","6","33","6.6","20","1","0","0","0","0","0","1","8.3","8.3","3.0%"
"15","Rhett Ellison (FA)","4","6","42","10.5","15","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"16","Mark Andrews (BAL)","3","3","47","15.7","21","1","0","0","0","0","0","1","7.7","7.7","100.0%"
"17","Lee Smith (FA)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"18","Vance McDonald (FA)","4","7","28","7.0","10","0","0","0","0","0","0","1","6.8","6.8","0.0%"
"19","Kyle Rudolph (TB)","3","3","38","12.7","23","1","0","0","0","0","0","1","6.8","6.8","2.0%"
"20","Cameron Brate (TB)","3","6","36","12.0","18","0","0","0","0","0","0","1","6.6","6.6","7.0%"
"21","Jordan Reed (FA)","4","5","21","5.3","7","0","0","0","0","0","0","1","6.1","6.1","19.0%"
"22","Rob Gronkowski (FA)","3","4","26","8.7","15","0","0","0","0","0","0","1","5.6","5.6","8.0%"
"23","Chris Herndon IV (FA)","2","6","31","15.5","20","1","0","0","0","0","0","1","5.1","5.1","0.0%"
"24","Jonnu Smith (NE)","2","3","29","14.5","18","0","0","0","0","0","0","1","4.9","4.9","2.0%"
"25","Scott Simonson (FA)","2","3","25","12.5","15","0","0","0","0","0","0","1","4.5","4.5","0.0%"
"26","Dan Arnold (JAC)","2","2","20","10.0","15","0","0","0","0","0","0","1","4.0","4.0","1.0%"
"27","James O'Shaughnessy (CHI)","2","2","19","9.5","14","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"28","Tyler Higbee (LAR)","2","4","19","9.5","16","0","0","0","0","0","0","1","3.9","3.9","53.0%"
"29","Jordan Leggett (FA)","2","2","18","9.0","10","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"30","David Njoku (CLE)","3","6","8","2.7","9","0","0","0","0","0","0","1","3.8","3.8","62.0%"
"31","Vernon Davis (FA)","2","2","15","7.5","9","0","0","0","0","0","0","1","3.5","3.5","1.0%"
"32","Seth DeValve (FA)","1","2","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"33","Jordan Akins (NYG)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"34","Greg Olsen (FA)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","7.0%"
"35","Blake Jarwin (FA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","4.0%"
"36","Ryan Griffin (CHI)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"37","Ricky Seals-Jones (NYG)","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","1.0%"
"38","Antonio Gates (FA)","0","1","0","0","0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"39","Matt Lengel (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"40","Nick O'Leary (FA)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"41","Charles Clay (FA)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"42","Luke Willson (FA)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"43","Nick Boyle (BAL)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"44","Jesse James (FA)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"45","Dalton Schultz (DAL)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","99.0%"
"46","Gerald Everett (LAC)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","24.0%"
"47","Robert Tonyan (GB)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","27.0%"
"48","MyCole Pruitt (ATL)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"49","Erik Swoope (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"50","Nick Vannett (NO)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"51","Alan Cross (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"52","Garrett Dickerson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"53","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"54","Tyler Conklin (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"55","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"56","Jordan Franks (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.0%"
"58","Hayden Hurst (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.0%"
"59","Orson Charles (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"60","Logan Paulsen (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
