"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Austin Hooper (TEN)","9","10","71","7.9","14","0","1","0","0","0","0","1","22.1","22.1","30.0%"
"2","David Njoku (CLE)","7","12","55","7.9","22","1","1","0","0","0","0","1","18.5","18.5","62.0%"
"3","Zach Ertz (ARI)","7","9","43","6.1","15","0","1","0","0","0","0","1","17.3","17.3","94.0%"
"4","Eric Ebron (FA)","4","7","71","17.8","19","0","1","1","-1","0","0","1","17.0","17.0","0.0%"
"5","O.J. Howard (BUF)","4","4","62","15.5","21","1","1","0","0","0","0","1","16.2","16.2","1.0%"
"6","Jimmy Graham (FA)","5","9","104","20.8","54","5","0","0","0","0","0","1","15.4","15.4","0.0%"
"7","Nick O'Leary (FA)","4","4","49","12.3","19","0","1","0","0","0","0","1","14.9","14.9","0.0%"
"8","Vance McDonald (FA)","7","8","68","9.7","26","1","0","0","0","0","0","1","13.8","13.8","0.0%"
"9","Vernon Davis (FA)","3","3","48","16.0","22","2","1","0","0","0","0","1","13.8","13.8","1.0%"
"10","Chris Herndon IV (FA)","2","2","56","28.0","32","3","1","0","0","0","0","1","13.6","13.6","0.0%"
"11","Rob Gronkowski (FA)","3","4","97","32.3","42","5","0","0","0","0","0","1","12.7","12.7","8.0%"
"12","Trey Burton (FA)","4","4","23","5.8","9","0","1","0","0","0","0","1","12.3","12.3","0.0%"
"13","Ricky Seals-Jones (NYG)","5","6","69","13.8","40","3","0","0","0","0","0","1","11.9","11.9","1.0%"
"14","C.J. Uzomah (NYJ)","6","7","54","9.0","13","0","0","0","0","0","0","1","11.4","11.4","3.0%"
"15","Travis Kelce (KC)","5","9","61","12.2","17","0","0","0","0","0","0","1","11.1","11.1","100.0%"
"16","Greg Olsen (FA)","4","7","48","12.0","18","0","0","0","0","0","0","1","8.8","8.8","7.0%"
"17","Jordan Reed (FA)","5","9","36","7.2","10","0","0","0","0","0","0","1","8.6","8.6","19.0%"
"18","Cameron Brate (TB)","1","1","15","15.0","15","0","1","0","0","0","0","1","8.5","8.5","7.0%"
"19","Kyle Rudolph (TB)","4","5","37","9.3","17","0","0","0","0","0","0","1","7.7","7.7","2.0%"
"20","Jesse James (FA)","5","7","26","5.2","9","0","0","0","0","0","0","1","7.6","7.6","0.0%"
"21","Erik Swoope (FA)","1","2","2","2.0","2","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"22","George Kittle (SF)","4","6","30","7.5","11","0","0","0","0","0","0","1","7.0","7.0","100.0%"
"23","Charles Clay (FA)","4","5","20","5.0","10","0","0","0","0","0","0","1","6.0","6.0","0.0%"
