"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Zach Ertz (ARI)","14","16","145","10.4","23","2","2","0","0","0","0","1","40.5","40.5","94.0%"
"2","Eric Ebron (FA)","3","3","69","23.0","53","4","2","1","2","1","0","1","28.1","28.1","0.0%"
"3","Austin Hooper (TEN)","10","11","56","5.6","10","0","1","0","0","0","0","1","21.6","21.6","30.0%"
"4","George Kittle (SF)","9","10","83","9.2","22","1","0","0","0","0","0","1","17.3","17.3","100.0%"
"5","Vance McDonald (FA)","4","4","44","11.0","19","0","1","0","0","0","0","1","14.4","14.4","0.0%"
"6","Jonnu Smith (NE)","3","3","45","15.0","29","1","1","0","0","0","0","1","13.5","13.5","2.0%"
"7","Tyler Higbee (LAR)","3","3","25","8.3","10","0","1","0","0","0","0","1","11.5","11.5","53.0%"
"8","Mo Alie-Cox (IND)","2","4","28","14.0","27","1","1","0","0","0","0","1","10.8","10.8","6.0%"
"9","Travis Kelce (KC)","6","7","46","7.7","10","0","0","0","0","0","0","1","10.6","10.6","100.0%"
"10","Ricky Seals-Jones (NYG)","5","9","51","10.2","21","1","0","0","0","0","0","1","10.1","10.1","1.0%"
"11","Trey Burton (FA)","4","4","40","10.0","24","1","0","0","0","0","0","1","10.0","10.0","0.0%"
"12","James O'Shaughnessy (CHI)","5","6","46","9.2","17","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"13","Gerald Everett (LAC)","2","2","15","7.5","10","0","1","0","0","0","0","1","9.5","9.5","24.0%"
"14","Jared Cook (FA)","4","9","52","13.0","31","2","0","0","0","0","0","1","9.2","9.2","1.0%"
"15","Jordan Reed (FA)","4","6","51","12.8","24","1","0","0","0","0","0","1","9.1","9.1","19.0%"
"16","Evan Engram (JAC)","4","5","46","11.5","31","2","0","0","0","0","0","1","8.6","8.6","20.0%"
"17","Greg Olsen (FA)","4","6","40","10.0","14","0","0","0","0","0","0","1","8.0","8.0","7.0%"
"18","Nick Vannett (NO)","1","2","8","8.0","8","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"19","Jesse James (FA)","1","1","8","8.0","8","0","1","0","0","0","0","1","7.8","7.8","0.0%"
"20","Jack Doyle (FA)","3","3","36","12.0","20","1","0","0","0","0","0","1","6.6","6.6","2.0%"
"21","Chris Herndon IV (FA)","3","4","34","11.3","22","1","0","0","0","0","0","1","6.4","6.4","0.0%"
"22","C.J. Uzomah (NYJ)","3","4","23","7.7","10","0","0","0","0","0","0","1","5.3","5.3","3.0%"
"23","Virgil Green (FA)","2","3","30","15.0","23","1","0","0","0","0","0","1","5.0","5.0","0.0%"
"24","Blake Bell (KC)","2","3","27","13.5","16","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"25","Dan Arnold (JAC)","2","3","25","12.5","23","1","0","0","0","0","0","1","4.5","4.5","1.0%"
"26","Lance Kendricks (FA)","2","2","24","12.0","18","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"27","Geoff Swaim (TEN)","3","3","13","4.3","7","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"28","Dalton Schultz (DAL)","2","2","21","10.5","17","0","0","0","0","0","0","1","4.1","4.1","99.0%"
"29","Marcedes Lewis (GB)","1","1","30","30.0","30","2","0","0","0","0","0","1","4.0","4.0","0.0%"
"30","Ed Dickson (FA)","1","1","24","24.0","24","1","0","0","0","0","0","1","3.4","3.4","0.0%"
"31","Logan Paulsen (FA)","2","2","13","6.5","8","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"32","Ben Braunecker (FA)","1","1","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","0.0%"
"33","David Njoku (CLE)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","62.0%"
"34","Antonio Gates (FA)","1","2","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"35","Jacob Hollister (LV)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"36","Eric Saubert (DEN)","1","2","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
