"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Antonio Brown (FA)","10","13","144","14.4","41","2","3","0","0","0","0","1","42.4","42.4","1.0%"
"2","Keenan Allen (LAC)","12","13","159","13.3","29","2","2","1","3","0","0","1","40.2","40.2","100.0%"
"3","Kenny Stills (FA)","7","8","180","25.7","61","3","1","0","0","0","0","1","31.0","31.0","0.0%"
"4","Brandin Cooks (HOU)","6","9","149","24.8","64","2","1","0","0","0","0","1","26.9","26.9","95.0%"
"5","Adam Thielen (MIN)","6","9","123","20.5","65","2","1","0","0","0","0","1","24.3","24.3","92.0%"
"6","Larry Fitzgerald (FA)","9","10","91","10.1","22","2","1","0","0","0","0","1","24.1","24.1","0.0%"
"7","Rishard Matthews (FA)","5","6","113","22.6","75","1","1","0","0","0","0","1","22.3","22.3","0.0%"
"8","Danny Amendola (FA)","8","9","66","8.3","18","0","1","0","0","0","0","1","20.6","20.6","0.0%"
"9","Davante Adams (LV)","8","10","126","15.8","33","2","0","0","0","0","0","1","20.6","20.6","100.0%"
"10","Jarvis Landry (NO)","6","11","95","15.8","49","1","1","0","0","0","1","1","19.5","19.5","35.0%"
"11","Alshon Jeffery (FA)","4","7","67","16.8","22","1","1","0","0","0","0","1","18.7","18.7","0.0%"
"12","Marvin Jones Jr. (JAC)","4","7","85","21.3","28","2","1","0","0","0","0","1","18.5","18.5","8.0%"
"13","DeAndre Hopkins (ARI)","4","9","76","19.0","34","2","1","0","0","0","0","1","17.6","17.6","83.0%"
"14","Demaryius Thomas (FA)","5","9","64","12.8","17","0","1","0","0","0","0","1","17.4","17.4","0.0%"
"15","Robert Woods (TEN)","8","11","81","10.1","23","1","0","0","0","0","0","1","16.1","16.1","73.0%"
"16","Mike Wallace (FA)","4","4","56","14.0","21","1","1","0","0","0","0","1","15.6","15.6","0.0%"
"17","Tyreek Hill (MIA)","7","7","68","9.7","38","1","0","1","16","0","0","1","15.4","15.4","100.0%"
"18","Michael Thomas (NO)","6","11","91","15.2","24","1","0","0","0","0","0","1","15.1","15.1","93.0%"
"19","A.J. Green (ARI)","4","9","50","12.5","18","0","1","0","0","0","0","1","15.0","15.0","7.0%"
"20","Ryan Grant (FA)","3","3","59","19.7","40","1","1","0","0","0","0","1","14.9","14.9","0.0%"
