"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Amari Cooper (CLE)","10","13","217","21.7","75","6","3","0","0","0","0","1","49.7","49.7","92.0%"
"2","JuJu Smith-Schuster (KC)","8","12","130","16.3","43","4","2","0","0","0","0","1","33.0","33.0","95.0%"
"3","Julio Jones (TB)","8","11","106","13.3","28","1","2","0","0","0","0","1","30.6","30.6","46.0%"
"4","T.Y. Hilton (FA)","9","12","199","22.1","60","8","0","0","0","0","0","1","28.9","28.9","0.0%"
"5","Kenny Stills (FA)","8","9","135","16.9","43","4","1","0","0","0","0","1","27.5","27.5","0.0%"
"6","Jarvis Landry (NO)","3","4","57","19.0","51","4","1","2","54","1","1","1","24.1","24.1","35.0%"
"7","Julian Edelman (FA)","9","12","86","9.6","20","1","1","0","0","0","0","1","23.6","23.6","24.0%"
"8","Tyreek Hill (MIA)","8","14","139","17.4","48","4","0","1","6","0","0","1","22.5","22.5","100.0%"
"9","Dede Westbrook (FA)","7","10","88","12.6","23","2","1","0","0","0","0","1","21.8","21.8","0.0%"
"10","Davante Adams (LV)","7","11","81","11.6","22","2","1","0","0","0","0","1","21.1","21.1","100.0%"
"11","Michael Thomas (NO)","11","13","98","8.9","20","1","0","0","0","0","0","1","20.8","20.8","93.0%"
"12","Keenan Allen (LAC)","5","8","78","15.6","37","2","1","1","0","0","0","1","18.8","18.8","100.0%"
"13","Zach Pascal (PHI)","5","6","68","13.6","28","1","1","0","0","0","0","1","17.8","17.8","0.0%"
"14","DaeSean Hamilton (FA)","7","9","47","6.7","18","0","1","0","0","0","0","1","17.7","17.7","0.0%"
"15","Robbie Anderson (CAR)","4","7","76","19.0","37","3","1","0","0","0","0","1","17.6","17.6","11.0%"
"16","Robert Foster (FA)","7","8","104","14.9","38","2","0","0","0","0","0","1","17.4","17.4","0.0%"
"17","Alshon Jeffery (FA)","6","9","50","8.3","12","0","1","0","0","0","0","1","17.0","17.0","0.0%"
