"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Michael Thomas (NO)","12","15","211","17.6","72","4","1","0","0","0","0","1","39.1","39.1","93.0%"
"2","Adam Humphries (FA)","8","8","82","10.3","30","2","2","1","7","0","0","1","28.9","28.9","1.0%"
"3","DeAndre Hopkins (ARI)","10","12","105","10.5","16","0","1","0","0","0","0","1","26.5","26.5","83.0%"
"4","Julio Jones (TB)","7","10","121","17.3","35","4","1","0","0","0","0","1","25.1","25.1","46.0%"
"5","Josh Gordon (KC)","5","9","130","26.0","55","5","1","0","0","0","0","1","24.0","24.0","0.0%"
"6","Brandin Cooks (HOU)","6","8","114","19.0","48","4","1","0","0","0","0","1","23.4","23.4","95.0%"
"7","Maurice Harris (FA)","10","12","124","12.4","33","2","0","0","0","0","0","1","22.4","22.4","0.0%"
"8","Keenan Allen (LAC)","6","10","124","20.7","54","5","0","2","28","0","0","1","21.2","21.2","100.0%"
"9","Cooper Kupp (LAR)","5","6","89","17.8","41","4","1","0","0","0","0","1","19.9","19.9","100.0%"
"10","Curtis Samuel (WAS)","2","4","25","12.5","19","0","1","1","33","1","0","1","19.8","19.8","4.0%"
"11","Calvin Ridley (ATL)","6","9","71","11.8","40","3","1","1","6","0","0","1","19.7","19.7","2.0%"
"12","Julian Edelman (FA)","6","10","71","11.8","33","2","0","2","28","0","0","1","17.4","17.4","24.0%"
"13","Amari Cooper (CLE)","5","8","58","11.6","19","0","1","0","0","0","0","1","16.8","16.8","92.0%"
"14","Davante Adams (LV)","6","9","40","6.7","10","0","1","0","0","0","0","1","16.0","16.0","100.0%"
"15","Antonio Brown (FA)","5","10","42","8.4","11","0","1","0","0","0","0","1","15.2","15.2","1.0%"
"16","JuJu Smith-Schuster (KC)","7","9","78","11.1","22","1","0","0","0","0","0","1","14.8","14.8","95.0%"
"17","Pierre Garcon (FA)","3","5","56","18.7","25","2","1","0","0","0","0","1","14.6","14.6","0.0%"
"18","Marquez Valdes-Scantling (KC)","3","6","101","33.7","51","6","0","0","0","0","0","1","13.1","13.1","51.0%"
"19","Willie Snead IV (SF)","7","8","58","8.3","26","1","0","0","0","0","0","1","12.8","12.8","0.0%"
"20","Adam Thielen (MIN)","4","7","22","5.5","11","0","1","1","5","0","0","1","12.7","12.7","92.0%"
"21","Marvin Jones Jr. (JAC)","6","8","66","11.0","18","0","0","0","0","0","0","1","12.6","12.6","8.0%"
"22","Tyreek Hill (MIA)","4","5","69","17.3","40","3","0","2","16","0","0","1","12.5","12.5","100.0%"
"23","Robert Woods (TEN)","5","9","71","14.2","19","0","0","2","4","0","0","1","12.5","12.5","73.0%"
"24","Josh Doctson (FA)","3","6","31","10.3","24","1","1","0","0","0","0","1","12.1","12.1","0.0%"
"25","Corey Davis (NYJ)","6","10","56","9.3","17","0","0","1","4","0","0","1","12.0","12.0","11.0%"
"26","Doug Baldwin (FA)","4","4","77","19.3","42","3","0","0","0","0","0","1","11.7","11.7","0.0%"
"27","Sammy Watkins (GB)","5","5","62","12.4","23","1","0","1","2","0","0","1","11.4","11.4","18.0%"
"28","Jarvis Landry (NO)","6","7","50","8.3","17","0","0","0","0","0","0","1","11.0","11.0","35.0%"
"29","Anthony Miller (PIT)","5","6","49","9.8","19","0","0","1","9","0","0","1","10.8","10.8","0.0%"
"30","Emmanuel Sanders (FA)","6","9","47","7.8","18","0","0","0","0","0","0","1","10.7","10.7","1.0%"
"31","Tre'Quan Smith (NO)","2","3","23","11.5","19","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"32","Tyrell Williams (FA)","2","3","23","11.5","12","0","1","0","0","0","0","1","10.3","10.3","0.0%"
"33","Mike Williams (LAC)","1","3","30","30.0","30","2","1","0","0","0","0","1","10.0","10.0","98.0%"
"34","Danny Amendola (FA)","5","7","47","9.4","26","1","0","0","0","0","0","1","9.7","9.7","0.0%"
"35","Allen Hurns (FA)","1","1","23","23.0","23","1","1","0","0","0","0","1","9.3","9.3","0.0%"
"36","Demaryius Thomas (FA)","3","3","61","20.3","31","2","0","0","0","0","0","1","9.1","9.1","0.0%"
"37","Courtland Sutton (DEN)","3","5","57","19.0","22","2","0","0","0","0","0","1","8.7","8.7","97.0%"
"38","Kendrick Bourne (NE)","2","2","6","3.0","4","0","1","0","0","0","0","1","8.6","8.6","6.0%"
"39","Mohamed Sanu Sr. (MIA)","4","5","45","11.3","16","0","0","0","0","0","0","1","8.5","8.5","0.0%"
"40","Devin Funchess (DET)","4","5","44","11.0","23","1","0","0","0","0","0","1","8.4","8.4","0.0%"
"41","Kenny Golladay (NYG)","3","4","46","15.3","18","0","0","1","8","0","0","1","8.4","8.4","34.0%"
"42","Michael Gallup (DAL)","3","6","51","17.0","21","2","0","0","0","0","0","1","8.1","8.1","41.0%"
"43","Antonio Callaway (FA)","3","5","51","17.0","38","2","0","0","0","0","0","1","8.1","8.1","0.0%"
"44","Richie James Jr. (NYG)","2","3","60","30.0","53","4","0","0","0","0","0","1","8.0","8.0","0.0%"
"45","Jaron Brown (FA)","1","2","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
