"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Antonio Brown (FA)","14","19","185","13.2","28","3","2","0","0","0","0","1","44.5","44.5","1.0%"
"2","Robbie Anderson (CAR)","9","13","140","15.6","33","3","1","0","0","0","0","1","29.0","29.0","11.0%"
"3","Robert Woods (TEN)","6","7","89","14.8","39","2","1","2","15","1","0","1","28.4","28.4","73.0%"
"4","Michael Thomas (NO)","11","13","109","9.9","28","2","1","0","0","0","0","1","27.9","27.9","93.0%"
"5","Doug Baldwin (FA)","7","12","126","18.0","29","2","1","0","0","0","0","1","25.6","25.6","0.0%"
"6","Davante Adams (LV)","11","18","71","6.5","16","0","1","0","0","0","0","1","24.1","24.1","100.0%"
"7","Nelson Agholor (NE)","5","7","116","23.2","83","4","1","0","0","0","0","1","22.6","22.6","1.0%"
"8","Mohamed Sanu Sr. (MIA)","5","8","81","16.2","44","3","1","2","29","0","0","1","22.0","22.0","0.0%"
"9","Mike Evans (TB)","6","10","90","15.0","38","2","1","0","0","0","0","1","21.0","21.0","100.0%"
"10","T.Y. Hilton (FA)","7","8","138","19.7","55","6","0","0","0","0","0","1","20.8","20.8","0.0%"
"11","JuJu Smith-Schuster (KC)","11","15","115","10.5","23","2","0","0","0","0","1","1","20.5","20.5","95.0%"
"12","DeAndre Hopkins (ARI)","9","12","104","11.6","18","0","0","0","0","0","0","1","19.4","19.4","83.0%"
"13","Julian Edelman (FA)","6","10","70","11.7","32","2","1","0","0","0","0","1","19.0","19.0","24.0%"
"14","Courtland Sutton (DEN)","6","10","65","10.8","20","1","1","0","0","0","0","1","18.5","18.5","97.0%"
"15","Chester Rogers (HOU)","7","7","54","7.7","15","0","1","0","0","0","0","1","18.4","18.4","0.0%"
"16","Rashard Higgins (CAR)","6","7","60","10.0","17","0","1","0","0","0","0","1","18.0","18.0","0.0%"
"17","Calvin Ridley (ATL)","3","5","90","30.0","75","4","1","0","0","0","0","1","18.0","18.0","2.0%"
"18","Adam Humphries (FA)","10","12","79","7.9","16","0","0","0","0","0","0","1","17.9","17.9","1.0%"
"19","Zay Jones (JAC)","5","9","67","13.4","31","2","1","0","0","0","0","1","17.7","17.7","1.0%"
"20","Sterling Shepard (NYG)","6","7","113","18.8","55","5","0","1","-3","0","0","1","17.0","17.0","3.0%"
"21","Larry Fitzgerald (FA)","6","9","53","8.8","18","0","0","0","0","0","0","1","16.6","16.6","0.0%"
"22","DaeSean Hamilton (FA)","6","9","40","6.7","15","0","1","0","0","0","0","1","16.0","16.0","0.0%"
"23","Jake Kumerow (BUF)","3","3","68","22.7","49","3","1","0","0","0","0","1","15.8","15.8","0.0%"
"24","Dontrelle Inman (FA)","4","5","46","11.5","29","1","1","0","0","0","0","1","14.6","14.6","0.0%"
"25","Jordy Nelson (FA)","7","10","75","10.7","16","0","0","0","0","0","0","1","14.5","14.5","0.0%"
"26","Equanimeous St. Brown (CHI)","5","5","94","18.8","34","3","0","0","0","0","0","1","14.4","14.4","0.0%"
"27","Michael Gallup (DAL)","3","4","53","17.7","31","2","1","0","0","0","0","1","14.3","14.3","41.0%"
"28","Tyler Lockett (SEA)","4","5","99","24.8","45","4","0","0","0","0","0","1","13.9","13.9","86.0%"
"29","Allen Robinson II (LAR)","6","8","85","14.2","43","3","0","1","9","0","1","1","13.4","13.4","96.0%"
"30","Adam Thielen (MIN)","5","6","80","16.0","40","3","0","1","3","0","0","1","13.3","13.3","92.0%"
