"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Michael Thomas (NO)","16","17","180","11.3","35","3","1","0","0","0","1","1","38.0","38.0","93.0%"
"2","Tyreek Hill (MIA)","7","8","169","24.1","58","10","2","2","4","0","0","1","36.3","36.3","100.0%"
"3","DeSean Jackson (FA)","5","5","146","29.2","58","8","2","0","0","0","0","1","31.6","31.6","5.0%"
"4","Emmanuel Sanders (FA)","10","11","135","13.5","43","5","1","0","0","0","0","1","29.5","29.5","1.0%"
"5","Randall Cobb (GB)","9","10","142","15.8","75","5","1","0","0","0","0","1","29.2","29.2","4.0%"
"6","Julio Jones (TB)","10","19","169","16.9","36","5","0","1","11","0","0","1","28.0","28.0","46.0%"
"7","Mike Evans (TB)","7","7","147","21.0","50","7","1","0","0","0","0","1","27.7","27.7","100.0%"
"8","Kenny Stills (FA)","4","5","106","26.5","75","4","2","0","0","0","0","1","26.6","26.6","0.0%"
"9","Keenan Allen (LAC)","8","11","108","13.5","23","3","1","0","0","0","0","1","24.8","24.8","100.0%"
"10","Antonio Brown (FA)","9","16","93","10.3","22","1","1","0","0","0","0","1","24.3","24.3","1.0%"
"11","Odell Beckham Jr. (FA)","11","15","111","10.1","24","2","0","1","-1","0","0","1","22.0","22.0","14.0%"
"12","Golden Tate (FA)","7","15","79","11.3","26","2","1","0","0","0","0","1","20.9","20.9","0.0%"
"13","Ted Ginn Jr. (FA)","5","6","68","13.6","28","1","1","1","5","0","0","1","20.3","20.3","0.0%"
"14","Davante Adams (LV)","5","8","88","17.6","51","4","1","0","0","0","0","1","19.8","19.8","100.0%"
"15","Phillip Dorsett II (HOU)","7","7","66","9.4","14","0","1","0","0","0","0","1","19.6","19.6","0.0%"
"16","A.J. Green (ARI)","6","8","92","15.3","38","2","1","0","0","0","1","1","19.2","19.2","7.0%"
"17","Kenny Golladay (NYG)","7","12","114","16.3","26","2","0","0","0","0","0","1","18.4","18.4","34.0%"
"18","Demaryius Thomas (FA)","6","10","63","10.5","23","1","1","0","0","0","0","1","18.3","18.3","0.0%"
"19","Quincy Enunwa (FA)","6","9","63","10.5","21","1","1","0","0","0","0","1","18.3","18.3","0.0%"
"20","Geronimo Allison (FA)","5","8","69","13.8","39","2","1","0","0","0","0","1","17.9","17.9","0.0%"
"21","Cooper Kupp (LAR)","5","9","52","10.4","12","0","1","2","16","0","0","1","17.8","17.8","100.0%"
"22","Jarvis Landry (NO)","7","15","106","15.1","39","4","0","0","0","0","0","1","17.6","17.6","35.0%"
"23","JuJu Smith-Schuster (KC)","5","8","119","23.8","67","5","0","0","0","0","0","1","16.9","16.9","95.0%"
"24","Adam Thielen (MIN)","6","12","102","17.0","34","2","0","0","0","0","0","1","16.2","16.2","92.0%"
"25","T.Y. Hilton (FA)","5","11","46","9.2","13","0","1","0","0","0","0","1","15.6","15.6","0.0%"
"26","DeAndre Hopkins (ARI)","8","11","78","9.8","17","0","0","1","-7","0","0","1","15.1","15.1","83.0%"
"27","Willie Snead IV (SF)","4","6","49","12.3","20","1","1","0","0","0","0","1","14.9","14.9","0.0%"
"28","Tyler Lockett (SEA)","3","4","59","19.7","51","4","1","0","0","0","0","1","14.9","14.9","86.0%"
"29","Larry Fitzgerald (FA)","7","10","76","10.9","27","2","0","0","0","0","0","1","14.6","14.6","0.0%"
"30","Brandin Cooks (HOU)","5","8","87","17.4","30","3","0","1","6","0","0","1","14.3","14.3","95.0%"
"31","Cole Beasley (FA)","7","8","73","10.4","17","0","0","0","0","0","0","1","14.3","14.3","1.0%"
"32","Dante Pettis (CHI)","2","5","61","30.5","39","3","1","0","0","0","0","1","14.1","14.1","0.0%"
"33","Stefon Diggs (BUF)","3","6","43","14.3","22","1","1","1","8","0","0","1","14.1","14.1","100.0%"
"34","Ryan Grant (FA)","8","9","59","7.4","13","0","0","0","0","0","0","1","13.9","13.9","0.0%"
"35","Bruce Ellington (FA)","4","8","37","9.3","14","0","1","0","0","0","0","1","13.7","13.7","0.0%"
"36","Brandon Marshall (FA)","3","6","46","15.3","20","1","1","0","0","0","0","1","13.6","13.6","5.0%"
"37","John Brown (FA)","3","4","44","14.7","29","1","1","1","1","0","0","1","13.5","13.5","2.0%"
"38","Nelson Agholor (NE)","8","10","33","4.1","10","0","0","1","16","0","0","1","13.5","13.5","1.0%"
"39","Mike Williams (LAC)","5","6","81","16.2","25","2","0","0","0","0","0","1","13.1","13.1","98.0%"
"40","Chris Godwin (TB)","3","4","41","13.7","16","0","1","0","0","0","0","1","13.1","13.1","88.0%"
"41","Michael Crabtree (FA)","3","6","38","12.7","20","1","1","0","0","0","0","1","12.8","12.8","0.0%"
"42","Corey Davis (NYJ)","6","13","62","10.3","18","0","0","0","0","0","0","1","12.2","12.2","11.0%"
"43","Robbie Anderson (CAR)","1","1","41","41.0","41","3","1","1","-9","0","0","1","10.2","10.2","11.0%"
"44","Dede Westbrook (FA)","5","6","51","10.2","20","1","0","0","0","0","0","1","10.1","10.1","0.0%"
"45","Allen Robinson II (LAR)","4","7","61","15.3","33","2","0","0","0","0","0","1","10.1","10.1","96.0%"
"46","Sterling Shepard (NYG)","5","7","48","9.6","16","0","0","0","0","0","0","1","9.8","9.8","3.0%"
"47","Marvin Jones Jr. (JAC)","4","8","54","13.5","28","1","0","0","0","0","0","1","9.4","9.4","8.0%"
"48","Jakeem Grant Sr. (CLE)","5","7","38","7.6","13","0","0","0","0","0","0","1","8.8","8.8","0.0%"
"49","Tyrell Williams (FA)","2","5","8","4.0","4","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"50","Josh Gordon (KC)","1","3","17","17.0","17","0","1","0","0","0","0","1","8.7","8.7","0.0%"
"51","Keelan Cole Sr. (LV)","3","4","54","18.0","31","2","0","0","0","0","0","1","8.4","8.4","0.0%"
"52","Terrelle Pryor Sr. (FA)","3","3","49","16.3","20","1","0","0","0","0","0","1","7.9","7.9","0.0%"
"53","Taylor Gabriel (FA)","5","5","25","5.0","31","2","0","0","0","0","0","1","7.5","7.5","0.0%"
"54","Robert Woods (TEN)","3","9","37","12.3","20","1","0","1","6","0","0","1","7.3","7.3","73.0%"
"55","John Ross (FA)","1","2","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","0.0%"
"56","Devin Funchess (DET)","3","5","41","13.7","15","0","0","0","0","0","0","1","7.1","7.1","0.0%"
"57","De'Anthony Thomas (FA)","1","2","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"58","Trent Taylor (CIN)","4","6","28","7.0","10","0","0","0","0","0","0","1","6.8","6.8","0.0%"
"59","Albert Wilson (FA)","3","4","31","10.3","21","1","0","2","7","0","0","1","6.8","6.8","0.0%"
"60","Danny Amendola (FA)","4","6","26","6.5","8","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"61","Courtland Sutton (DEN)","2","5","45","22.5","25","2","0","0","0","0","0","1","6.5","6.5","97.0%"
"62","Paul Richardson Jr. (FA)","4","6","22","5.5","7","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"63","Jamison Crowder (BUF)","3","4","32","10.7","17","0","0","0","0","0","0","1","6.2","6.2","5.0%"
"64","Mohamed Sanu Sr. (MIA)","4","6","18","4.5","10","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"65","Deonte Thompson (FA)","3","5","27","9.0","13","0","0","0","0","0","0","1","5.7","5.7","0.0%"
"66","Adam Humphries (FA)","3","5","27","9.0","20","1","0","0","0","0","0","1","5.7","5.7","1.0%"
"67","Tyler Boyd (CIN)","3","5","26","8.7","17","0","0","0","0","0","0","1","5.6","5.6","55.0%"
"68","Zay Jones (JAC)","3","6","26","8.7","14","0","0","0","0","0","0","1","5.6","5.6","1.0%"
"69","Jordy Nelson (FA)","3","4","23","7.7","17","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"70","Jarius Wright (FA)","3","5","23","7.7","10","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"71","Sammy Watkins (GB)","3","5","21","7.0","16","0","0","0","0","0","0","1","5.1","5.1","18.0%"
"72","Rashard Higgins (CAR)","1","3","38","38.0","38","2","0","0","0","0","0","1","4.8","4.8","0.0%"
"73","Chester Rogers (HOU)","3","3","18","6.0","8","0","0","0","0","0","0","1","4.8","4.8","0.0%"
"74","Pierre Garcon (FA)","2","6","21","10.5","11","0","0","0","0","0","0","1","4.1","4.1","0.0%"
"75","Austin Carr (FA)","2","2","20","10.0","11","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"76","Laquon Treadwell (JAC)","2","4","18","9.0","16","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"77","Anthony Miller (PIT)","2","3","14","7.0","11","0","0","0","0","0","0","1","3.4","3.4","0.0%"
"78","Allen Hurns (FA)","1","3","20","20.0","20","1","0","0","0","0","0","1","3.0","3.0","0.0%"
"79","Travis Benjamin (FA)","1","5","1","1.0","1","0","0","1","19","0","0","1","3.0","3.0","0.0%"
"80","Zach Pascal (PHI)","1","1","18","18.0","18","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"81","Amari Cooper (CLE)","1","3","9","9.0","9","0","0","1","9","0","0","1","2.8","2.8","92.0%"
"82","Tajae Sharpe (CHI)","1","3","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"83","Jeremy Kerley (FA)","2","4","7","3.5","4","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"84","Torrey Smith (FA)","1","2","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"85","Chris Conley (HOU)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"86","Donte Moncrief (FA)","1","5","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"87","Andre Holmes (FA)","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"88","Josh Doctson (FA)","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"89","Seth Roberts (FA)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"90","Chris Hogan (FA)","1","5","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"91","DeAndre Carter (LAC)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"92","Kelvin Benjamin (FA)","1","7","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"93","Michael Gallup (DAL)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","41.0%"
"94","Jaron Brown (FA)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"95","TJ Jones (FA)","1","3","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"96","Terrance Williams (FA)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"97","Justin Hunter (FA)","1","5","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"98","Chris Moore (HOU)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"99","Christian Kirk (JAC)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","83.0%"
"100","Ryan Switzer (FA)","0","1","0","0","0","0","0","1","8","0","0","1","0.8","0.8","0.0%"
"101","DJ Moore (CAR)","0","0","0","0","0","0","0","1","3","0","0","1","0.3","0.3","99.0%"
"102","Andre Roberts (CAR)","0","0","0","0","0","0","0","1","2","0","0","1","0.2","0.2","0.0%"
"103","Tavon Austin (FA)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.0%"
"104","Janarion Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Vyncint Smith (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"106","Derrick Willies (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Russell Gage (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","52.0%"
"108","Marquez Valdes-Scantling (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","51.0%"
"109","Cam Sims (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Trent Sherfield (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Rishard Matthews (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Markus Wheaton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Russell Shepard (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
