"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Chris Godwin (TB)","6","9","114","19.0","30","4","2","0","0","0","0","1","29.4","29.4","88.0%"
"2","Julio Jones (TB)","9","13","138","15.3","37","2","1","0","0","0","0","1","28.8","28.8","46.0%"
"3","Tyreek Hill (MIA)","5","7","101","20.2","67","4","1","1","15","1","0","1","28.6","28.6","100.0%"
"4","Mike Evans (TB)","6","8","106","17.7","33","2","2","0","0","0","0","1","28.6","28.6","100.0%"
"5","Zay Jones (JAC)","6","9","93","15.5","26","2","2","0","0","0","0","1","27.3","27.3","1.0%"
"6","DeAndre Hopkins (ARI)","12","16","147","12.3","43","4","0","0","0","0","0","1","26.7","26.7","83.0%"
"7","Brandin Cooks (HOU)","5","9","62","12.4","21","1","2","0","0","0","0","1","23.2","23.2","95.0%"
"8","Josh Reynolds (DET)","4","7","55","13.8","29","1","2","0","0","0","0","1","21.5","21.5","1.0%"
"9","Cole Beasley (FA)","6","6","94","15.7","32","2","1","0","0","0","0","1","21.4","21.4","1.0%"
"10","Jarvis Landry (NO)","5","9","102","20.4","48","3","1","0","0","0","0","1","21.2","21.2","35.0%"
"11","Nelson Agholor (NE)","5","6","40","8.0","22","1","2","0","0","0","0","1","21.0","21.0","1.0%"
"12","Mohamed Sanu Sr. (MIA)","7","10","90","12.9","32","2","0","1","2","0","0","1","20.4","20.4","0.0%"
"13","Julian Edelman (FA)","5","6","69","13.8","18","0","1","2","24","0","0","1","20.3","20.3","24.0%"
"14","TJ Jones (FA)","3","4","40","13.3","23","1","2","0","0","0","0","1","19.0","19.0","0.0%"
"15","Dontrelle Inman (FA)","5","6","77","15.4","29","2","1","0","0","0","0","1","18.7","18.7","0.0%"
"16","Stefon Diggs (BUF)","8","10","47","5.9","18","0","1","0","0","0","0","1","18.7","18.7","100.0%"
"17","Antonio Callaway (FA)","4","7","79","19.8","38","3","1","0","0","0","0","1","17.9","17.9","0.0%"
"18","Cody Latimer (FA)","4","6","72","18.0","31","3","1","0","0","0","0","1","17.2","17.2","0.0%"
"19","Kendrick Bourne (NE)","5","6","59","11.8","20","1","1","0","0","0","0","1","16.9","16.9","6.0%"
"20","Alshon Jeffery (FA)","5","5","59","11.8","19","0","1","0","0","0","0","1","16.9","16.9","0.0%"
"21","Jordy Nelson (FA)","9","12","78","8.7","12","0","0","0","0","0","0","1","16.8","16.8","0.0%"
"22","Mike Williams (LAC)","5","6","65","13.0","18","0","1","1","-11","0","0","1","16.4","16.4","98.0%"
"23","Brandon Powell (LAR)","6","9","103","17.2","41","3","0","0","0","0","0","1","16.3","16.3","0.0%"
"24","Phillip Dorsett II (HOU)","5","5","34","6.8","9","0","1","2","16","0","0","1","16.0","16.0","0.0%"
"25","Demarcus Robinson (BAL)","1","2","89","89.0","89","4","1","0","0","0","0","1","15.9","15.9","0.0%"
"26","Curtis Samuel (WAS)","2","4","72","36.0","53","4","1","0","0","0","0","1","15.2","15.2","4.0%"
"27","Tyler Lockett (SEA)","2","2","66","33.0","37","3","1","1","3","0","0","1","14.9","14.9","86.0%"
"28","JuJu Smith-Schuster (KC)","5","10","37","7.4","12","0","1","0","0","0","0","1","14.7","14.7","95.0%"
"29","Calvin Ridley (ATL)","5","5","32","6.4","12","0","1","0","0","0","0","1","14.2","14.2","2.0%"
"30","Breshad Perriman (TB)","3","4","45","15.0","28","1","1","1","5","0","0","1","14.0","14.0","0.0%"
"31","Larry Fitzgerald (FA)","4","9","36","9.0","15","0","1","0","0","0","0","1","13.6","13.6","0.0%"
"32","Rashard Higgins (CAR)","4","6","86","21.5","40","5","0","0","0","0","0","1","12.6","12.6","0.0%"
"33","Chris Hogan (FA)","6","11","64","10.7","20","1","0","0","0","0","0","1","12.4","12.4","0.0%"
"34","Alex Erickson (WAS)","6","6","63","10.5","13","0","0","0","0","0","0","1","12.3","12.3","0.0%"
"35","Deontay Burnett (FA)","5","5","73","14.6","25","2","0","0","0","0","0","1","12.3","12.3","0.0%"
"36","Eli Rogers (FA)","7","9","57","8.1","17","0","0","1","-4","0","0","1","12.3","12.3","0.0%"
"37","Richie James Jr. (NYG)","3","5","32","10.7","22","1","1","0","0","0","0","1","12.2","12.2","0.0%"
"38","Robert Foster (FA)","4","5","21","5.3","8","0","1","0","0","0","0","1","12.1","12.1","0.0%"
"39","DJ Moore (CAR)","4","8","81","20.3","38","2","0","0","0","0","0","1","12.1","12.1","99.0%"
"40","Tre'Quan Smith (NO)","3","4","30","10.0","13","0","1","0","0","0","0","1","12.0","12.0","0.0%"
"41","Sterling Shepard (NYG)","4","9","67","16.8","24","1","0","1","9","0","0","1","11.6","11.6","3.0%"
"42","Adam Humphries (FA)","5","6","66","13.2","19","0","0","0","0","0","0","1","11.6","11.6","1.0%"
"43","Chad Williams (FA)","5","11","51","10.2","15","0","0","1","9","0","0","1","11.0","11.0","0.0%"
"44","Andy Jones (FA)","6","12","50","8.3","15","0","0","0","0","0","0","1","11.0","11.0","0.0%"
"45","Keenan Allen (LAC)","4","7","64","16.0","21","1","0","0","0","0","0","1","10.4","10.4","100.0%"
"46","Taylor Gabriel (FA)","4","4","61","15.3","40","3","0","0","0","0","0","1","10.1","10.1","0.0%"
"47","Michael Gallup (DAL)","3","6","50","16.7","24","1","0","0","0","0","0","1","10.0","10.0","41.0%"
"48","DaeSean Hamilton (FA)","5","8","49","9.8","14","0","0","0","0","0","0","1","9.9","9.9","0.0%"
"49","Corey Davis (NYJ)","5","7","48","9.6","18","0","0","0","0","0","0","1","9.8","9.8","11.0%"
"50","Kenny Stills (FA)","3","7","27","9.0","12","0","0","0","0","0","0","1","9.8","9.8","0.0%"
"51","James Washington (DAL)","3","3","64","21.3","47","3","0","0","0","0","0","1","9.4","9.4","1.0%"
"52","Keelan Cole Sr. (LV)","4","8","45","11.3","19","0","0","0","0","0","0","1","8.5","8.5","0.0%"
"53","T.Y. Hilton (FA)","2","6","61","30.5","43","3","0","0","0","0","0","1","8.1","8.1","0.0%"
"54","Michael Thomas (NO)","5","7","29","5.8","8","0","0","0","0","0","0","1","7.9","7.9","93.0%"
"55","Seth Roberts (FA)","5","5","31","6.2","10","0","0","1","-4","0","0","1","7.7","7.7","0.0%"
"56","Golden Tate (FA)","4","6","33","8.3","14","0","0","0","0","0","0","1","7.3","7.3","0.0%"
"57","Marquez Valdes-Scantling (KC)","3","8","43","14.3","19","0","0","0","0","0","0","1","7.3","7.3","51.0%"
"58","Javon Wims (CLE)","4","4","32","8.0","16","0","0","0","0","0","0","1","7.2","7.2","0.0%"
"59","Tim Patrick (DEN)","4","7","48","12.0","21","1","0","0","0","0","1","1","6.8","6.8","7.0%"
"60","Trent Taylor (CIN)","3","4","17","5.7","9","0","0","0","0","0","0","1","6.7","6.7","0.0%"
"61","Adam Thielen (MIN)","3","4","38","12.7","18","0","0","1","-1","0","0","1","6.7","6.7","92.0%"
"62","Danny Amendola (FA)","4","5","26","6.5","10","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"63","Chester Rogers (HOU)","3","4","32","10.7","17","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"64","Amari Cooper (CLE)","5","11","31","6.2","11","0","0","0","0","0","1","1","6.1","6.1","92.0%"
"65","Allen Hurns (FA)","1","1","49","49.0","49","3","0","0","0","0","0","1","5.9","5.9","0.0%"
"66","Andre Roberts (CAR)","3","4","28","9.3","15","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"67","Vyncint Smith (FA)","3","5","28","9.3","10","0","0","0","0","0","0","1","5.8","5.8","0.0%"
"68","Robbie Anderson (CAR)","3","8","24","8.0","13","0","0","0","0","0","0","1","5.4","5.4","11.0%"
"69","Josh Doctson (FA)","2","4","33","16.5","20","1","0","0","0","0","0","1","5.3","5.3","0.0%"
"70","DeAndre Carter (LAC)","4","5","33","8.3","12","0","0","0","0","0","1","1","5.3","5.3","0.0%"
"71","Bennie Fowler III (FA)","3","4","21","7.0","10","0","0","0","0","0","0","1","5.1","5.1","0.0%"
"72","Jake Kumerow (BUF)","3","4","19","6.3","7","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"73","Darius Jennings (FA)","3","5","17","5.7","7","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"74","Doug Baldwin (FA)","2","5","27","13.5","17","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"75","Robert Woods (TEN)","2","3","24","12.0","18","0","0","1","1","0","0","1","4.5","4.5","73.0%"
"76","Trent Sherfield (MIA)","2","4","23","11.5","18","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"77","Tyrell Williams (FA)","2","3","23","11.5","17","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"78","Donte Moncrief (FA)","2","3","21","10.5","22","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"79","Michael Crabtree (FA)","2","2","20","10.0","13","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"80","Jarius Wright (FA)","2","4","20","10.0","11","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"81","Chris Moore (HOU)","2","3","19","9.5","10","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"82","Randall Cobb (GB)","1","5","27","27.0","27","1","0","0","0","0","0","1","3.7","3.7","4.0%"
"83","David Moore (CHI)","2","4","16","8.0","12","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"84","Courtland Sutton (DEN)","1","3","25","25.0","25","1","0","0","0","0","0","1","3.5","3.5","97.0%"
"85","Michael Floyd (FA)","2","3","15","7.5","8","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"86","Willie Snead IV (SF)","1","2","25","25.0","25","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"87","River Cracraft (MIA)","1","2","44","44.0","44","3","0","0","0","0","1","1","3.4","3.4","0.0%"
"88","Russell Gage (TB)","2","2","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","52.0%"
"89","Gehrig Dieter (FA)","1","2","22","22.0","22","1","0","0","0","0","0","1","3.2","3.2","0.0%"
