"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","A.J. Brown (PHI)","10","11","155","15.5","57","4","1","0","0","0","0","1","31.5","31.5","99.0%"
"2","Michael Pittman Jr. (IND)","10","15","86","8.6","38","2","2","0","0","0","0","1","30.6","30.6","99.0%"
"3","Chris Godwin (TB)","8","12","140","17.5","44","5","1","0","0","0","0","1","28.0","28.0","88.0%"
"4","Tyreek Hill (MIA)","12","18","94","7.8","15","0","1","0","0","0","0","1","27.4","27.4","100.0%"
"5","Tyler Lockett (SEA)","12","13","142","11.8","28","3","0","0","0","0","0","1","26.2","26.2","86.0%"
"6","Amari Cooper (CLE)","8","13","122","15.3","33","3","1","0","0","0","0","1","26.2","26.2","92.0%"
"7","Cooper Kupp (LAR)","7","9","115","16.4","52","4","1","0","0","0","0","1","24.5","24.5","100.0%"
"8","Deebo Samuel (SF)","6","9","171","28.5","83","12","0","0","0","0","0","1","23.1","23.1","100.0%"
"9","DK Metcalf (SEA)","6","6","43","7.2","16","0","2","0","0","0","0","1","22.3","22.3","96.0%"
"10","Cole Beasley (FA)","10","13","110","11.0","20","2","0","0","0","0","0","1","21.0","21.0","1.0%"
"11","Robert Woods (TEN)","3","9","35","11.7","28","1","1","3","22","1","0","1","20.7","20.7","73.0%"
"12","Brandin Cooks (HOU)","6","6","83","13.8","45","3","1","0","0","0","0","1","20.3","20.3","95.0%"
"13","Adam Thielen (MIN)","6","9","78","13.0","32","3","1","0","0","0","0","1","19.8","19.8","92.0%"
"14","Keenan Allen (LAC)","6","11","77","12.8","41","3","1","0","0","0","0","1","19.7","19.7","100.0%"
"15","Tyler Boyd (CIN)","5","8","69","13.8","21","1","1","0","0","0","0","1","19.7","19.7","55.0%"
"16","Cedrick Wilson Jr. (MIA)","3","3","84","28.0","73","4","1","0","0","0","0","1","18.8","18.8","1.0%"
"17","CeeDee Lamb (DAL)","6","8","112","18.7","35","3","0","0","0","0","0","1","17.2","17.2","100.0%"
"18","Randall Cobb (GB)","3","5","15","5.0","7","0","2","0","0","0","0","1","16.5","16.5","4.0%"
"19","DeVante Parker (NE)","8","11","85","10.6","23","1","0","0","0","0","0","1","16.5","16.5","40.0%"
"20","Jamison Crowder (BUF)","8","9","84","10.5","26","1","0","0","0","0","1","1","16.4","16.4","5.0%"
"21","Jamal Agnew (JAC)","6","12","38","6.3","9","0","1","0","0","0","0","1","15.8","15.8","0.0%"
"22","Diontae Johnson (PIT)","6","13","98","16.3","50","4","0","0","0","0","0","1","15.8","15.8","97.0%"
"23","Stefon Diggs (BUF)","5","7","40","8.0","19","0","1","0","0","0","0","1","15.0","15.0","100.0%"
"24","DeAndre Carter (LAC)","3","6","51","17.0","20","1","1","0","0","0","0","1","14.1","14.1","0.0%"
"25","Tee Higgins (CIN)","4","6","97","24.3","54","5","0","0","0","0","0","1","13.7","13.7","99.0%"
"26","Elijah Moore (NYJ)","6","6","67","11.2","24","1","0","1","4","0","0","1","13.1","13.1","88.0%"
"27","Ja'Marr Chase (CIN)","3","9","32","10.7","21","1","1","1","9","0","0","1","13.1","13.1","100.0%"
"28","Gabriel Davis (BUF)","4","5","29","7.3","11","0","1","0","0","0","0","1","12.9","12.9","93.0%"
"29","Mike Evans (TB)","2","4","48","24.0","41","3","1","0","0","0","0","1","12.8","12.8","100.0%"
"30","Darnell Mooney (CHI)","6","9","64","10.7","20","1","0","0","0","0","0","1","12.4","12.4","90.0%"
