"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Deebo Samuel (SF)","5","5","97","19.4","40","4","1","5","36","1","0","1","30.3","30.3","100.0%"
"2","Stefon Diggs (BUF)","8","13","162","20.3","57","8","1","0","0","0","0","1","30.2","30.2","100.0%"
"3","CeeDee Lamb (DAL)","6","7","94","15.7","37","3","2","1","12","0","0","1","28.6","28.6","100.0%"
"4","Tyreek Hill (MIA)","7","10","83","11.9","32","2","2","1","2","0","0","1","27.5","27.5","100.0%"
"5","Kendrick Bourne (NE)","4","4","98","24.5","48","4","1","3","43","0","0","1","24.1","24.1","6.0%"
"6","Cooper Kupp (LAR)","11","13","122","11.1","29","2","0","0","0","0","0","1","23.2","23.2","100.0%"
"7","Justin Jefferson (MIN)","9","11","143","15.9","27","4","0","1","-4","0","0","1","22.9","22.9","100.0%"
"8","DeVonta Smith (PHI)","4","6","66","16.5","36","2","2","0","0","0","0","1","22.6","22.6","87.0%"
"9","Bryan Edwards (ATL)","3","4","88","29.3","37","4","1","0","0","0","0","1","17.8","17.8","1.0%"
"10","Keenan Allen (LAC)","8","11","98","12.3","26","2","0","0","0","0","0","1","17.8","17.8","100.0%"
"11","Hunter Renfrow (LV)","7","9","46","6.6","15","0","1","0","0","0","0","1","17.6","17.6","90.0%"
"12","Ray-Ray McCloud (SF)","9","12","63","7.0","17","0","0","0","0","0","0","1","15.3","15.3","0.0%"
"13","DeAndre Carter (LAC)","3","6","56","18.7","22","2","1","1","4","0","0","1","15.0","15.0","0.0%"
"14","Marcus Johnson (SF)","5","6","100","20.0","50","4","0","0","0","0","0","1","15.0","15.0","0.0%"
"15","Jakobi Meyers (NE)","4","4","49","12.3","26","1","1","0","0","0","0","1","14.9","14.9","35.0%"
"16","Davante Adams (LV)","7","11","78","11.1","34","2","0","0","0","0","0","1","14.8","14.8","100.0%"
"17","Byron Pringle (CHI)","4","5","46","11.5","22","1","1","0","0","0","0","1","14.6","14.6","1.0%"
"18","Albert Wilson (FA)","4","5","87","21.8","64","4","0","2","19","0","0","1","14.6","14.6","0.0%"
"19","Tre'Quan Smith (NO)","4","7","44","11.0","21","1","1","0","0","0","0","1","14.4","14.4","0.0%"
"20","Mike Evans (TB)","2","3","62","31.0","40","4","1","0","0","0","0","1","14.2","14.2","100.0%"
"21","Rashod Bateman (BAL)","6","8","80","13.3","30","3","0","0","0","0","0","1","14.0","14.0","92.0%"
"22","Jamal Agnew (JAC)","0","5","0","0","0","0","0","3","79","1","0","1","13.9","13.9","0.0%"
