"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Cooper Kupp (LAR)","9","13","136","15.1","42","6","2","1","1","0","0","1","34.7","34.7","100.0%"
"2","Tyreek Hill (MIA)","12","13","148","12.3","40","5","1","0","0","0","0","1","32.8","32.8","100.0%"
"3","Brandin Cooks (HOU)","7","10","102","14.6","43","4","2","0","0","0","0","1","29.2","29.2","95.0%"
"4","Gabriel Davis (BUF)","5","7","85","17.0","28","2","2","0","0","0","0","1","25.5","25.5","93.0%"
"5","Christian Kirk (JAC)","9","12","94","10.4","26","2","1","0","0","0","0","1","24.4","24.4","83.0%"
"6","Amon-Ra St. Brown (DET)","8","11","90","11.3","37","2","1","1","5","0","0","1","23.5","23.5","94.0%"
"7","Russell Gage (TB)","8","12","91","11.4","21","2","1","0","0","0","0","1","23.1","23.1","52.0%"
"8","Marquez Valdes-Scantling (KC)","5","7","98","19.6","31","4","1","0","0","0","0","1","20.8","20.8","51.0%"
"9","Tyler Boyd (CIN)","5","6","96","19.2","56","4","1","0","0","0","0","1","20.6","20.6","55.0%"
"10","Keenan Allen (LAC)","6","10","78","13.0","29","1","1","0","0","0","0","1","19.8","19.8","100.0%"
"11","Deebo Samuel (SF)","4","5","60","15.0","30","3","0","6","29","1","0","1","18.9","18.9","100.0%"
"12","Josh Reynolds (DET)","6","6","68","11.3","22","1","1","0","0","0","0","1","18.8","18.8","1.0%"
"13","Marquez Callaway (NO)","6","9","112","18.7","40","5","0","0","0","0","0","1","17.2","17.2","1.0%"
"14","DeVante Parker (NE)","4","8","68","17.0","37","2","1","0","0","0","0","1","16.8","16.8","40.0%"
"15","Davante Adams (LV)","6","7","44","7.3","16","0","1","0","0","0","0","1","16.4","16.4","100.0%"
"16","Justin Jefferson (MIN)","4","10","47","11.8","18","0","1","0","0","0","0","1","14.7","14.7","100.0%"
"17","Marquise Brown (ARI)","10","14","43","4.3","7","0","0","0","0","0","0","1","14.3","14.3","92.0%"
"18","Stefon Diggs (BUF)","4","7","35","8.8","11","0","1","0","0","0","0","1","13.5","13.5","100.0%"
"19","Tim Patrick (DEN)","3","5","42","14.0","25","1","1","0","0","0","0","1","13.2","13.2","7.0%"
"20","DJ Moore (CAR)","6","11","48","8.0","16","0","0","0","0","0","0","1","12.8","12.8","99.0%"
"21","Zay Jones (JAC)","6","9","67","11.2","16","0","0","0","0","0","0","1","12.7","12.7","1.0%"
"22","Jauan Jennings (SF)","3","6","28","9.3","15","0","1","0","0","0","0","1","11.8","11.8","0.0%"
"23","Laquon Treadwell (JAC)","6","9","57","9.5","21","1","0","0","0","0","0","1","11.7","11.7","0.0%"
"24","Darnell Mooney (CHI)","5","7","63","12.6","27","1","0","1","3","0","0","1","11.6","11.6","90.0%"
"25","Jakobi Meyers (NE)","6","12","44","7.3","10","0","0","1","9","0","0","1","11.3","11.3","35.0%"
"26","DK Metcalf (SEA)","6","12","52","8.7","12","0","0","0","0","0","0","1","11.2","11.2","96.0%"
"27","CeeDee Lamb (DAL)","6","9","50","8.3","16","0","0","0","0","0","0","1","11.0","11.0","100.0%"
"28","Chris Godwin (TB)","6","7","49","8.2","23","1","0","0","0","0","0","1","10.9","10.9","88.0%"
"29","Greg Ward (PHI)","2","3","28","14.0","19","0","1","0","0","0","0","1","10.8","10.8","0.0%"
"30","Braxton Berrios (NYJ)","1","1","26","26.0","4","1","0","2","10","1","0","1","10.6","10.6","3.0%"
"31","A.J. Green (ARI)","4","8","64","16.0","27","1","0","0","0","0","0","1","10.4","10.4","7.0%"
"32","Diontae Johnson (PIT)","5","5","38","7.6","16","0","0","1","10","0","0","1","9.8","9.8","97.0%"
"33","Bryan Edwards (ATL)","3","4","8","2.7","8","0","1","0","0","0","0","1","9.8","9.8","1.0%"
"34","Kendrick Bourne (NE)","3","3","44","14.7","20","1","0","2","19","0","0","1","9.3","9.3","6.0%"
"35","Damiere Byrd (ATL)","5","6","62","12.4","17","0","0","0","0","0","1","1","9.2","9.2","0.0%"
"36","Robbie Anderson (CAR)","3","8","29","9.7","13","0","0","2","33","0","0","1","9.2","9.2","11.0%"
"37","Jamison Crowder (BUF)","5","8","40","8.0","14","0","0","0","0","0","0","1","9.0","9.0","5.0%"
"38","Jalen Guyton (LAC)","2","2","10","5.0","6","0","1","0","0","0","0","1","9.0","9.0","0.0%"
"39","Laviska Shenault Jr. (JAC)","4","7","39","9.8","11","0","0","1","10","0","0","1","8.9","8.9","2.0%"
"40","Donovan Peoples-Jones (CLE)","4","8","48","12.0","25","1","0","0","0","0","0","1","8.8","8.8","4.0%"
"41","Jalen Reagor (PHI)","3","3","57","19.0","34","2","0","0","0","0","0","1","8.7","8.7","1.0%"
"42","Kenny Golladay (NYG)","3","8","53","17.7","36","2","0","0","0","0","0","1","8.3","8.3","34.0%"
"43","Ben Skowronek (LAR)","4","5","42","10.5","14","0","0","0","0","0","0","1","8.2","8.2","0.0%"
"44","Isaiah Ford (FA)","3","3","51","17.0","27","1","0","0","0","0","0","1","8.1","8.1","0.0%"
"45","Tyler Johnson (TB)","4","7","41","10.3","18","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"46","Mike Williams (LAC)","3","9","49","16.3","27","1","0","0","0","0","0","1","7.9","7.9","98.0%"
"47","Ihmir Smith-Marsette (MIN)","1","2","7","7.0","7","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"48","Cole Beasley (FA)","4","8","35","8.8","12","0","0","0","0","0","0","1","7.5","7.5","1.0%"
"49","Nelson Agholor (NE)","4","6","34","8.5","10","0","0","0","0","0","0","1","7.4","7.4","1.0%"
"50","Olamide Zaccheaus (ATL)","2","2","53","26.5","49","3","0","0","0","0","0","1","7.3","7.3","0.0%"
"51","Nick Westbrook-Ikhine (TEN)","4","7","32","8.0","12","0","0","0","0","0","0","1","7.2","7.2","1.0%"
"52","N'Keal Harry (CHI)","2","5","52","26.0","43","3","0","0","0","0","0","1","7.2","7.2","0.0%"
"53","Terry McLaurin (WAS)","2","4","51","25.5","46","3","0","0","0","0","0","1","7.1","7.1","98.0%"
"54","Chester Rogers (HOU)","4","4","30","7.5","13","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"55","DeVonta Smith (PHI)","3","5","40","13.3","28","1","0","0","0","0","0","1","7.0","7.0","87.0%"
"56","James Washington (DAL)","3","5","36","12.0","19","0","0","0","0","0","0","1","6.6","6.6","1.0%"
"57","Phillip Dorsett II (HOU)","2","3","43","21.5","33","2","0","0","0","0","0","1","6.3","6.3","0.0%"
"58","Hunter Renfrow (LV)","3","5","32","10.7","13","0","0","0","0","0","0","1","6.2","6.2","90.0%"
"59","Michael Gallup (DAL)","3","5","32","10.7","19","0","0","0","0","0","0","1","6.2","6.2","41.0%"
"60","Rashard Higgins (CAR)","3","5","24","8.0","13","0","0","0","0","0","0","1","5.4","5.4","0.0%"
"61","Van Jefferson (LAR)","2","2","23","11.5","18","0","0","1","10","0","0","1","5.3","5.3","10.0%"
"62","Adam Humphries (FA)","3","6","23","7.7","10","0","0","0","0","0","0","1","5.3","5.3","1.0%"
"63","Byron Pringle (CHI)","3","4","22","7.3","10","0","0","0","0","0","0","1","5.2","5.2","1.0%"
"64","K.J. Osborn (MIN)","3","3","21","7.0","9","0","0","0","0","0","0","1","5.1","5.1","11.0%"
"65","Antoine Wesley (ARI)","3","8","19","6.3","7","0","0","0","0","0","0","1","4.9","4.9","0.0%"
"66","Allen Lazard (GB)","2","4","23","11.5","17","0","0","1","5","0","0","1","4.8","4.8","87.0%"
"67","Brandon Aiyuk (SF)","1","2","36","36.0","36","2","0","0","0","0","0","1","4.6","4.6","89.0%"
"68","DeAndre Carter (LAC)","2","3","12","6.0","7","0","0","1","12","0","0","1","4.4","4.4","0.0%"
"69","Tee Higgins (CIN)","2","3","23","11.5","17","0","0","0","0","0","0","1","4.3","4.3","99.0%"
"70","Devin Duvernay (BAL)","3","3","13","4.3","7","0","0","0","0","0","0","1","4.3","4.3","9.0%"
"71","Darius Slayton (NYG)","2","3","23","11.5","14","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"72","Rondale Moore (ARI)","3","3","9","3.0","10","0","0","1","1","0","0","1","4.0","4.0","29.0%"
"73","Kalif Raymond (DET)","2","3","20","10.0","15","0","0","0","0","0","0","1","4.0","4.0","0.0%"
"74","Ashton Dulin (IND)","0","0","0","0","0","0","0","2","39","0","0","1","3.9","3.9","0.0%"
"75","Scotty Miller (TB)","2","3","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"76","Brandon Zylstra (CAR)","2","4","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"77","Tre'Quan Smith (NO)","2","3","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"78","Freddie Swain (SEA)","1","1","25","25.0","25","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"79","Sterling Shepard (NYG)","2","6","15","7.5","8","0","0","0","0","0","0","1","3.5","3.5","3.0%"
"80","Nico Collins (HOU)","2","4","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","20.0%"
"81","Quez Watkins (PHI)","2","2","14","7.0","9","0","0","0","0","0","0","1","3.4","3.4","1.0%"
"82","Marvin Jones Jr. (JAC)","2","4","14","7.0","9","0","0","0","0","0","0","1","3.4","3.4","8.0%"
"83","Zach Pascal (PHI)","1","2","23","23.0","23","1","0","0","0","0","0","1","3.3","3.3","0.0%"
"84","Chris Conley (HOU)","2","4","12","6.0","11","0","0","0","0","0","0","1","3.2","3.2","0.0%"
"85","Courtland Sutton (DEN)","2","7","12","6.0","7","0","0","0","0","0","0","1","3.2","3.2","97.0%"
"86","Mecole Hardman (KC)","2","4","11","5.5","6","0","0","1","0","0","0","1","3.1","3.1","31.0%"
"87","T.Y. Hilton (FA)","1","1","19","19.0","19","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"88","Amari Cooper (CLE)","2","5","8","4.0","5","0","0","0","0","0","0","1","2.8","2.8","92.0%"
"89","Collin Johnson (NYG)","1","1","16","16.0","16","0","0","0","0","0","0","1","2.6","2.6","0.0%"
"90","Isaiah McKenzie (BUF)","1","2","7","7.0","7","0","0","1","8","0","0","1","2.5","2.5","34.0%"
"91","Joshua Palmer (LAC)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","12.0%"
"92","Mike Evans (TB)","1","1","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","100.0%"
"93","Cam Sims (WAS)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"94","Andy Isabella (ARI)","1","1","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"95","DeSean Jackson (FA)","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","5.0%"
"96","Tavon Austin (FA)","1","3","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"97","Albert Wilson (FA)","1","2","9","9.0","9","0","0","1","1","0","0","1","2.0","2.0","0.0%"
"98","Keelan Cole Sr. (LV)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"99","Chase Claypool (PIT)","0","2","12","0","0","0","0","1","7","0","0","1","1.9","1.9","69.0%"
"100","James Proche II (BAL)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","1.0%"
"101","Odell Beckham Jr. (FA)","1","3","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","14.0%"
"102","Jakeem Grant Sr. (CLE)","0","0","0","0","0","0","0","2","17","0","0","1","1.7","1.7","0.0%"
"103","Michael Pittman Jr. (IND)","1","5","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","99.0%"
"104","Malik Turner (SF)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"105","Tylan Wallace (BAL)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"106","Cody Hollister (TEN)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"107","Rashod Bateman (BAL)","1","2","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","92.0%"
"108","Ja'Marr Chase (CIN)","1","4","3","3.0","3","0","0","0","0","0","0","1","1.3","1.3","100.0%"
"109","Ray-Ray McCloud (SF)","1","3","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"110","Dax Milne (WAS)","1","1","-2","-2.0","0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"111","Andre Roberts (CAR)","0","0","0","0","0","0","0","1","6","0","0","1","0.6","0.6","0.0%"
"112","Josh Hammond (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","DeMichael Harris (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Matt Cole (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Jaylen Waddle (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.0%"
"116","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Tyrie Cleveland (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Trishton Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Binjimen Victor (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Lynn Bowden Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Tarik Black (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Chris Finke (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Tyler Vaughns (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Easop Winston Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Joe Reed (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Charleston Rambo (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Quintez Cephus (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Isaiah Hodgins (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Kendall Hinton (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Kristian Wilkerson (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Jaylon Moore (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Isaiah Zuber (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Ja'Marcus Bradley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"136","Isaiah Coulter (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Kirk Merritt (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"139","Dezmon Patmon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Willie Johnson (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Denzel Mims (NYJ)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Shi Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Tutu Atwell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Anthony Schwartz (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Reggie Roberson Jr. (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"146","Dazz Newsome (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Sage Surratt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Kadarius Toney (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.0%"
"149","Seth Williams (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","T.J. Vasher (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Elijah Moore (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.0%"
"152","Marquez Stevenson (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"153","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Chris Olave (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.0%"
