"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Justin Jefferson (MIN)","8","10","169","21.1","56","9","2","1","3","0","0","1","37.2","37.2","100.0%"
"2","Davante Adams (LV)","7","8","115","16.4","37","2","2","0","0","0","0","1","30.5","30.5","100.0%"
"3","Elijah Moore (NYJ)","8","11","141","17.6","62","6","1","1","15","0","0","1","29.6","29.6","88.0%"
"4","Diontae Johnson (PIT)","7","13","101","14.4","32","3","1","0","0","0","0","1","23.1","23.1","97.0%"
"5","Darnell Mooney (CHI)","5","16","121","24.2","60","6","1","0","0","0","0","1","23.1","23.1","90.0%"
"6","Marquez Valdes-Scantling (KC)","4","10","123","30.8","75","6","1","0","0","0","0","1","22.3","22.3","51.0%"
"7","Adam Thielen (MIN)","8","10","82","10.3","26","1","1","0","0","0","0","1","22.2","22.2","92.0%"
"8","Brandon Aiyuk (SF)","7","7","85","12.1","34","2","1","0","0","0","0","1","21.5","21.5","89.0%"
"9","Terry McLaurin (WAS)","5","7","103","20.6","39","4","1","0","0","0","0","1","21.3","21.3","98.0%"
"10","Mike Williams (LAC)","5","6","97","19.4","53","5","1","0","0","0","0","1","20.7","20.7","98.0%"
"11","Jaylen Waddle (MIA)","8","9","65","8.1","15","0","0","1","1","1","0","1","20.6","20.6","97.0%"
"12","Marquise Goodwin (SEA)","4","8","104","26.0","49","5","1","0","0","0","0","1","20.4","20.4","0.0%"
"13","Mike Evans (TB)","6","11","73","12.2","21","1","1","1","10","0","0","1","20.3","20.3","100.0%"
"14","Keenan Allen (LAC)","9","13","112","12.4","30","2","0","0","0","0","0","1","20.2","20.2","100.0%"
"15","Tyreek Hill (MIA)","9","11","77","8.6","23","1","0","1","33","0","0","1","20.0","20.0","100.0%"
"16","Chris Godwin (TB)","6","6","65","10.8","18","0","1","1","7","0","0","1","19.2","19.2","88.0%"
"17","Stefon Diggs (BUF)","4","6","23","5.8","9","0","2","0","0","0","0","1","18.3","18.3","100.0%"
"18","Nick Westbrook-Ikhine (TEN)","7","8","107","15.3","46","3","0","0","0","0","0","1","17.7","17.7","1.0%"
"19","Deebo Samuel (SF)","1","2","15","15.0","15","0","0","8","79","1","0","1","16.4","16.4","100.0%"
"20","Jamison Crowder (BUF)","6","7","44","7.3","15","0","1","0","0","0","0","1","16.4","16.4","5.0%"
"21","Rondale Moore (ARI)","11","11","51","4.6","11","0","0","0","0","0","0","1","16.1","16.1","29.0%"
"22","DJ Moore (CAR)","5","7","50","10.0","13","0","1","0","0","0","0","1","16.0","16.0","99.0%"
"23","Tyler Lockett (SEA)","4","5","115","28.8","48","6","0","0","0","0","0","1","15.5","15.5","86.0%"
