"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Javonte Williams (DEN)","23","102","4.4","14","0","0","6","9","76","12.7","1","0","1","29.8","29.8","99.0%"
"2","David Montgomery (CHI)","21","90","4.3","24","1","1","8","9","51","6.4","0","0","1","28.1","28.1","97.0%"
"3","Jonathan Taylor (IND)","32","143","4.5","16","0","2","0","0","0","0","0","1","1","24.3","24.3","100.0%"
"4","Josh Jacobs (LV)","13","52","4.0","15","0","1","9","9","38","4.2","0","0","1","24.0","24.0","96.0%"
"5","Leonard Fournette (TB)","13","44","3.4","9","0","0","7","8","48","6.9","1","0","1","22.2","22.2","100.0%"
"6","Antonio Gibson (WAS)","23","88","3.8","22","1","0","5","6","23","4.6","1","0","1","22.1","22.1","95.0%"
"7","Sony Michel (MIA)","24","121","5.0","25","1","1","3","4","8","2.7","0","0","1","21.9","21.9","12.0%"
"8","Alexander Mattison (MIN)","22","90","4.1","11","0","1","3","3","34","11.3","0","0","1","21.4","21.4","61.0%"
"9","Devonta Freeman (FA)","14","52","3.7","18","0","1","5","8","45","9.0","0","0","1","20.7","20.7","0.0%"
"10","Kenneth Gainwell (PHI)","12","54","4.5","18","0","1","5","5","33","6.6","0","0","1","19.7","19.7","48.0%"
"11","James Conner (ARI)","20","75","3.8","21","1","0","2","2","36","18.0","1","0","1","19.1","19.1","99.0%"
"12","Travis Homer (SEA)","3","80","26.7","73","4","1","4","5","10","2.5","0","0","1","19.0","19.0","1.0%"
"13","Elijah Mitchell (SF)","22","66","3.0","9","0","1","3","3","18","6.0","0","0","1","17.4","17.4","97.0%"
"14","Austin Ekeler (LAC)","14","59","4.2","15","0","1","5","5","45","9.0","0","2","1","17.4","17.4","100.0%"
"15","Miles Sanders (PHI)","24","120","5.0","34","2","0","3","3","22","7.3","0","0","1","17.2","17.2","91.0%"
