"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Darrel Williams (ARI)","11","43","3.9","21","1","0","9","9","101","11.2","1","0","1","29.4","29.4","11.0%"
"2","Rhamondre Stevenson (NE)","20","100","5.0","18","0","2","4","5","14","3.5","0","0","1","27.4","27.4","89.0%"
"3","AJ Dillon (GB)","21","66","3.1","11","0","2","2","2","62","31.0","0","0","1","26.8","26.8","95.0%"
"4","Christian McCaffrey (CAR)","13","95","7.3","15","0","0","10","10","66","6.6","0","0","1","26.1","26.1","100.0%"
"5","Jonathan Taylor (IND)","21","116","5.5","34","3","1","6","8","10","1.7","0","0","1","24.6","24.6","100.0%"
"6","D'Ernest Johnson (CLE)","19","99","5.2","24","1","0","7","8","58","8.3","0","0","1","22.7","22.7","4.0%"
"7","Antonio Gibson (WAS)","24","64","2.7","15","0","2","2","2","14","7.0","0","0","1","21.8","21.8","95.0%"
"8","Mark Ingram II (NO)","14","47","3.4","13","0","1","4","7","61","15.3","0","0","1","20.8","20.8","16.0%"
"9","Ezekiel Elliott (DAL)","14","41","2.9","9","0","2","3","3","15","5.0","0","1","1","20.8","20.8","99.0%"
"10","Dalvin Cook (MIN)","24","94","3.9","12","0","1","3","5","24","8.0","0","0","1","20.8","20.8","100.0%"
"11","James Robinson (JAC)","12","57","4.8","18","0","1","4","5","27","6.8","0","0","1","18.4","18.4","64.0%"
"12","Michael Carter (NYJ)","16","39","2.4","8","0","1","4","6","43","10.8","0","0","1","18.2","18.2","66.0%"
"13","Matt Breida (NYG)","3","28","9.3","15","0","1","3","3","22","7.3","1","1","1","18.0","18.0","1.0%"
"14","Najee Harris (PIT)","26","105","4.0","12","0","0","4","4","28","7.0","0","0","1","17.3","17.3","100.0%"
"15","Leonard Fournette (TB)","11","47","4.3","8","0","0","8","9","45","5.6","0","0","1","17.2","17.2","100.0%"
"16","D'Andre Swift (DET)","33","130","3.9","21","1","0","3","6","5","1.7","0","0","1","16.5","16.5","100.0%"
"17","Tony Pollard (DAL)","11","42","3.8","15","0","0","6","7","56","9.3","0","0","1","15.8","15.8","90.0%"
"18","James Conner (ARI)","10","39","3.9","11","0","1","3","4","25","8.3","0","0","1","15.4","15.4","99.0%"
"19","Austin Ekeler (LAC)","11","44","4.0","9","0","0","3","6","15","5.0","1","0","1","14.9","14.9","100.0%"
"20","Aaron Jones (GB)","7","25","3.6","6","0","0","4","6","61","15.3","0","0","1","12.6","12.6","100.0%"
"21","Boston Scott (PHI)","11","81","7.4","23","2","0","2","2","24","12.0","0","0","1","12.5","12.5","3.0%"
"22","Devin Singletary (BUF)","7","43","6.1","15","0","1","1","1","6","6.0","0","0","1","11.9","11.9","92.0%"
"23","Godwin Igwebuike (DET)","2","56","28.0","42","3","1","0","0","0","0","0","0","1","11.6","11.6","0.0%"
"24","Jermar Jefferson (DET)","3","41","13.7","28","1","1","0","0","0","0","0","0","1","10.1","10.1","0.0%"
"25","Brandon Bolden (LV)","3","32","10.7","22","1","0","3","3","38","12.7","0","0","1","10.0","10.0","0.0%"
"26","D'Onta Foreman (CAR)","11","30","2.7","6","0","0","2","2","48","24.0","0","0","1","9.8","9.8","11.0%"
"27","Melvin Gordon III (DEN)","9","45","5.0","15","0","1","1","4","-2","-2.0","0","1","1","9.3","9.3","88.0%"
"28","Elijah Mitchell (SF)","27","91","3.4","17","0","0","0","0","0","0","0","0","1","9.1","9.1","97.0%"
"29","Ameer Abdullah (LV)","9","24","2.7","15","0","0","4","4","27","6.8","0","0","1","9.1","9.1","3.0%"
"30","Ty Johnson (NYJ)","2","2","1.0","2","0","0","5","8","36","7.2","0","0","1","8.8","8.8","0.0%"
"31","Devonta Freeman (FA)","10","35","3.5","12","0","0","3","4","23","7.7","0","0","1","8.8","8.8","0.0%"
"32","Chuba Hubbard (CAR)","9","27","3.0","16","0","1","0","0","0","0","0","0","1","8.7","8.7","8.0%"
"33","Zack Moss (BUF)","7","27","3.9","11","0","1","0","0","0","0","0","0","1","8.7","8.7","3.0%"
"34","Wayne Gallman Jr. (FA)","15","55","3.7","17","0","0","1","2","21","21.0","0","0","1","8.6","8.6","0.0%"
"35","Josh Jacobs (LV)","7","16","2.3","5","0","0","5","5","20","4.0","0","0","1","8.6","8.6","96.0%"
"36","Jordan Howard (FA)","12","83","6.9","25","1","0","0","0","0","0","0","0","1","8.3","8.3","0.0%"
"37","Darrell Henderson Jr. (LAR)","5","31","6.2","11","0","0","4","6","10","2.5","0","0","1","8.1","8.1","68.0%"
"38","J.D. McKissic (WAS)","2","4","2.0","2","0","0","4","4","35","8.8","0","0","1","7.9","7.9","30.0%"
"39","Larry Rountree III (LAC)","5","10","2.0","5","0","1","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"40","Javonte Williams (DEN)","8","48","6.0","20","1","0","2","3","1","0.5","0","0","1","6.9","6.9","99.0%"
"41","Alex Collins (FA)","10","41","4.1","10","0","0","1","1","8","8.0","0","0","1","5.9","5.9","19.0%"
"42","Travis Homer (SEA)","1","2","2.0","2","0","0","3","4","23","7.7","0","0","1","5.5","5.5","1.0%"
"43","Myles Gaskin (MIA)","14","31","2.2","11","0","0","1","2","14","14.0","0","0","1","5.5","5.5","3.0%"
"44","Tevin Coleman (NYJ)","4","29","7.3","15","0","0","2","3","4","2.0","0","0","1","5.3","5.3","0.0%"
"45","Sony Michel (MIA)","4","20","5.0","7","0","0","2","2","11","5.5","0","0","1","5.1","5.1","12.0%"
"46","Kenyan Drake (FA)","4","16","4.0","12","0","0","2","3","15","7.5","0","0","1","5.1","5.1","4.0%"
"47","Alexander Mattison (MIN)","4","16","4.0","7","0","0","1","1","24","24.0","0","0","1","5.0","5.0","61.0%"
"48","Nyheim Hines (IND)","2","12","6.0","9","0","0","2","4","17","8.5","0","0","1","4.9","4.9","62.0%"
"49","Cordarrelle Patterson (ATL)","4","25","6.3","14","0","0","1","2","14","14.0","0","0","1","4.9","4.9","89.0%"
"50","C.J. Ham (MIN)","0","0","0","0","0","0","3","3","13","4.3","0","0","1","4.3","4.3","0.0%"
"51","Jerick McKinnon (KC)","3","26","8.7","18","0","0","1","3","6","6.0","0","0","1","4.2","4.2","3.0%"
"52","Corey Clement (FA)","6","20","3.3","6","0","0","1","1","5","5.0","0","0","1","3.5","3.5","0.0%"
"53","Adrian Peterson (FA)","8","21","2.6","6","0","0","1","1","-1","-1.0","0","0","1","3.0","3.0","4.0%"
"54","Jeff Wilson Jr. (SF)","10","28","2.8","6","0","0","0","0","0","0","0","0","1","2.8","2.8","3.0%"
"55","Salvon Ahmed (MIA)","2","6","3.0","4","0","0","1","1","9","9.0","0","0","1","2.5","2.5","0.0%"
"56","Kenneth Gainwell (PHI)","2","5","2.5","5","0","0","1","1","9","9.0","0","0","1","2.4","2.4","48.0%"
"57","Eno Benjamin (ARI)","6","22","3.7","9","0","0","0","1","0","0","0","0","1","2.2","2.2","4.0%"
"58","Derrick Gore (FA)","6","19","3.2","5","0","0","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"59","Derek Watt (PIT)","0","0","0","0","0","0","1","1","9","9.0","0","0","1","1.9","1.9","0.0%"
"60","Mike Davis (BAL)","4","18","4.5","7","0","0","0","1","0","0","0","0","1","1.8","1.8","13.0%"
"61","Jeremy McNichols (PIT)","4","7","1.8","4","0","0","1","3","1","1.0","0","0","1","1.8","1.8","0.0%"
"62","Giovani Bernard (TB)","1","4","4.0","4","0","0","1","3","4","4.0","0","0","1","1.8","1.8","0.0%"
"63","Kyle Juszczyk (SF)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"64","Alec Ingold (MIA)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.5","1.5","0.0%"
"65","Carlos Hyde (FA)","2","4","2.0","5","0","0","1","2","0","0.0","0","0","1","1.4","1.4","0.0%"
"66","Jalen Richard (FA)","0","0","0","0","0","0","1","1","3","3.0","0","0","1","1.3","1.3","1.0%"
"67","Patrick Laird (TB)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"68","J.J. Taylor (NE)","6","11","1.8","3","0","0","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"69","Dwayne Washington (NO)","2","8","4.0","4","0","0","0","0","0","0","0","0","1","0.8","0.8","0.0%"
"70","Patrick Taylor Jr. (GB)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"71","Jaret Patterson (WAS)","4","7","1.8","5","0","0","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"72","Joshua Kelley (LAC)","1","6","6.0","6","0","0","0","0","0","0","0","0","1","0.6","0.6","3.0%"
"73","Keith Smith (ATL)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"74","Benny Snell Jr. (PIT)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","1.0%"
"75","Ty Montgomery (NE)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","1.0%"
"76","Le'Veon Bell (FA)","3","1","0.3","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"77","Trey Ragas (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Kennedy Brooks (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Sandro Platzgummer (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
