"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","35","182","5.2","60","4","3","6","6","55","9.2","0","0","1","47.7","47.7","100.0%"
"2","Aaron Jones (GB)","17","67","3.9","9","0","1","6","6","48","8.0","3","0","1","41.5","41.5","100.0%"
"3","Christian McCaffrey (CAR)","24","72","3.0","16","0","1","5","6","65","13.0","0","0","1","24.7","24.7","100.0%"
"4","Cordarrelle Patterson (ATL)","7","11","1.6","10","0","1","5","7","58","11.6","1","0","1","23.9","23.9","89.0%"
"5","Tony Pollard (DAL)","13","109","8.4","28","2","1","3","3","31","10.3","0","0","1","23.0","23.0","90.0%"
"6","Austin Ekeler (LAC)","9","54","6.0","20","1","0","9","9","61","6.8","0","0","1","22.5","22.5","100.0%"
"7","J.D. McKissic (WAS)","4","10","2.5","4","0","1","5","6","83","16.6","0","0","1","20.3","20.3","30.0%"
"8","Najee Harris (PIT)","10","38","3.8","14","0","0","5","5","43","8.6","1","0","1","19.1","19.1","100.0%"
"9","James White (FA)","5","20","4.0","7","0","1","6","6","45","7.5","0","0","1","18.5","18.5","1.0%"
"10","Ezekiel Elliott (DAL)","16","71","4.4","19","0","1","2","2","26","13.0","0","0","1","17.7","17.7","99.0%"
"11","Darrell Henderson Jr. (LAR)","13","53","4.1","13","0","1","3","5","29","9.7","0","0","1","17.2","17.2","68.0%"
"12","Devin Singletary (BUF)","13","82","6.3","46","3","1","2","3","9","4.5","0","0","1","17.1","17.1","92.0%"
"13","Dalvin Cook (MIN)","22","131","6.0","16","0","0","2","3","17","8.5","0","0","1","16.8","16.8","100.0%"
"14","Nick Chubb (CLE)","11","95","8.6","26","2","1","1","1","3","3.0","0","0","1","16.8","16.8","100.0%"
"15","Zack Moss (BUF)","8","26","3.3","10","0","2","2","2","8","4.0","0","1","1","15.4","15.4","3.0%"
"16","Chris Carson (FA)","13","31","2.4","8","0","2","0","0","0","0","0","0","1","15.1","15.1","1.0%"
"17","Damien Harris (NE)","16","62","3.9","26","1","1","1","1","2","2.0","0","0","1","13.4","13.4","94.0%"
"18","Mike Davis (BAL)","9","38","4.2","8","0","0","7","7","25","3.6","0","0","1","13.3","13.3","13.0%"
"19","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","2","2","51","25.5","1","0","1","13.1","13.1","0.0%"
"20","Chase Edmonds (MIA)","8","46","5.8","14","0","0","5","5","29","5.8","0","0","1","12.5","12.5","91.0%"
"21","D'Andre Swift (DET)","8","37","4.6","12","0","0","4","5","41","10.3","0","0","1","11.8","11.8","100.0%"
"22","Leonard Fournette (TB)","11","52","4.7","10","0","0","4","4","24","6.0","0","0","1","11.6","11.6","100.0%"
"23","Ty'Son Williams (IND)","13","77","5.9","20","1","0","2","2","16","8.0","0","0","1","11.3","11.3","0.0%"
"24","David Montgomery (CHI)","20","61","3.1","11","0","0","3","4","18","6.0","0","0","1","10.9","10.9","97.0%"
"25","Michael Carter (NYJ)","11","59","5.4","14","0","0","2","3","29","14.5","0","0","1","10.8","10.8","66.0%"
"26","Kenyan Drake (FA)","7","9","1.3","5","0","0","5","6","46","9.2","0","0","1","10.5","10.5","4.0%"
"27","JaMycal Hasty (SF)","5","38","7.6","21","1","0","4","5","21","5.3","0","0","1","9.9","9.9","0.0%"
"28","Latavius Murray (FA)","9","36","4.0","8","0","1","0","0","0","0","0","0","1","9.6","9.6","0.0%"
"29","Phillip Lindsay (IND)","5","2","0.4","5","0","0","1","1","22","22.0","1","0","1","9.4","9.4","1.0%"
"30","James Robinson (JAC)","11","47","4.3","12","0","0","3","3","17","5.7","0","0","1","9.4","9.4","64.0%"
"31","Antonio Gibson (WAS)","13","69","5.3","14","0","0","2","2","4","2.0","0","0","1","9.3","9.3","95.0%"
"32","Saquon Barkley (NYG)","13","57","4.4","41","3","0","2","3","12","6.0","0","0","1","8.9","8.9","100.0%"
"33","Melvin Gordon III (DEN)","13","31","2.4","8","0","0","2","2","38","19.0","0","0","1","8.9","8.9","88.0%"
"34","Myles Gaskin (MIA)","5","25","5.0","18","0","0","4","5","21","5.3","0","0","1","8.6","8.6","3.0%"
"35","Javonte Williams (DEN)","13","64","4.9","16","0","0","1","1","10","10.0","0","0","1","8.4","8.4","99.0%"
