"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Dalvin Cook (MIN)","27","205","7.6","30","4","2","1","3","17","17.0","0","0","1","35.2","35.2","100.0%"
"2","James Conner (ARI)","13","31","2.4","13","0","2","9","9","94","10.4","0","0","1","33.5","33.5","99.0%"
"3","Rashaad Penny (SEA)","16","137","8.6","47","5","2","1","1","1","1.0","0","0","1","26.8","26.8","90.0%"
"4","Najee Harris (PIT)","20","94","4.7","23","1","1","3","3","10","3.3","1","0","1","25.4","25.4","100.0%"
"5","Alvin Kamara (NO)","27","120","4.4","16","0","1","4","5","25","6.3","0","0","1","24.5","24.5","100.0%"
"6","Leonard Fournette (TB)","19","113","5.9","47","4","1","4","7","19","4.8","0","0","1","23.2","23.2","100.0%"
"7","Melvin Gordon III (DEN)","24","111","4.6","16","0","2","0","0","0","0","0","0","1","23.1","23.1","88.0%"
"8","Aaron Jones (GB)","5","35","7.0","15","0","1","3","3","30","10.0","1","0","1","21.5","21.5","100.0%"
"9","Javonte Williams (DEN)","15","73","4.9","9","0","1","1","2","10","10.0","1","0","1","21.3","21.3","99.0%"
"10","Clyde Edwards-Helaire (KC)","10","37","3.7","7","0","2","3","3","5","1.7","0","0","1","19.2","19.2","93.0%"
"11","Saquon Barkley (NYG)","16","64","4.0","13","0","0","3","3","31","10.3","1","0","1","18.5","18.5","100.0%"
"12","Derrick Gore (FA)","9","66","7.3","51","4","1","2","2","23","11.5","0","0","1","16.9","16.9","0.0%"
"13","Austin Ekeler (LAC)","12","67","5.6","17","0","1","2","4","17","8.5","0","0","1","16.4","16.4","100.0%"
"14","Devin Singletary (BUF)","4","52","13.0","29","1","0","6","7","37","6.2","0","0","1","14.9","14.9","92.0%"
"15","D'Onta Foreman (CAR)","13","47","3.6","8","0","1","2","2","15","7.5","0","0","1","14.2","14.2","11.0%"
"16","David Montgomery (CHI)","10","42","4.2","20","1","0","6","7","39","6.5","0","0","1","14.1","14.1","97.0%"
"17","Cordarrelle Patterson (ATL)","16","58","3.6","11","0","1","2","5","1","0.5","0","0","1","13.9","13.9","89.0%"
