"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Michael Carter (NYJ)","15","77","5.1","18","0","1","9","14","95","10.6","0","0","1","32.2","32.2","66.0%"
"2","Joe Mixon (CIN)","14","33","2.4","8","0","1","4","5","58","14.5","1","0","1","25.1","25.1","100.0%"
"3","Austin Ekeler (LAC)","11","64","5.8","28","1","1","6","10","60","10.0","0","0","1","24.4","24.4","100.0%"
"4","Aaron Jones (GB)","15","59","3.9","16","0","1","7","11","51","7.3","0","0","1","24.0","24.0","100.0%"
"5","Darrell Henderson Jr. (LAR)","14","90","6.4","19","0","1","1","2","3","3.0","1","0","1","22.3","22.3","68.0%"
"6","Jonathan Taylor (IND)","16","70","4.4","12","0","1","3","4","52","17.3","0","0","1","21.2","21.2","100.0%"
"7","Najee Harris (PIT)","26","91","3.5","11","0","1","3","3","29","9.7","0","0","1","21.0","21.0","100.0%"
"8","Elijah Mitchell (SF)","18","137","7.6","39","4","1","0","0","0","0","0","0","1","19.7","19.7","97.0%"
"9","Ty Johnson (NYJ)","4","15","3.8","8","0","0","5","6","71","14.2","1","0","1","19.6","19.6","0.0%"
"10","Melvin Gordon III (DEN)","10","47","4.7","11","0","1","3","3","15","5.0","1","1","1","19.2","19.2","88.0%"
"11","Cordarrelle Patterson (ATL)","9","35","3.9","14","0","0","5","5","37","7.4","1","0","1","18.2","18.2","89.0%"
"12","Boston Scott (PHI)","12","60","5.0","19","0","2","0","1","0","0","0","0","1","18.0","18.0","3.0%"
"13","Jordan Howard (FA)","12","57","4.8","10","0","2","0","0","0","0","0","0","1","17.7","17.7","0.0%"
"14","Devontae Booker (FA)","15","60","4.0","14","0","0","5","6","65","13.0","0","0","1","17.5","17.5","0.0%"
"15","J.D. McKissic (WAS)","3","10","3.3","4","0","0","8","8","83","10.4","0","0","1","17.3","17.3","30.0%"
"16","Darrel Williams (ARI)","13","49","3.8","12","0","0","6","6","61","10.2","0","0","1","17.0","17.0","11.0%"
"17","Alvin Kamara (NO)","19","61","3.2","15","0","1","3","4","15","5.0","0","0","1","16.6","16.6","100.0%"
"18","Chase Edmonds (MIA)","7","30","4.3","11","0","1","3","4","39","13.0","0","0","1","15.9","15.9","91.0%"
"19","James Conner (ARI)","5","22","4.4","9","0","2","0","0","0","0","0","0","1","14.2","14.2","99.0%"
"20","Chuba Hubbard (CAR)","24","82","3.4","9","0","1","1","2","9","9.0","0","1","1","14.1","14.1","8.0%"
"21","Damien Harris (NE)","23","80","3.5","10","0","1","0","1","0","0","0","0","1","14.0","14.0","94.0%"
"22","Rex Burkhead (HOU)","4","21","5.3","14","0","1","3","4","27","9.0","0","0","1","13.8","13.8","2.0%"
"23","Carlos Hyde (FA)","9","32","3.6","7","0","0","6","8","40","6.7","0","0","1","13.2","13.2","0.0%"
"24","Jermar Jefferson (DET)","2","6","3.0","8","0","1","4","4","23","5.8","0","0","1","12.9","12.9","0.0%"
"25","Zack Moss (BUF)","8","19","2.4","7","0","0","6","7","39","6.5","0","0","1","11.8","11.8","3.0%"
"26","Mike Davis (BAL)","9","44","4.9","18","0","0","5","6","22","4.4","0","0","1","11.6","11.6","13.0%"
"27","Ezekiel Elliott (DAL)","16","50","3.1","8","0","0","4","6","23","5.8","0","0","1","11.3","11.3","99.0%"
"28","Derrick Gore (FA)","11","48","4.4","10","0","1","0","0","0","0","0","0","1","10.8","10.8","0.0%"
"29","Giovani Bernard (TB)","2","30","15.0","24","1","0","1","1","7","7.0","1","0","1","10.7","10.7","0.0%"
"30","D'Ernest Johnson (CLE)","4","22","5.5","11","0","1","1","3","7","7.0","0","0","1","9.9","9.9","4.0%"
"31","Ameer Abdullah (LV)","8","31","3.9","9","0","0","3","5","35","11.7","0","0","1","9.6","9.6","3.0%"
"32","Khalil Herbert (CHI)","23","72","3.1","22","1","0","2","2","-4","-2.0","0","0","1","8.8","8.8","32.0%"
"33","Myles Gaskin (MIA)","12","36","3.0","7","0","0","3","4","19","6.3","0","0","1","8.5","8.5","3.0%"
"34","Antonio Gibson (WAS)","8","34","4.3","12","0","0","3","3","20","6.7","0","0","1","8.4","8.4","95.0%"
"35","Travis Homer (SEA)","4","9","2.3","7","0","0","1","1","3","3.0","0","0","1","8.2","8.2","1.0%"
"36","D'Andre Swift (DET)","12","27","2.3","7","0","0","5","5","24","4.8","0","1","1","8.1","8.1","100.0%"
"37","Nick Chubb (CLE)","16","61","3.8","21","1","0","1","1","8","8.0","0","0","1","7.9","7.9","100.0%"
"38","Justin Jackson (DET)","3","79","26.3","75","4","0","0","0","0","0","0","0","1","7.9","7.9","0.0%"
