"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Najee Harris (PIT)","14","40","2.9","20","1","0","14","19","102","7.3","0","0","1","28.2","28.2","100.0%"
"2","Kareem Hunt (CLE)","10","81","8.1","29","1","1","6","7","74","12.3","0","0","1","27.5","27.5","89.0%"
"3","Ezekiel Elliott (DAL)","17","95","5.6","13","0","2","3","3","21","7.0","0","0","1","26.6","26.6","99.0%"
"4","James Robinson (JAC)","15","88","5.9","21","1","1","6","6","46","7.7","0","0","1","25.4","25.4","64.0%"
"5","D'Andre Swift (DET)","14","47","3.4","14","0","1","7","7","60","8.6","0","0","1","23.7","23.7","100.0%"
"6","Peyton Barber (FA)","23","111","4.8","27","1","1","3","5","31","10.3","0","0","1","23.2","23.2","1.0%"
"7","Alexander Mattison (MIN)","26","112","4.3","24","1","0","6","8","59","9.8","0","0","1","23.1","23.1","61.0%"
"8","Austin Ekeler (LAC)","11","55","5.0","11","0","0","6","6","52","8.7","1","0","1","22.7","22.7","100.0%"
"9","Saquon Barkley (NYG)","16","51","3.2","15","0","1","6","7","43","7.2","0","0","1","21.4","21.4","100.0%"
"10","Alvin Kamara (NO)","24","89","3.7","11","0","0","3","4","29","9.7","1","0","1","20.8","20.8","100.0%"
"11","Giovani Bernard (TB)","0","0","0","0","0","0","9","10","51","5.7","1","0","1","20.1","20.1","0.0%"
"12","Derrick Henry (TEN)","28","113","4.0","19","0","0","3","3","31","10.3","0","0","1","19.4","19.4","100.0%"
"13","Nyheim Hines (IND)","6","25","4.2","9","0","1","5","6","54","10.8","0","0","1","18.9","18.9","62.0%"
"14","James Conner (ARI)","11","43","3.9","11","0","2","1","1","10","10.0","0","0","1","18.3","18.3","99.0%"
"15","Zack Moss (BUF)","13","60","4.6","9","0","0","3","3","31","10.3","1","0","1","18.1","18.1","3.0%"
"16","Aaron Jones (GB)","19","82","4.3","12","0","1","2","2","14","7.0","0","0","1","17.6","17.6","100.0%"
"17","Antonio Gibson (WAS)","12","31","2.6","7","0","0","1","2","73","73.0","1","0","1","17.4","17.4","95.0%"
"18","Clyde Edwards-Helaire (KC)","17","100","5.9","14","0","0","2","2","9","4.5","1","1","1","16.9","16.9","93.0%"
"19","Chris Carson (FA)","12","80","6.7","30","2","1","2","2","2","1.0","0","0","1","16.2","16.2","1.0%"
"20","Cordarrelle Patterson (ATL)","7","20","2.9","11","0","0","6","7","82","13.7","0","0","1","16.2","16.2","89.0%"
"21","Melvin Gordon III (DEN)","18","60","3.3","10","0","1","1","2","21","21.0","0","0","1","15.2","15.2","88.0%"
"22","Kyle Juszczyk (SF)","5","14","2.8","5","0","0","4","4","37","9.3","1","0","1","15.1","15.1","0.0%"
"23","Jamaal Williams (DET)","12","42","3.5","14","0","1","2","2","25","12.5","0","0","1","14.7","14.7","39.0%"
"24","Chase Edmonds (MIA)","11","26","2.4","7","0","0","7","8","49","7.0","0","0","1","14.5","14.5","91.0%"
"25","Javonte Williams (DEN)","12","29","2.4","14","0","1","3","4","33","11.0","0","1","1","13.2","13.2","99.0%"
"26","Trey Sermon (SF)","10","31","3.1","16","0","1","2","3","3","1.5","0","0","1","11.4","11.4","4.0%"
"27","Mike Davis (BAL)","12","50","4.2","11","0","0","4","4","20","5.0","0","0","1","11.0","11.0","13.0%"
"28","Sony Michel (MIA)","20","67","3.4","15","0","0","3","4","12","4.0","0","0","1","10.9","10.9","12.0%"
"29","Chuba Hubbard (CAR)","11","52","4.7","14","0","0","3","5","27","9.0","0","0","1","10.9","10.9","8.0%"
"30","Joe Mixon (CIN)","18","90","5.0","27","1","0","1","1","4","4.0","0","0","1","10.4","10.4","100.0%"
"31","Myles Gaskin (MIA)","13","65","5.0","15","0","0","3","6","9","3.0","0","0","1","10.4","10.4","3.0%"
"32","Malcolm Brown (FA)","7","31","4.4","24","1","1","0","2","0","0","0","0","1","9.1","9.1","0.0%"
"33","Kenyan Drake (FA)","8","24","3.0","6","0","0","3","6","33","11.0","0","0","1","8.7","8.7","4.0%"
"34","Jeremy McNichols (PIT)","2","6","3.0","5","0","0","1","2","10","10.0","1","0","1","8.6","8.6","0.0%"
"35","Miles Sanders (PHI)","2","27","13.5","24","1","0","3","4","28","9.3","0","0","1","8.5","8.5","91.0%"
"36","Nick Chubb (CLE)","22","84","3.8","14","0","0","0","0","0","0","0","0","1","8.4","8.4","100.0%"
"37","Jonathan Taylor (IND)","10","64","6.4","23","1","0","1","1","8","8.0","0","0","1","8.2","8.2","100.0%"
"38","Travis Homer (SEA)","0","0","0","0","0","0","3","3","48","16.0","0","0","1","7.8","7.8","1.0%"
"39","David Montgomery (CHI)","10","34","3.4","16","0","0","2","4","21","10.5","0","0","1","7.5","7.5","97.0%"
"40","Tony Pollard (DAL)","11","60","5.5","11","0","0","1","1","5","5.0","0","0","1","7.5","7.5","90.0%"
"41","Alec Ingold (MIA)","1","0","0.0","0","0","0","1","1","1","1.0","1","0","1","7.1","7.1","0.0%"
"42","Leonard Fournette (TB)","4","8","2.0","3","0","0","3","3","26","8.7","0","0","1","6.4","6.4","100.0%"
"43","Kenneth Gainwell (PHI)","1","2","2.0","2","0","0","3","4","32","10.7","0","0","1","6.4","6.4","48.0%"
"44","Christian McCaffrey (CAR)","7","31","4.4","10","0","0","2","2","9","4.5","0","0","1","6.0","6.0","100.0%"
"45","Darrel Williams (ARI)","7","28","4.0","7","0","0","2","3","11","5.5","0","0","1","5.9","5.9","11.0%"
"46","J.D. McKissic (WAS)","3","23","7.7","11","0","0","2","2","15","7.5","0","0","1","5.8","5.8","30.0%"
"47","Brandon Bolden (LV)","3","-1","-0.3","0","0","0","3","4","23","7.7","0","0","1","5.2","5.2","0.0%"
"48","Michael Carter (NYJ)","9","24","2.7","8","0","0","2","3","5","2.5","0","0","1","4.9","4.9","66.0%"
