"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jonathan Taylor (IND)","32","185","5.8","40","3","4","3","3","19","6.3","1","0","1","53.4","53.4","100.0%"
"2","Austin Ekeler (LAC)","11","50","4.5","12","0","2","6","7","65","10.8","2","0","1","41.5","41.5","100.0%"
"3","Christian McCaffrey (CAR)","10","59","5.9","15","0","0","7","8","60","8.6","1","0","1","24.9","24.9","100.0%"
"4","Joe Mixon (CIN)","30","123","4.1","20","1","2","0","0","0","0","0","0","1","24.3","24.3","100.0%"
"5","D'Andre Swift (DET)","14","136","9.7","57","4","1","3","4","0","0.0","0","0","1","22.6","22.6","100.0%"
"6","Dalvin Cook (MIN)","22","86","3.9","13","0","1","3","4","29","9.7","0","0","1","22.5","22.5","100.0%"
"7","Nick Chubb (CLE)","22","130","5.9","15","0","0","2","2","14","7.0","1","0","1","22.4","22.4","100.0%"
"8","James Conner (ARI)","21","62","3.0","8","0","1","5","6","37","7.4","0","0","1","20.9","20.9","99.0%"
"9","Devonta Freeman (FA)","16","49","3.1","10","0","1","6","6","31","5.2","0","0","1","20.0","20.0","0.0%"
"10","Myles Gaskin (MIA)","23","89","3.9","20","1","0","3","4","7","2.3","1","0","1","18.6","18.6","3.0%"
"11","Najee Harris (PIT)","12","39","3.3","12","0","1","5","6","20","4.0","0","0","1","16.9","16.9","100.0%"
"12","Dontrell Hilliard (TEN)","7","35","5.0","16","0","0","8","10","47","5.9","0","0","1","16.2","16.2","3.0%"
"13","AJ Dillon (GB)","11","53","4.8","11","0","0","6","6","44","7.3","0","0","1","15.7","15.7","95.0%"
"14","Clyde Edwards-Helaire (KC)","12","63","5.3","14","0","1","2","2","13","6.5","0","0","1","15.6","15.6","93.0%"
"15","Mark Ingram II (NO)","16","88","5.5","28","1","0","6","8","25","4.2","0","1","1","15.3","15.3","16.0%"
"16","Leonard Fournette (TB)","10","35","3.5","7","0","0","6","6","39","6.5","0","0","1","13.4","13.4","100.0%"
"17","Ezekiel Elliott (DAL)","9","32","3.6","8","0","0","6","6","36","6.0","0","0","1","12.8","12.8","99.0%"
"18","James Robinson (JAC)","12","29","2.4","7","0","1","2","3","9","4.5","0","0","1","11.8","11.8","64.0%"
"19","Saquon Barkley (NYG)","6","25","4.2","12","0","0","6","6","31","5.2","0","0","1","11.6","11.6","100.0%"
