"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Austin Ekeler (LAC)","17","66","3.9","9","0","2","5","5","53","10.6","1","1","1","32.9","32.9","100.0%"
"2","Myles Gaskin (MIA)","5","25","5.0","13","0","0","10","10","74","7.4","2","0","1","31.9","31.9","3.0%"
"3","Jonathan Taylor (IND)","15","53","3.5","19","0","1","3","4","116","38.7","1","0","1","31.9","31.9","100.0%"
"4","Derrick Henry (TEN)","29","130","4.5","15","0","3","0","0","0","0","0","0","1","31.0","31.0","100.0%"
"5","Alvin Kamara (NO)","16","71","4.4","23","1","1","5","8","51","10.2","1","0","1","29.2","29.2","100.0%"
"6","Alexander Mattison (MIN)","25","113","4.5","48","3","0","7","7","40","5.7","1","1","1","26.3","26.3","61.0%"
"7","Kareem Hunt (CLE)","12","61","5.1","12","0","2","5","6","28","5.6","0","0","1","25.9","25.9","89.0%"
"8","Ezekiel Elliott (DAL)","21","110","5.2","15","0","1","2","3","2","1.0","1","0","1","25.2","25.2","99.0%"
"9","Nick Chubb (CLE)","21","161","7.7","52","6","1","1","1","9","9.0","0","0","1","24.0","24.0","100.0%"
"10","D'Andre Swift (DET)","11","51","4.6","12","0","1","6","6","53","8.8","0","0","1","22.4","22.4","100.0%"
"11","Najee Harris (PIT)","23","122","5.3","20","1","1","2","5","20","10.0","0","0","1","22.2","22.2","100.0%"
"12","James Robinson (JAC)","18","149","8.3","58","4","1","1","1","-2","-2.0","0","0","1","21.7","21.7","64.0%"
"13","Antonio Gibson (WAS)","20","60","3.0","16","0","2","2","2","12","6.0","0","0","1","21.2","21.2","95.0%"
"14","Leonard Fournette (TB)","12","67","5.6","17","0","1","4","5","43","10.8","0","0","1","21.0","21.0","100.0%"
"15","Devontae Booker (FA)","16","42","2.6","14","0","1","3","4","16","5.3","1","0","1","20.8","20.8","0.0%"
"16","Cordarrelle Patterson (ATL)","14","54","3.9","12","0","0","7","9","60","8.6","0","0","1","18.4","18.4","89.0%"
"17","Chuba Hubbard (CAR)","24","101","4.2","26","1","0","5","6","33","6.6","0","0","1","18.4","18.4","8.0%"
"18","Samaje Perine (CIN)","11","59","5.4","11","0","0","4","5","24","6.0","1","0","1","18.3","18.3","5.0%"
"19","AJ Dillon (GB)","8","30","3.8","17","0","0","4","4","49","12.3","1","0","1","17.9","17.9","95.0%"
"20","Darrell Henderson Jr. (LAR)","17","82","4.8","29","1","1","1","1","17","17.0","0","0","1","16.9","16.9","68.0%"
"21","Josh Jacobs (LV)","15","48","3.2","11","0","1","4","5","19","4.8","0","0","1","16.7","16.7","96.0%"
"22","Damien Williams (ATL)","16","64","4.0","14","0","1","2","3","20","10.0","0","0","1","16.4","16.4","1.0%"
"23","Aaron Jones (GB)","14","103","7.4","57","4","0","4","5","6","1.5","0","0","1","14.9","14.9","100.0%"
"24","Michael Carter (NYJ)","10","38","3.8","9","0","1","3","3","20","6.7","0","0","1","14.8","14.8","66.0%"
"25","Tony Pollard (DAL)","14","75","5.4","17","0","0","4","4","28","7.0","0","0","1","14.3","14.3","90.0%"
"26","Zack Moss (BUF)","11","37","3.4","8","0","0","3","4","55","18.3","0","0","1","12.2","12.2","3.0%"
"27","Mike Davis (BAL)","13","53","4.1","17","0","1","2","5","8","4.0","0","1","1","12.1","12.1","13.0%"
"28","Javonte Williams (DEN)","8","61","7.6","49","3","0","3","3","25","8.3","0","0","1","11.6","11.6","99.0%"
"29","Sony Michel (MIA)","11","37","3.4","15","0","1","1","1","8","8.0","0","0","1","11.5","11.5","12.0%"
"30","Giovani Bernard (TB)","4","21","5.3","17","0","0","2","2","14","7.0","1","0","1","11.5","11.5","0.0%"
"31","Ty Johnson (NYJ)","4","12","3.0","6","0","1","2","3","22","11.0","0","0","1","11.4","11.4","0.0%"
"32","James Conner (ARI)","10","29","2.9","8","0","1","1","1","8","8.0","0","0","1","10.7","10.7","99.0%"
