"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","George Kittle (SF)","9","12","181","20.1","48","6","2","1","5","0","0","1","39.6","39.6","100.0%"
"2","Dallas Goedert (PHI)","6","6","105","17.5","36","3","2","0","0","0","0","1","28.5","28.5","97.0%"
"3","Rob Gronkowski (FA)","4","8","58","14.5","27","1","2","0","0","0","0","1","21.8","21.8","8.0%"
"4","T.J. Hockenson (DET)","4","8","49","12.3","25","1","1","0","0","0","0","1","14.9","14.9","97.0%"
"5","Logan Thomas (WAS)","3","5","48","16.0","35","2","1","0","0","0","0","1","13.8","13.8","10.0%"
"6","Tyler Conklin (NYJ)","7","9","56","8.0","19","0","0","0","0","0","0","1","12.6","12.6","2.0%"
"7","Mike Gesicki (MIA)","7","11","46","6.6","17","0","0","0","0","0","0","1","11.6","11.6","73.0%"
"8","Brock Wright (DET)","2","3","28","14.0","23","1","1","0","0","0","0","1","10.8","10.8","0.0%"
"9","Evan Engram (JAC)","4","5","61","15.3","18","0","0","0","0","0","0","1","10.1","10.1","20.0%"
"10","Tyler Higbee (LAR)","5","6","48","9.6","22","1","0","0","0","0","0","1","9.8","9.8","53.0%"
"11","Ryan Griffin (CHI)","2","2","15","7.5","14","0","1","0","0","0","0","1","9.5","9.5","0.0%"
"12","Dalton Schultz (DAL)","5","5","43","8.6","12","0","0","0","0","0","0","1","9.3","9.3","99.0%"
"13","Jimmy Graham (FA)","1","1","1","1.0","1","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"14","Mark Andrews (BAL)","4","9","50","12.5","29","1","0","0","0","0","0","1","9.0","9.0","100.0%"
"15","Kyle Pitts (ATL)","4","7","48","12.0","29","1","0","0","0","0","0","1","8.8","8.8","100.0%"
"16","Nick Vannett (NO)","3","4","48","16.0","30","2","0","0","0","0","0","1","7.8","7.8","0.0%"
"17","Pat Freiermuth (PIT)","3","4","26","8.7","17","0","0","0","0","0","0","1","7.6","7.6","86.0%"
"18","Cameron Brate (TB)","1","1","3","3.0","3","0","1","0","0","0","0","1","7.3","7.3","7.0%"
"19","Noah Fant (SEA)","4","4","33","8.3","12","0","0","0","0","0","0","1","7.3","7.3","28.0%"
"20","John Bates (WAS)","3","4","42","14.0","23","1","0","0","0","0","0","1","7.2","7.2","0.0%"
"21","Cole Kmet (CHI)","3","7","41","13.7","24","1","0","0","0","0","0","1","7.1","7.1","77.0%"
"22","Jared Cook (FA)","3","4","29","9.7","23","1","0","0","0","0","0","1","5.9","5.9","1.0%"
"23","Travis Kelce (KC)","3","8","27","9.0","14","0","0","0","0","0","0","1","5.7","5.7","100.0%"
"24","Albert Okwuegbunam (DEN)","3","4","21","7.0","10","0","0","0","0","0","0","1","5.1","5.1","78.0%"
"25","C.J. Uzomah (NYJ)","3","6","20","6.7","10","0","0","0","0","0","0","1","5.0","5.0","3.0%"
"26","Foster Moreau (LV)","1","3","34","34.0","34","2","0","0","0","0","0","1","4.4","4.4","1.0%"
"27","Pharaoh Brown (HOU)","4","5","23","5.8","12","0","0","0","0","0","1","1","4.3","4.3","0.0%"
"28","Kyle Rudolph (TB)","2","4","18","9.0","11","0","0","0","0","0","0","1","3.8","3.8","2.0%"
"29","Juwan Johnson (NO)","1","1","27","27.0","27","1","0","0","0","0","0","1","3.7","3.7","0.0%"
"30","Dawson Knox (BUF)","2","6","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","95.0%"
"31","James O'Shaughnessy (CHI)","2","6","13","6.5","7","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"32","Zach Gentry (PIT)","2","2","10","5.0","5","0","0","0","0","0","0","1","3.0","3.0","0.0%"
