"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Pat Freiermuth (PIT)","5","6","43","8.6","13","0","2","0","0","0","0","1","21.3","21.3","86.0%"
"2","George Kittle (SF)","6","8","101","16.8","29","1","1","0","0","0","1","1","20.1","20.1","100.0%"
"3","Travis Kelce (KC)","5","8","68","13.6","25","2","1","0","0","0","0","1","17.8","17.8","100.0%"
"4","Darren Waller (LV)","7","11","92","13.1","24","2","0","0","0","0","0","1","16.2","16.2","99.0%"
"5","Cole Kmet (CHI)","6","8","87","14.5","25","2","0","0","0","0","0","1","14.7","14.7","77.0%"
"6","Stephen Anderson (ARI)","4","4","39","9.8","23","1","1","0","0","0","0","1","13.9","13.9","0.0%"
"7","Donald Parham Jr. (LAC)","3","3","39","13.0","19","0","1","0","0","0","0","1","12.9","12.9","1.0%"
"8","Geoff Swaim (TEN)","4","4","29","7.3","11","0","1","0","0","0","0","1","12.9","12.9","0.0%"
"9","Evan Engram (JAC)","3","3","38","12.7","30","2","1","0","0","0","0","1","12.8","12.8","20.0%"
"10","Ryan Griffin (CHI)","4","7","28","7.0","13","0","1","0","0","0","0","1","12.8","12.8","0.0%"
"11","Jared Cook (FA)","4","4","48","12.0","23","1","0","0","0","0","0","1","10.8","10.8","1.0%"
"12","Tyler Higbee (LAR)","5","10","51","10.2","26","1","0","0","0","0","0","1","10.1","10.1","53.0%"
"13","Dan Arnold (JAC)","4","7","60","15.0","28","1","0","0","0","0","0","1","10.0","10.0","1.0%"
"14","Hunter Henry (NE)","2","3","19","9.5","12","0","1","0","0","0","0","1","9.9","9.9","70.0%"
"15","Tyler Conklin (NYJ)","5","7","45","9.0","18","0","0","0","0","0","0","1","9.5","9.5","2.0%"
"16","Mark Andrews (BAL)","5","10","44","8.8","13","0","0","0","0","0","0","1","9.4","9.4","100.0%"
"17","Mike Gesicki (MIA)","4","8","54","13.5","18","0","0","0","0","0","0","1","9.4","9.4","73.0%"
"18","Dalton Schultz (DAL)","4","5","54","13.5","20","1","0","0","0","0","0","1","9.4","9.4","99.0%"
"19","Kyle Pitts (ATL)","3","7","62","20.7","39","2","0","0","0","0","0","1","9.2","9.2","100.0%"
"20","David Njoku (CLE)","1","3","18","18.0","18","0","1","0","0","0","0","1","8.8","8.8","62.0%"
"21","Adam Trautman (NO)","4","7","47","11.8","25","1","0","0","0","0","0","1","8.7","8.7","1.0%"
"22","Dallas Goedert (PHI)","3","6","43","14.3","21","1","0","0","0","0","0","1","7.3","7.3","97.0%"
"23","Jack Doyle (FA)","1","2","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","2.0%"
"24","Drew Sample (CIN)","3","3","36","12.0","19","0","0","0","0","0","0","1","6.6","6.6","0.0%"
"25","Albert Okwuegbunam (DEN)","4","5","25","6.3","17","0","0","0","0","0","0","1","6.5","6.5","78.0%"
"26","C.J. Uzomah (NYJ)","4","5","24","6.0","12","0","0","0","0","0","0","1","6.4","6.4","3.0%"
"27","Kyle Rudolph (TB)","4","5","20","5.0","9","0","0","0","0","0","0","1","6.0","6.0","2.0%"
"28","Tyler Kroft (SF)","2","3","38","19.0","26","1","0","0","0","0","0","1","5.8","5.8","0.0%"
"29","Zach Ertz (ARI)","3","5","27","9.0","17","0","0","0","0","0","0","1","5.7","5.7","94.0%"
"30","Durham Smythe (MIA)","2","2","27","13.5","21","1","0","0","0","0","0","1","4.7","4.7","0.0%"
"31","Harrison Bryant (CLE)","2","2","26","13.0","21","1","0","0","0","0","0","1","4.6","4.6","0.0%"
"32","Antony Auclair (HOU)","2","2","23","11.5","15","0","0","0","0","0","0","1","4.3","4.3","0.0%"
"33","Jimmy Graham (FA)","1","3","28","28.0","28","1","0","0","0","0","0","1","3.8","3.8","0.0%"
"34","Mo Alie-Cox (IND)","1","1","28","28.0","28","1","0","0","0","0","0","1","3.8","3.8","6.0%"
"35","Kylen Granson (IND)","1","1","27","27.0","27","1","0","0","0","0","0","1","3.7","3.7","0.0%"
"36","Trevon Wesco (NYJ)","2","2","16","8.0","10","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"37","Hayden Hurst (CIN)","2","3","16","8.0","16","0","0","0","0","0","0","1","3.6","3.6","12.0%"
"38","Josiah Deguara (GB)","2","2","16","8.0","11","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"39","Austin Hooper (TEN)","2","2","14","7.0","11","0","0","0","0","0","0","1","3.4","3.4","30.0%"
"40","Tommy Sweeney (BUF)","2","2","10","5.0","7","0","0","0","0","0","0","1","3.0","3.0","0.0%"
"41","Brevin Jordan (HOU)","2","2","9","4.5","5","0","0","0","0","0","0","1","2.9","2.9","3.0%"
"42","Adam Shaheen (MIA)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"43","Ian Thomas (CAR)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"44","Chris Manhertz (JAC)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"45","Jonnu Smith (NE)","1","2","4","4.0","4","0","0","1","4","0","0","1","1.8","1.8","2.0%"
"46","Eric Tomlinson (DEN)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"47","Anthony Firkser (ATL)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"48","Tommy Tremble (CAR)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","1.0%"
"49","Eric Saubert (DEN)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"50","Luke Stocker (FA)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"51","Kevin Rader (PIT)","1","1","1","1.0","1","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"52","Darrell Daniels (FA)","1","2","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"53","Marcedes Lewis (GB)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
