"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Travis Kelce (KC)","10","13","191","19.1","69","7","2","0","0","0","0","1","41.1","41.1","100.0%"
"2","Mark Andrews (BAL)","10","13","136","13.6","43","4","2","0","0","0","0","1","35.6","35.6","100.0%"
"3","Hunter Henry (NE)","6","8","77","12.8","25","1","2","0","0","0","0","1","25.7","25.7","70.0%"
"4","Dalton Schultz (DAL)","8","8","67","8.4","15","0","1","0","0","0","0","1","20.7","20.7","99.0%"
"5","Dallas Goedert (PHI)","7","9","135","19.3","45","5","0","0","0","0","0","1","20.5","20.5","97.0%"
"6","George Kittle (SF)","6","6","93","15.5","28","2","0","0","0","0","0","1","15.3","15.3","100.0%"
"7","Foster Moreau (LV)","7","9","65","9.3","14","0","0","0","0","0","0","1","13.5","13.5","1.0%"
"8","Zach Ertz (ARI)","6","11","74","12.3","20","1","0","0","0","0","0","1","13.4","13.4","94.0%"
"9","Cole Kmet (CHI)","6","9","71","11.8","23","1","0","0","0","0","0","1","13.1","13.1","77.0%"
"10","Kyle Pitts (ATL)","4","7","77","19.3","49","3","0","0","0","0","0","1","11.7","11.7","100.0%"
"11","Noah Fant (SEA)","5","6","57","11.4","28","1","0","0","0","0","0","1","10.7","10.7","28.0%"
"12","James O'Shaughnessy (CHI)","4","4","60","15.0","30","2","0","0","0","0","0","1","10.0","10.0","0.0%"
"13","Gerald Everett (LAC)","4","4","60","15.0","34","2","0","0","0","0","0","1","10.0","10.0","24.0%"
"14","Mike Gesicki (MIA)","5","8","43","8.6","20","1","0","0","0","0","0","1","9.3","9.3","73.0%"
"15","Harrison Bryant (CLE)","2","2","11","5.5","6","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"16","Jesper Horsted (LV)","1","1","19","19.0","19","0","1","0","0","0","0","1","8.9","8.9","0.0%"
"17","Albert Okwuegbunam (DEN)","3","4","58","19.3","24","2","0","0","0","0","0","1","8.8","8.8","78.0%"
"18","Dawson Knox (BUF)","4","5","38","9.5","15","0","0","0","0","0","0","1","7.8","7.8","95.0%"
"19","Pat Freiermuth (PIT)","4","4","37","9.3","14","0","0","0","0","0","0","1","7.7","7.7","86.0%"
"20","Evan Engram (JAC)","4","5","33","8.3","15","0","0","0","0","0","0","1","7.3","7.3","20.0%"
"21","Marcedes Lewis (GB)","3","3","40","13.3","23","1","0","0","0","0","0","1","7.0","7.0","0.0%"
"22","Ricky Seals-Jones (NYG)","4","7","29","7.3","12","0","0","0","0","0","0","1","6.9","6.9","1.0%"
"23","Jared Cook (FA)","3","7","32","10.7","15","0","0","0","0","0","0","1","6.2","6.2","1.0%"
"24","David Njoku (CLE)","3","5","29","9.7","13","0","0","0","0","0","0","1","5.9","5.9","62.0%"
"25","Ryan Griffin (CHI)","2","2","39","19.5","23","1","0","0","0","0","0","1","5.9","5.9","0.0%"
"26","Tyler Kroft (SF)","2","2","35","17.5","24","1","0","0","0","0","0","1","5.5","5.5","0.0%"
"27","Rob Gronkowski (FA)","2","11","29","14.5","19","0","0","0","0","0","0","1","4.9","4.9","8.0%"
"28","C.J. Uzomah (NYJ)","3","4","18","6.0","8","0","0","0","0","0","0","1","4.8","4.8","3.0%"
"29","Josiah Deguara (GB)","3","5","16","5.3","9","0","0","0","0","0","0","1","4.6","4.6","0.0%"
"30","Jordan Akins (NYG)","2","3","24","12.0","18","0","0","0","0","0","0","1","4.4","4.4","0.0%"
"31","Cameron Brate (TB)","2","4","22","11.0","16","0","0","0","0","0","0","1","4.2","4.2","7.0%"
