"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Noah Fant (SEA)","9","11","97","10.8","26","2","1","0","0","0","0","1","24.7","24.7","28.0%"
"2","Mike Gesicki (MIA)","8","9","115","14.4","32","5","0","0","0","0","0","1","19.5","19.5","73.0%"
"3","Travis Kelce (KC)","8","11","99","12.4","20","1","0","0","0","0","0","1","17.9","17.9","100.0%"
"4","Mark Andrews (BAL)","5","6","68","13.6","21","1","1","0","0","0","0","1","17.8","17.8","100.0%"
"5","O.J. Howard (BUF)","6","7","49","8.2","15","0","1","0","0","0","0","1","16.9","16.9","1.0%"
"6","Ricky Seals-Jones (NYG)","4","6","58","14.5","39","2","1","0","0","0","0","1","15.8","15.8","1.0%"
"7","T.J. Hockenson (DET)","8","11","74","9.3","33","2","0","0","0","0","0","1","15.4","15.4","97.0%"
"8","Dalton Schultz (DAL)","5","6","79","15.8","23","2","0","0","0","0","0","1","12.9","12.9","99.0%"
"9","Zach Ertz (ARI)","4","6","29","7.3","16","0","1","0","0","0","0","1","12.9","12.9","94.0%"
"10","Pat Freiermuth (PIT)","7","7","58","8.3","12","0","0","0","0","0","0","1","12.8","12.8","86.0%"
"11","Jared Cook (FA)","4","7","25","6.3","11","0","1","0","0","0","0","1","12.5","12.5","1.0%"
"12","Darren Waller (LV)","5","5","59","11.8","33","2","0","0","0","0","0","1","10.9","10.9","99.0%"
"13","Durham Smythe (MIA)","5","6","59","11.8","25","1","0","0","0","0","0","1","10.9","10.9","0.0%"
"14","Hunter Henry (NE)","2","2","25","12.5","20","1","1","0","0","0","0","1","10.5","10.5","70.0%"
"15","C.J. Uzomah (NYJ)","3","3","15","5.0","8","0","1","0","0","0","0","1","10.5","10.5","3.0%"
"16","Tyler Conklin (NYJ)","3","5","71","23.7","40","4","0","0","0","0","0","1","10.1","10.1","2.0%"
"17","Mo Alie-Cox (IND)","1","3","28","28.0","28","1","1","0","0","0","0","1","9.8","9.8","6.0%"
"18","Eric Ebron (FA)","2","2","10","5.0","6","0","0","1","1","1","0","1","9.1","9.1","0.0%"
"19","Cole Kmet (CHI)","4","5","49","12.3","21","1","0","1","0","0","0","1","8.9","8.9","77.0%"
"20","Will Dissly (SEA)","2","2","8","4.0","7","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"21","Tyler Higbee (LAR)","5","5","36","7.2","10","0","0","0","0","0","0","1","8.6","8.6","53.0%"
"22","Jordan Akins (NYG)","4","6","41","10.3","13","0","0","0","0","0","0","1","8.1","8.1","0.0%"
"23","Dawson Knox (BUF)","3","3","25","8.3","11","0","0","0","0","0","0","1","7.5","7.5","95.0%"
"24","Chris Herndon IV (FA)","1","1","2","2.0","2","0","1","0","0","0","0","1","7.2","7.2","0.0%"
"25","Blake Jarwin (FA)","1","2","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","4.0%"
"26","Tommy Sweeney (BUF)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"27","Gerald Everett (LAC)","2","3","40","20.0","41","3","0","0","0","0","0","1","6.0","6.0","24.0%"
"28","Cameron Brate (TB)","3","4","26","8.7","12","0","0","0","0","0","0","1","5.6","5.6","7.0%"
"29","Evan Engram (JAC)","3","5","24","8.0","11","0","0","0","0","0","0","1","5.4","5.4","20.0%"
"30","Eric Saubert (DEN)","3","5","23","7.7","11","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"31","Ian Thomas (CAR)","1","2","41","41.0","41","3","0","0","0","0","0","1","5.1","5.1","0.0%"
"32","Dan Arnold (JAC)","2","5","27","13.5","19","0","0","0","0","0","0","1","4.7","4.7","1.0%"
"33","Kyle Rudolph (TB)","1","2","8","8.0","8","0","0","0","0","0","0","1","3.8","3.8","2.0%"
"34","Marcedes Lewis (GB)","2","2","17","8.5","9","0","0","0","0","0","0","1","3.7","3.7","0.0%"
"35","Luke Farrell (JAC)","1","1","21","21.0","21","1","0","0","0","0","0","1","3.1","3.1","0.0%"
"36","Donald Parham Jr. (LAC)","2","2","10","5.0","5","0","0","0","0","0","0","1","3.0","3.0","1.0%"
"37","Robert Tonyan (GB)","2","3","10","5.0","6","0","0","0","0","0","0","1","3.0","3.0","27.0%"
"38","Pharaoh Brown (HOU)","2","3","8","4.0","5","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"39","Anthony Firkser (ATL)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"40","Chris Manhertz (JAC)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"41","Foster Moreau (LV)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","1.0%"
"42","Tommy Tremble (CAR)","0","2","0","0","0","0","0","1","0","0","0","1","2.0","2.0","1.0%"
"43","Jonnu Smith (NE)","1","2","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","2.0%"
"44","Cethan Carter (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"45","Geoff Swaim (TEN)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"46","John Bates (WAS)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"47","David Njoku (CLE)","1","2","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","62.0%"
"48","Austin Hooper (TEN)","1","3","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","30.0%"
"49","Josiah Deguara (GB)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"50","Josh Oliver (BAL)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"51","Stephen Anderson (ARI)","1","2","-1","-1.0","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"52","Sage Surratt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Kyle Pitts (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"56","Brevin Jordan (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"57","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
