"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Noah Fant (SEA)","6","7","92","15.3","35","2","1","0","0","0","0","1","21.2","21.2","28.0%"
"2","Rob Gronkowski (FA)","7","10","115","16.4","24","3","0","0","0","0","0","1","18.5","18.5","8.0%"
"3","Mark Andrews (BAL)","6","6","89","14.8","33","2","0","0","0","0","0","1","14.9","14.9","100.0%"
"4","Travis Kelce (KC)","5","7","25","5.0","8","0","1","1","-1","0","0","1","13.4","13.4","100.0%"
"5","Dallas Goedert (PHI)","6","7","71","11.8","18","0","0","0","0","0","0","1","13.1","13.1","97.0%"
"6","Tyler Higbee (LAR)","6","9","69","11.5","19","0","0","0","0","0","0","1","12.9","12.9","53.0%"
"7","David Njoku (CLE)","4","4","28","7.0","9","0","1","0","0","0","0","1","12.8","12.8","62.0%"
"8","Dalton Schultz (DAL)","6","10","54","9.0","14","0","0","0","0","0","0","1","11.4","11.4","99.0%"
"9","Anthony Firkser (ATL)","3","3","24","8.0","15","0","1","0","0","0","0","1","11.4","11.4","0.0%"
"10","Zach Ertz (ARI)","7","9","41","5.9","11","0","0","0","0","0","0","1","11.1","11.1","94.0%"
"11","Geoff Swaim (TEN)","3","3","9","3.0","5","0","1","0","0","0","0","1","9.9","9.9","0.0%"
"12","Tyler Conklin (NYJ)","5","9","47","9.4","15","0","0","0","0","0","0","1","9.7","9.7","2.0%"
"13","Mike Gesicki (MIA)","4","7","51","12.8","15","0","0","0","0","0","0","1","9.1","9.1","73.0%"
"14","Kyle Pitts (ATL)","2","4","69","34.5","61","4","0","0","0","0","0","1","8.9","8.9","100.0%"
"15","Cameron Brate (TB)","2","3","5","2.5","4","0","1","0","0","0","0","1","8.5","8.5","7.0%"
"16","Pat Freiermuth (PIT)","5","6","22","4.4","12","0","0","0","0","0","0","1","7.2","7.2","86.0%"
"17","C.J. Uzomah (NYJ)","4","6","32","8.0","11","0","0","0","0","0","0","1","7.2","7.2","3.0%"
"18","Harrison Bryant (CLE)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"19","Durham Smythe (MIA)","3","3","37","12.3","21","1","0","0","0","0","0","1","6.7","6.7","0.0%"
"20","Blake Bell (KC)","3","3","35","11.7","24","1","0","1","2","0","0","1","6.7","6.7","0.0%"
"21","Hunter Henry (NE)","3","5","37","12.3","17","0","0","0","0","0","0","1","6.7","6.7","70.0%"
"22","Gerald Everett (LAC)","3","5","36","12.0","15","0","0","0","0","0","0","1","6.6","6.6","24.0%"
"23","John Bates (WAS)","3","4","35","11.7","24","1","0","0","0","0","0","1","6.5","6.5","0.0%"
"24","Ian Thomas (CAR)","3","3","33","11.0","21","1","0","0","0","0","0","1","6.3","6.3","0.0%"
"25","Parker Hesse (ATL)","3","3","31","10.3","17","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"26","Mo Alie-Cox (IND)","3","5","28","9.3","17","0","0","0","0","0","0","1","5.8","5.8","6.0%"
"27","Kenny Yeboah (NYJ)","2","2","36","18.0","24","1","0","0","0","0","0","1","5.6","5.6","0.0%"
"28","Cole Kmet (CHI)","3","5","25","8.3","11","0","0","0","0","0","0","1","5.5","5.5","77.0%"
"29","Tre' McKitty (LAC)","3","3","22","7.3","8","0","0","0","0","0","0","1","5.2","5.2","0.0%"
"30","Daniel Brown (FA)","2","2","29","14.5","24","1","0","0","0","0","0","1","4.9","4.9","0.0%"
"31","Austin Hooper (TEN)","2","5","28","14.0","21","1","0","0","0","0","0","1","4.8","4.8","30.0%"
"32","George Kittle (SF)","1","2","29","29.0","29","1","0","1","6","0","0","1","4.5","4.5","100.0%"
"33","Jonnu Smith (NE)","1","1","20","20.0","20","1","0","1","5","0","0","1","3.5","3.5","2.0%"
"34","Josiah Deguara (GB)","2","3","11","5.5","7","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"35","Tyler Davis (GB)","2","2","9","4.5","9","0","0","0","0","0","0","1","2.9","2.9","0.0%"
"36","Albert Okwuegbunam (DEN)","2","2","5","2.5","6","0","0","0","0","0","0","1","2.5","2.5","78.0%"
"37","Colby Parkinson (SEA)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"38","Evan Engram (JAC)","1","2","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","20.0%"
"39","Brevin Jordan (HOU)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","3.0%"
"40","Pharaoh Brown (HOU)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"41","Foster Moreau (LV)","1","1","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","1.0%"
"42","Will Dissly (SEA)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"43","Stephen Anderson (ARI)","1","1","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"44","Ricky Seals-Jones (NYG)","1","2","8","8.0","8","0","0","0","0","0","0","1","1.8","1.8","1.0%"
"45","Luke Farrell (JAC)","1","2","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"46","Noah Gray (KC)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"47","Juwan Johnson (NO)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"48","Jesse James (FA)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"49","Nick Boyle (BAL)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"50","Zach Gentry (PIT)","1","2","0","0.0","0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"51","Nakia Griffin-Stewart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"52","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Sean McKeon (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Ben Ellefson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Nick Bowers (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Tommy Hudson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Reggie Gilliam (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"59","Thaddeus Moss (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Rashod Berry (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0%"
"61","Charlie Woerner (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"62","Giovanni Ricci (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"63","Noah Togiai (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Lawrence Cager (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Mitchell Wilcox (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Eli Wolf (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Sage Surratt (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Chris Myarick (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Chase Allen (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Tanner Hudson (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Deon Yelder (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Ross Dwelley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Jaeden Graham (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
