"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jack Doyle (FA)","6","7","81","13.5","22","1","1","0","0","0","0","1","20.1","20.1","2.0%"
"2","Rob Gronkowski (FA)","7","9","123","17.6","32","4","0","0","0","0","0","1","19.3","19.3","8.0%"
"3","Dawson Knox (BUF)","3","3","32","10.7","24","1","2","0","0","0","0","1","18.2","18.2","95.0%"
"4","Mark Andrews (BAL)","4","10","65","16.3","39","2","1","0","0","0","0","1","16.5","16.5","100.0%"
"5","Dalton Schultz (DAL)","3","7","46","15.3","32","2","1","0","0","0","0","1","15.6","15.6","99.0%"
"6","Gerald Everett (LAC)","5","9","37","7.4","12","0","1","0","0","0","0","1","14.7","14.7","24.0%"
"7","Cole Kmet (CHI)","8","11","65","8.1","16","0","0","0","0","0","0","1","14.5","14.5","77.0%"
"8","Pat Freiermuth (PIT)","4","4","40","10.0","15","0","1","0","0","0","0","1","14.0","14.0","86.0%"
"9","David Njoku (CLE)","3","5","35","11.7","20","1","1","0","0","0","0","1","12.5","12.5","62.0%"
"10","T.J. Hockenson (DET)","3","3","35","11.7","17","0","1","0","0","0","0","1","12.5","12.5","97.0%"
"11","Jimmy Graham (FA)","2","3","34","17.0","17","0","1","0","0","0","0","1","11.4","11.4","0.0%"
"12","Brevin Jordan (HOU)","3","3","23","7.7","13","0","1","0","0","0","0","1","11.3","11.3","3.0%"
"13","Jared Cook (FA)","2","5","25","12.5","16","0","1","0","0","0","0","1","10.5","10.5","1.0%"
"14","Chris Myarick (NYG)","2","2","11","5.5","10","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"15","Jonnu Smith (NE)","3","4","49","16.3","20","1","0","1","9","0","0","1","8.8","8.8","2.0%"
"16","Durham Smythe (MIA)","5","5","32","6.4","11","0","0","2","3","0","0","1","8.5","8.5","0.0%"
"17","Nick Vannett (NO)","1","1","11","11.0","11","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"18","Harrison Bryant (CLE)","3","3","50","16.7","41","3","0","0","0","0","0","1","8.0","8.0","0.0%"
"19","Sean McKeon (DAL)","1","1","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
"20","James O'Shaughnessy (CHI)","3","5","29","9.7","21","1","0","0","0","0","0","1","7.9","7.9","0.0%"
"21","Eric Saubert (DEN)","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"22","Evan Engram (JAC)","3","6","37","12.3","20","1","0","0","0","0","0","1","6.7","6.7","20.0%"
"23","Logan Thomas (WAS)","3","6","31","10.3","14","0","0","0","0","0","0","1","6.1","6.1","10.0%"
"24","Cameron Brate (TB)","3","4","23","7.7","10","0","0","0","0","0","0","1","5.3","5.3","7.0%"
"25","Darren Waller (LV)","2","5","33","16.5","21","1","0","0","0","0","0","1","5.3","5.3","99.0%"
"26","Ryan Griffin (CHI)","3","4","20","6.7","10","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"27","Mike Gesicki (MIA)","3","3","17","5.7","7","0","0","0","0","0","0","1","4.7","4.7","73.0%"
"28","Kyle Pitts (ATL)","2","6","26","13.0","19","0","0","0","0","0","0","1","4.6","4.6","100.0%"
"29","Tyler Conklin (NYJ)","2","3","25","12.5","17","0","0","0","0","0","0","1","4.5","4.5","2.0%"
"30","Noah Fant (SEA)","3","4","12","4.0","7","0","0","0","0","0","0","1","4.2","4.2","28.0%"
"31","Kylen Granson (IND)","2","2","22","11.0","15","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"32","C.J. Uzomah (NYJ)","3","3","9","3.0","7","0","0","0","0","0","0","1","3.9","3.9","3.0%"
"33","Will Dissly (SEA)","2","2","19","9.5","13","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"34","Stephen Anderson (ARI)","2","2","18","9.0","13","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"35","Hunter Henry (NE)","2","5","16","8.0","9","0","0","0","0","0","0","1","3.6","3.6","70.0%"
"36","Josiah Deguara (GB)","2","4","13","6.5","12","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"37","John Bates (WAS)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"38","Marcedes Lewis (GB)","2","3","4","2.0","2","0","0","0","0","0","0","1","2.4","2.4","0.0%"
"39","George Kittle (SF)","1","2","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","100.0%"
"40","Albert Okwuegbunam (DEN)","1","2","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","78.0%"
"41","Chris Manhertz (JAC)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
