"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Kareem Hunt (CLE)","15","86","5.7","21","1","1","5","6","55","11.0","2","0","1","37.1","37.1","89.0%"
"2","Marlon Mack (HOU)","19","126","6.6","23","2","1","2","3","33","16.5","1","0","1","31.9","31.9","29.0%"
"3","Todd Gurley II (FA)","15","63","4.2","18","0","2","4","5","23","5.8","1","0","1","30.6","30.6","0.0%"
"4","James White (FA)","11","40","3.6","8","0","0","8","10","57","7.1","2","0","1","29.7","29.7","1.0%"
"5","Saquon Barkley (NYG)","14","43","3.1","15","0","1","9","10","51","5.7","0","0","1","26.4","26.4","100.0%"
"6","Latavius Murray (FA)","15","69","4.6","38","2","2","2","2","14","7.0","0","0","1","22.3","22.3","0.0%"
"7","Tarik Cohen (FA)","6","14","2.3","5","0","0","8","13","69","8.6","1","0","1","22.3","22.3","0.0%"
"8","Dion Lewis (FA)","13","91","7.0","36","2","0","6","6","64","10.7","0","0","1","21.5","21.5","2.0%"
"9","Kerryon Johnson (FA)","19","158","8.3","71","5","0","2","3","21","10.5","0","0","1","19.9","19.9","0.0%"
"10","Kenyan Drake (FA)","6","72","12.0","54","4","1","4","8","15","3.8","0","0","1","18.7","18.7","4.0%"
"11","T.J. Yeldon (FA)","12","28","2.3","6","0","0","5","7","40","8.0","1","0","1","17.8","17.8","0.0%"
"12","Lamar Miller (FA)","22","100","4.5","16","0","1","1","3","-1","-1.0","0","0","1","16.9","16.9","0.0%"
"13","Phillip Lindsay (IND)","14","90","6.4","28","2","1","1","1","6","6.0","0","0","1","16.6","16.6","1.0%"
"14","Tevin Coleman (NYJ)","11","50","4.5","30","2","1","2","2","32","16.0","0","0","1","16.2","16.2","0.0%"
"15","Kapri Bibbs (FA)","2","13","6.5","13","0","0","4","5","43","10.8","1","0","1","15.6","15.6","0.0%"
"16","Alvin Kamara (NO)","17","64","3.8","12","0","1","2","2","11","5.5","0","0","1","15.5","15.5","100.0%"
"17","Derrick Henry (TEN)","12","33","2.8","7","0","1","2","2","32","16.0","0","0","1","14.5","14.5","100.0%"
"18","Nick Chubb (CLE)","18","80","4.4","21","1","1","0","2","0","0","0","0","1","14.0","14.0","100.0%"
"19","Christian McCaffrey (CAR)","7","29","4.1","15","0","0","6","6","51","8.5","0","0","1","14.0","14.0","100.0%"
"20","Chris Ivory (FA)","16","81","5.1","21","2","0","3","6","25","8.3","0","0","1","13.6","13.6","0.0%"
"21","Marcus Murphy (FA)","4","53","13.3","30","2","0","5","6","17","3.4","0","0","1","12.0","12.0","0.0%"
"22","Spencer Ware (FA)","8","59","7.4","34","2","0","3","3","30","10.0","0","0","1","11.9","11.9","0.0%"
"23","Jordan Howard (FA)","12","39","3.3","6","0","1","1","1","9","9.0","0","0","1","11.8","11.8","0.0%"
"24","Austin Ekeler (LAC)","12","42","3.5","11","0","0","5","7","26","5.2","0","0","1","11.8","11.8","100.0%"
"25","Raheem Mostert (MIA)","7","59","8.4","16","0","0","4","4","19","4.8","0","0","1","11.8","11.8","36.0%"
"26","Adrian Peterson (FA)","24","99","4.1","23","2","0","1","2","8","8.0","0","0","1","11.7","11.7","4.0%"
"27","Trenton Cannon (TEN)","2","4","2.0","6","0","0","4","5","69","17.3","0","0","1","11.3","11.3","0.0%"
"28","LeGarrette Blount (FA)","10","50","5.0","13","0","1","0","0","0","0","0","0","1","11.0","11.0","0.0%"
"29","David Johnson (FA)","14","39","2.8","10","0","0","3","3","31","10.3","0","0","1","10.0","10.0","0.0%"
"30","Ronald Jones II (KC)","6","13","2.2","9","0","1","1","1","15","15.0","0","0","1","9.8","9.8","27.0%"
"31","Royce Freeman (HOU)","13","37","2.8","9","0","1","0","0","0","0","0","0","1","9.7","9.7","0.0%"
"32","Joe Mixon (CIN)","13","50","3.8","20","1","0","3","5","1","0.3","0","0","1","8.1","8.1","100.0%"
"33","Malcolm Brown (FA)","13","65","5.0","10","0","0","1","1","6","6.0","0","0","1","8.1","8.1","0.0%"
"34","Alex Collins (FA)","11","38","3.5","9","0","0","3","4","10","3.3","0","0","1","7.8","7.8","19.0%"
"35","Ito Smith (FA)","7","16","2.3","6","0","0","2","2","29","14.5","0","0","1","6.5","6.5","0.0%"
"36","Jordan Wilkins (FA)","6","46","7.7","18","0","0","1","1","8","8.0","0","0","1","6.4","6.4","0.0%"
"37","Mark Ingram II (NO)","12","32","2.7","8","0","0","2","2","10","5.0","0","0","1","6.2","6.2","16.0%"
"38","Ezekiel Elliott (DAL)","15","33","2.2","6","0","0","2","6","9","4.5","0","0","1","6.2","6.2","99.0%"
"39","Isaiah Crowell (FA)","11","29","2.6","10","0","0","1","3","21","21.0","0","0","1","6.0","6.0","0.0%"
"40","Duke Johnson Jr. (BUF)","1","-4","-4.0","0","0","0","4","4","23","5.8","0","0","1","5.9","5.9","0.0%"
"41","Wendell Smallwood (FA)","9","32","3.6","10","0","0","2","2","5","2.5","0","0","1","5.7","5.7","0.0%"
"42","Javorius Allen (FA)","3","3","1.0","2","0","0","3","3","21","7.0","0","0","1","5.4","5.4","0.0%"
"43","Nyheim Hines (IND)","5","47","9.4","18","0","0","1","2","-5","-5.0","0","0","1","5.2","5.2","62.0%"
"44","Chase Edmonds (MIA)","5","9","1.8","6","0","0","3","3","12","4.0","0","0","1","5.1","5.1","91.0%"
"45","Frank Gore (FA)","10","29","2.9","6","0","0","1","1","4","4.0","0","0","1","4.3","4.3","24.0%"
"46","Corey Clement (FA)","8","6","0.8","4","0","0","2","2","16","8.0","0","0","1","4.2","4.2","0.0%"
"47","Kenjon Barner (TB)","10","36","3.6","7","0","0","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"48","Bilal Powell (FA)","5","20","4.0","11","0","0","1","1","5","5.0","0","0","1","3.5","3.5","0.0%"
"49","Kyle Juszczyk (SF)","1","-5","-5.0","0","0","0","2","3","18","9.0","0","0","1","3.3","3.3","0.0%"
"50","Peyton Barber (FA)","11","30","2.7","12","0","0","0","2","0","0","0","0","1","3.0","3.0","1.0%"
"51","Jacquizz Rodgers (FA)","3","8","2.7","3","0","0","1","1","11","11.0","0","0","1","2.9","2.9","0.0%"
"52","Tyler Ervin (FA)","0","0","0","0","0","0","1","1","19","19.0","0","0","1","2.9","2.9","0.0%"
"53","Alfred Blue (FA)","8","28","3.5","7","0","0","0","0","0","0","0","0","1","2.8","2.8","0.0%"
"54","Ricky Ortiz (FA)","0","0","0","0","0","0","2","2","7","3.5","0","0","1","2.7","2.7","0.0%"
"55","Alfred Morris (FA)","9","25","2.8","6","0","0","0","1","0","0","0","0","1","2.5","2.5","0.0%"
"56","Sony Michel (MIA)","4","22","5.5","18","0","0","1","1","13","13.0","0","1","1","2.5","2.5","12.0%"
"57","Justin Jackson (DET)","2","3","1.5","2","0","0","1","1","11","11.0","0","0","1","2.4","2.4","0.0%"
"58","Ameer Abdullah (LV)","1","1","1.0","1","0","0","1","1","12","12.0","0","0","1","2.3","2.3","3.0%"
"59","Roc Thomas (FA)","1","23","23.0","23","1","0","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"60","Josh Adams (FA)","4","17","4.3","9","0","0","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"61","Tommy Bohanon (FA)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.5","1.5","0.0%"
"62","Jamaal Charles (FA)","1","2","2.0","2","0","0","1","1","2","2.0","0","0","1","1.4","1.4","0.0%"
"63","Mark Walton (FA)","4","10","2.5","3","0","0","0","0","0","0","0","0","1","1.0","1.0","2.0%"
"64","Devontae Booker (FA)","0","0","0","0","0","0","1","1","-1","-1.0","0","0","1","0.9","0.9","0.0%"
"65","Mike Boone (DEN)","4","4","1.0","9","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"66","Elijhaa Penny (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"67","David Fluellen (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"68","Samaje Perine (CIN)","2","2","1.0","7","0","0","0","0","0","0","0","0","1","0.2","0.2","5.0%"
"69","David Williams (FA)","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"70","LeSean McCoy (FA)","2","1","0.5","1","0","0","0","0","0","0","0","0","1","0.1","0.1","2.0%"
"71","Dontrell Hilliard (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.0%"
"72","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"73","Anthony Sherman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"74","Cordarrelle Patterson (ATL)","1","4","4.0","4","0","0","0","0","0","0","0","1","1","0.0","0.0","89.0%"
"75","Jamize Olawale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"76","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"77","C.J. Ham (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Wayne Gallman Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"79","Dwayne Washington (NO)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Derek Watt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Andy Janovich (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Kalen Ballage (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Patrick Ricard (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Detrez Newsome (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Gus Edwards (BAL)","2","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","22.0%"
"86","Buddy Howell (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Alex Armah Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Damien Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"89","Ryan Hewitt (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"90","Zach Line (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Patrick DiMarco (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Derrick Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","James Develin (FA)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"94","C.J. Anderson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"95","Benny Cunningham Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Rod Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Senorise Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Matt Breida (NYG)","5","15","3.0","7","0","0","0","0","0","0","0","1","1","-0.5","-0.5","1.0%"
""
""
