"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","David Johnson (FA)","21","98","4.7","11","0","1","7","9","85","12.1","1","0","1","37.3","37.3","0.0%"
"2","Christian McCaffrey (CAR)","14","77","5.5","21","1","1","5","5","61","12.2","2","0","1","36.8","36.8","100.0%"
"3","Ezekiel Elliott (DAL)","19","151","7.9","35","4","1","6","7","36","6.0","1","0","1","36.7","36.7","99.0%"
"4","Nick Chubb (CLE)","20","176","8.8","92","5","1","3","3","33","11.0","1","0","1","35.9","35.9","100.0%"
"5","Aaron Jones (GB)","15","145","9.7","67","4","2","3","5","27","9.0","0","0","1","32.2","32.2","100.0%"
"6","Matt Breida (NYG)","17","101","5.9","23","2","1","3","4","31","10.3","1","0","1","28.2","28.2","1.0%"
"7","Leonard Fournette (TB)","24","53","2.2","11","0","1","5","5","56","11.2","1","0","1","27.9","27.9","100.0%"
"8","Melvin Gordon III (DEN)","18","93","5.2","15","0","0","5","6","72","14.4","1","0","1","27.5","27.5","88.0%"
"9","Alvin Kamara (NO)","12","56","4.7","14","0","2","4","5","46","11.5","0","0","1","26.2","26.2","100.0%"
"10","Mark Ingram II (NO)","13","104","8.0","33","2","0","3","3","58","19.3","1","0","1","25.2","25.2","16.0%"
"11","Todd Gurley II (FA)","16","120","7.5","17","0","1","3","4","40","13.3","0","0","1","25.0","25.0","0.0%"
"12","Kerryon Johnson (FA)","14","51","3.6","10","0","1","6","6","38","6.3","1","1","1","24.9","24.9","0.0%"
"13","LeSean McCoy (FA)","26","113","4.3","28","2","2","1","1","5","5.0","0","0","1","24.8","24.8","2.0%"
"14","Mike Davis (BAL)","11","58","5.3","12","0","0","4","6","22","5.5","1","0","1","18.0","18.0","13.0%"
"15","Derrick Henry (TEN)","11","58","5.3","14","0","2","0","0","0","0","0","0","1","17.8","17.8","100.0%"
"16","Rashaad Penny (SEA)","12","108","9.0","38","3","1","0","0","0","0","0","0","1","16.8","16.8","90.0%"
"17","Tarik Cohen (FA)","7","15","2.1","5","0","1","6","7","29","4.8","0","0","1","16.4","16.4","0.0%"
"18","Jacquizz Rodgers (FA)","1","0","0.0","0","0","0","8","8","102","12.8","0","1","1","16.2","16.2","0.0%"
"19","Duke Johnson Jr. (BUF)","3","15","5.0","9","0","0","4","4","31","7.8","1","0","1","14.6","14.6","0.0%"
"20","James Conner (ARI)","13","65","5.0","15","0","1","1","1","8","8.0","0","0","1","14.3","14.3","99.0%"
"21","Saquon Barkley (NYG)","20","67","3.4","18","0","0","4","5","33","8.3","0","0","1","14.0","14.0","100.0%"
"22","Frank Gore (FA)","13","90","6.9","39","2","0","2","3","12","6.0","0","0","1","12.2","12.2","24.0%"
"23","Doug Martin (FA)","15","61","4.1","16","0","0","3","3","31","10.3","0","0","1","12.2","12.2","0.0%"
"24","Theo Riddick (FA)","0","0","0","0","0","0","6","7","60","10.0","0","0","1","12.0","12.0","0.0%"
"25","Jaylen Samuels (FA)","5","7","1.4","5","0","0","3","4","22","7.3","1","0","1","11.9","11.9","0.0%"
"26","Isaiah Crowell (FA)","7","19","2.7","18","0","1","2","2","18","9.0","0","0","1","11.7","11.7","0.0%"
"27","Kareem Hunt (CLE)","16","71","4.4","18","0","0","2","2","25","12.5","0","0","1","11.6","11.6","89.0%"
"28","T.J. Yeldon (FA)","3","12","4.0","9","0","0","5","6","51","10.2","0","0","1","11.3","11.3","0.0%"
"29","Jalen Richard (FA)","3","7","2.3","6","0","0","5","6","52","10.4","0","0","1","10.9","10.9","1.0%"
"30","Joe Mixon (CIN)","11","61","5.5","14","0","0","2","2","24","12.0","0","0","1","10.5","10.5","100.0%"
"31","Tevin Coleman (NYJ)","11","44","4.0","18","0","0","3","5","19","6.3","0","0","1","9.3","9.3","0.0%"
"32","Adrian Peterson (FA)","19","68","3.6","18","0","0","2","2","1","0.5","0","0","1","8.9","8.9","4.0%"
"33","Dion Lewis (FA)","20","57","2.9","12","0","0","2","2","11","5.5","0","0","1","8.8","8.8","2.0%"
"34","Elijah McGuire (FA)","6","30","5.0","13","0","0","3","6","27","9.0","0","0","1","8.7","8.7","0.0%"
"35","Spencer Ware (FA)","2","6","3.0","3","0","1","1","1","7","7.0","0","0","1","8.3","8.3","0.0%"
"36","Marlon Mack (HOU)","12","29","2.4","7","0","0","2","2","9","4.5","0","0","1","7.8","7.8","29.0%"
"37","James White (FA)","1","-5","-5.0","0","0","0","5","8","31","6.2","0","0","1","7.6","7.6","1.0%"
"38","Peyton Barber (FA)","13","61","4.7","14","0","0","1","1","5","5.0","0","0","1","7.6","7.6","1.0%"
"39","Marcus Murphy (FA)","14","69","4.9","17","0","0","0","0","0","0","0","0","1","6.9","6.9","0.0%"
"40","Ito Smith (FA)","4","11","2.8","4","0","0","4","5","15","3.8","0","0","1","6.6","6.6","0.0%"
"41","Wendell Smallwood (FA)","2","4","2.0","3","0","0","3","3","30","10.0","0","0","1","6.4","6.4","0.0%"
"42","James Develin (FA)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"43","Kapri Bibbs (FA)","3","28","9.3","15","0","0","2","4","13","6.5","0","0","1","6.1","6.1","0.0%"
"44","Kenyan Drake (FA)","8","27","3.4","6","0","0","2","2","11","5.5","0","0","1","5.8","5.8","4.0%"
"45","Giovani Bernard (TB)","2","6","3.0","4","0","0","2","3","30","15.0","0","0","1","5.6","5.6","0.0%"
"46","Jordan Wilkins (FA)","1","53","53.0","53","4","0","0","0","0","0","0","0","1","5.3","5.3","0.0%"
"47","Nyheim Hines (IND)","3","3","1.0","2","0","0","3","4","19","6.3","0","0","1","5.2","5.2","62.0%"
"48","Dwayne Washington (NO)","11","47","4.3","20","1","0","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"49","Josh Adams (FA)","7","47","6.7","29","1","0","0","0","0","0","0","0","1","4.7","4.7","0.0%"
"50","Trenton Cannon (TEN)","4","30","7.5","21","1","0","1","4","5","5.0","0","0","1","4.5","4.5","0.0%"
"51","Jordan Howard (FA)","11","21","1.9","9","0","0","1","1","11","11.0","0","0","1","4.2","4.2","0.0%"
"52","Roosevelt Nix (FA)","0","0","0","0","0","0","2","2","17","8.5","0","0","1","3.7","3.7","0.0%"
"53","T.J. Logan (FA)","0","0","0","0","0","0","2","2","14","7.0","0","0","1","3.4","3.4","0.0%"
"54","Kyle Juszczyk (SF)","1","3","3.0","3","0","0","2","2","10","5.0","0","0","1","3.3","3.3","0.0%"
"55","Elijhaa Penny (FA)","0","0","0","0","0","0","2","2","12","6.0","0","0","1","3.2","3.2","0.0%"
"56","Rod Smith (FA)","2","8","4.0","6","0","0","1","1","14","14.0","0","0","1","3.2","3.2","0.0%"
"57","Sony Michel (MIA)","11","31","2.8","7","0","0","0","0","0","0","0","0","1","3.1","3.1","12.0%"
"58","Stevan Ridley (FA)","8","26","3.3","9","0","0","0","1","0","0","0","0","1","2.6","2.6","0.0%"
"59","Malcolm Brown (FA)","0","0","0","0","0","0","1","1","10","10.0","0","0","1","2.0","2.0","0.0%"
"60","Alfred Morris (FA)","9","19","2.1","5","0","0","0","1","0","0","0","0","1","1.9","1.9","0.0%"
"61","Austin Ekeler (LAC)","3","19","6.3","9","0","0","0","0","0","0","0","0","1","1.9","1.9","100.0%"
"62","Corey Clement (FA)","5","13","2.6","11","0","0","1","2","-5","-5.0","0","0","1","1.8","1.8","0.0%"
"63","Kalen Ballage (FA)","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.0%"
"64","Tommy Bohanon (FA)","0","0","0","0","0","0","1","1","5","5.0","0","0","1","1.5","1.5","0.0%"
"65","David Fluellen (FA)","3","14","4.7","13","0","0","0","0","0","0","0","0","1","1.4","1.4","0.0%"
"66","Zach Line (FA)","2","13","6.5","9","0","0","0","1","0","0","0","0","1","1.3","1.3","0.0%"
"67","Shaun Wilson (FA)","2","7","3.5","4","0","0","1","3","-4","-4.0","0","0","1","1.3","1.3","0.0%"
"68","Zach Zenner (FA)","1","12","12.0","12","0","0","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"69","Anthony Sherman (FA)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"70","Chase Edmonds (MIA)","2","7","3.5","5","0","0","0","0","0","0","0","0","1","0.7","0.7","91.0%"
"71","Carlos Hyde (FA)","3","5","1.7","3","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"72","LeGarrette Blount (FA)","6","4","0.7","5","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"73","Jamaal Williams (DET)","3","3","1.0","2","0","0","0","0","0","0","0","0","1","0.3","0.3","39.0%"
"74","Alex Armah Jr. (FA)","2","3","1.5","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"75","Wayne Gallman Jr. (FA)","2","3","1.5","2","0","0","0","1","0","0","0","0","1","0.3","0.3","0.0%"
"76","Derek Watt (PIT)","2","2","1.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"77","Nick Bellore (SEA)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Cordarrelle Patterson (ATL)","4","11","2.8","9","0","0","0","0","0","0","0","0","1","0.0","0.0","89.0%"
"79","Jamize Olawale (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"80","Brandon Bolden (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"81","Tra Carson (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Brian Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Samaje Perine (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","5.0%"
"84","Tre Madden (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","DeAndre Washington (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.0%"
"86","Mark Walton (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"87","Justin Jackson (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"89","Darrel Williams (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","11.0%"
"90","Matt Dayes (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"91","Taquan Mizzell (NYG)","1","0","0.0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Justin Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"93","Damien Williams (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"94","Patrick DiMarco (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"95","Derrick Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Benny Cunningham Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Keith Smith (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Michael Burton (KC)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"99","Senorise Perry (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","C.J. Anderson (FA)","2","-1","-0.5","3","0","0","0","0","0","0","0","0","1","-0.1","-0.1","1.0%"
