"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","James Conner (ARI)","24","146","6.1","30","3","2","5","6","66","13.2","0","0","1","38.2","38.2","99.0%"
"2","Todd Gurley II (FA)","25","114","4.6","23","1","0","6","7","81","13.5","1","0","1","33.5","33.5","0.0%"
"3","Marlon Mack (HOU)","25","132","5.3","49","3","2","2","4","17","8.5","0","0","1","28.9","28.9","29.0%"
"4","Joe Mixon (CIN)","21","123","5.9","43","3","2","3","4","15","5.0","0","0","1","28.8","28.8","100.0%"
"5","Adrian Peterson (FA)","26","149","5.7","64","4","1","1","1","7","7.0","1","1","1","26.6","26.6","4.0%"
"6","Alvin Kamara (NO)","13","45","3.5","17","0","1","7","8","31","4.4","1","0","1","26.6","26.6","100.0%"
"7","James White (FA)","8","15","1.9","5","0","1","10","13","79","7.9","0","0","1","25.4","25.4","1.0%"
"8","Kenyan Drake (FA)","12","58","4.8","12","0","1","2","2","37","18.5","1","0","1","23.5","23.5","4.0%"
"9","Christian McCaffrey (CAR)","14","45","3.2","12","0","1","4","6","11","2.8","1","0","1","21.6","21.6","100.0%"
"10","Latavius Murray (FA)","13","56","4.3","12","0","1","5","6","39","7.8","0","0","1","20.5","20.5","0.0%"
"11","Chris Carson (FA)","25","105","4.2","12","0","1","2","2","19","9.5","0","0","1","20.4","20.4","1.0%"
"12","Phillip Lindsay (IND)","18","95","5.3","14","0","1","3","3","17","5.7","0","0","1","20.2","20.2","1.0%"
"13","Saquon Barkley (NYG)","13","38","2.9","9","0","0","9","10","73","8.1","0","0","1","20.1","20.1","100.0%"
"14","Kareem Hunt (CLE)","16","50","3.1","11","0","0","5","6","36","7.2","1","0","1","19.6","19.6","89.0%"
"15","Lamar Miller (FA)","18","133","7.4","58","4","1","0","2","0","0","0","0","1","19.3","19.3","0.0%"
"16","Tarik Cohen (FA)","5","40","8.0","21","1","0","1","3","70","70.0","1","0","1","18.0","18.0","0.0%"
"17","Aaron Jones (GB)","12","86","7.2","33","2","1","2","2","0","0.0","0","0","1","16.6","16.6","100.0%"
"18","T.J. Yeldon (FA)","2","7","3.5","4","0","0","7","9","83","11.9","0","0","1","16.0","16.0","0.0%"
"19","LeSean McCoy (FA)","12","13","1.1","12","0","0","6","8","82","13.7","0","0","1","15.5","15.5","2.0%"
"20","Kerryon Johnson (FA)","8","22","2.8","7","0","0","6","8","69","11.5","0","0","1","15.1","15.1","0.0%"
"21","Wendell Smallwood (FA)","8","24","3.0","10","0","0","2","3","42","21.0","1","0","1","14.6","14.6","0.0%"
"22","Peyton Barber (FA)","19","85","4.5","16","0","1","0","0","0","0","0","0","1","14.5","14.5","1.0%"
"23","Jalen Richard (FA)","2","14","7.0","13","0","0","8","8","50","6.3","0","0","1","14.4","14.4","1.0%"
"24","Jordan Howard (FA)","22","81","3.7","24","1","1","0","1","0","0","0","0","1","14.1","14.1","0.0%"
"25","Devontae Booker (FA)","9","78","8.7","26","1","0","4","4","23","5.8","0","0","1","14.1","14.1","0.0%"
"26","David Johnson (FA)","16","59","3.7","13","0","0","4","4","41","10.3","0","0","1","14.0","14.0","0.0%"
"27","Alex Collins (FA)","11","49","4.5","15","0","1","2","2","14","7.0","0","1","1","12.3","12.3","19.0%"
"28","Mark Ingram II (NO)","13","63","4.8","11","0","0","3","3","29","9.7","0","0","1","12.2","12.2","16.0%"
