"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Todd Gurley II (FA)","12","48","4.0","21","1","2","10","13","76","7.6","0","0","1","34.4","34.4","0.0%"
"2","Damien Williams (ATL)","10","49","4.9","22","1","2","6","6","74","12.3","0","0","1","30.3","30.3","1.0%"
"3","Derrick Henry (TEN)","33","170","5.2","22","1","2","1","1","0","0.0","0","0","1","30.2","30.2","100.0%"
"4","Dalvin Cook (MIN)","19","136","7.2","26","2","2","1","2","27","27.0","0","0","1","29.3","29.3","100.0%"
"5","Joe Mixon (CIN)","27","129","4.8","47","3","2","2","4","1","0.5","0","0","1","27.0","27.0","100.0%"
"6","Chris Carson (FA)","22","119","5.4","26","3","1","6","6","29","4.8","0","0","1","26.8","26.8","1.0%"
"7","Christian McCaffrey (CAR)","15","53","3.5","9","0","0","8","11","67","8.4","0","0","1","26.0","26.0","100.0%"
"8","Marlon Mack (HOU)","27","139","5.1","21","1","2","1","1","10","10.0","0","1","1","25.9","25.9","29.0%"
"9","Alvin Kamara (NO)","14","67","4.8","16","0","1","7","9","36","5.1","0","0","1","23.3","23.3","100.0%"
"10","Tevin Coleman (NYJ)","11","145","13.2","65","8","1","0","1","0","0","0","0","1","20.5","20.5","0.0%"
"11","Ezekiel Elliott (DAL)","18","87","4.8","24","1","0","7","8","41","5.9","0","0","1","19.8","19.8","99.0%"
"12","Wendell Smallwood (FA)","10","48","4.8","11","0","2","2","2","9","4.5","0","0","1","19.7","19.7","0.0%"
"13","Jamaal Williams (DET)","12","55","4.6","20","1","1","4","5","42","10.5","0","0","1","19.7","19.7","39.0%"
"14","Jaylen Samuels (FA)","19","142","7.5","25","1","0","2","2","30","15.0","0","0","1","19.2","19.2","0.0%"
"15","Kalen Ballage (FA)","12","123","10.3","75","4","1","1","1","-2","-2.0","0","0","1","19.1","19.1","0.0%"
"16","David Johnson (FA)","11","33","3.0","10","0","1","3","6","68","22.7","0","0","1","19.1","19.1","0.0%"
"17","Justin Jackson (DET)","16","58","3.6","9","0","1","3","4","27","9.0","0","0","1","17.5","17.5","0.0%"
"18","Peyton Barber (FA)","19","85","4.5","15","0","1","2","2","4","2.0","0","0","1","16.9","16.9","1.0%"
"19","Gus Edwards (BAL)","19","104","5.5","26","1","1","0","0","0","0","0","0","1","16.4","16.4","22.0%"
"20","Mike Davis (BAL)","5","21","4.2","6","0","0","8","8","63","7.9","0","0","1","16.4","16.4","13.0%"
"21","Matt Breida (NYG)","17","50","2.9","8","0","0","5","5","46","9.2","0","0","1","14.6","14.6","1.0%"
"22","Jordan Howard (FA)","19","60","3.2","9","0","1","1","1","15","15.0","0","0","1","14.5","14.5","0.0%"
"23","Tarik Cohen (FA)","5","24","4.8","22","1","0","5","6","31","6.2","1","1","1","14.5","14.5","0.0%"
"24","Elijah McGuire (FA)","18","42","2.3","14","0","1","3","4","29","9.7","0","1","1","14.1","14.1","0.0%"
"25","Zach Zenner (FA)","10","45","4.5","17","0","1","3","4","0","0.0","0","0","1","13.5","13.5","0.0%"
"26","Latavius Murray (FA)","15","68","4.5","18","0","1","0","0","0","0","0","0","1","12.8","12.8","0.0%"
"27","Darrel Williams (ARI)","2","13","6.5","8","0","0","2","2","19","9.5","1","0","1","11.2","11.2","11.0%"
"28","Jalen Richard (FA)","4","9","2.3","5","0","0","5","6","67","13.4","0","1","1","10.6","10.6","1.0%"
"29","Nyheim Hines (IND)","6","19","3.2","8","0","0","4","6","45","11.3","0","0","1","10.4","10.4","62.0%"
"30","Nick Chubb (CLE)","20","100","5.0","40","3","0","0","1","0","0","0","0","1","10.0","10.0","100.0%"
"31","Saquon Barkley (NYG)","14","31","2.2","17","0","0","4","10","25","6.3","0","0","1","9.6","9.6","100.0%"
"32","Leonard Fournette (TB)","11","46","4.2","25","1","0","3","4","18","6.0","0","0","1","9.4","9.4","100.0%"
"33","Mark Ingram II (NO)","12","63","5.3","22","1","0","2","2","11","5.5","0","0","1","9.4","9.4","16.0%"
"34","Duke Johnson Jr. (BUF)","4","28","7.0","15","0","0","4","5","25","6.3","0","0","1","9.3","9.3","0.0%"
"35","Adrian Peterson (FA)","19","51","2.7","15","0","0","2","3","20","10.0","0","0","1","9.1","9.1","4.0%"
"36","Josh Adams (FA)","15","28","1.9","8","0","1","0","1","0","0","0","0","1","8.8","8.8","0.0%"
"37","James White (FA)","2","12","6.0","6","0","0","5","7","25","5.0","0","0","1","8.7","8.7","1.0%"
"38","Phillip Lindsay (IND)","14","24","1.7","11","0","0","4","6","20","5.0","0","0","1","8.4","8.4","1.0%"
"39","Theo Riddick (FA)","8","47","5.9","19","0","0","2","3","9","4.5","0","0","1","7.6","7.6","0.0%"
"40","Darren Sproles (FA)","3","30","10.0","17","0","0","3","4","16","5.3","0","0","1","7.6","7.6","0.0%"
"41","Dion Lewis (FA)","7","35","5.0","17","0","0","3","3","9","3.0","0","0","1","7.4","7.4","2.0%"
"42","Rex Burkhead (HOU)","4","25","6.3","10","0","0","3","3","18","6.0","0","0","1","7.3","7.3","2.0%"
"43","Detrez Newsome (FA)","6","34","5.7","16","0","0","2","2","19","9.5","0","0","1","7.3","7.3","0.0%"
"44","Trenton Cannon (TEN)","7","13","1.9","8","0","0","3","4","24","8.0","0","0","1","6.7","6.7","0.0%"
