"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Derrick Henry (TEN)","17","238","14.0","99","8","4","0","0","0","0","0","0","1","47.8","47.8","100.0%"
"2","Ezekiel Elliott (DAL)","28","113","4.0","20","1","0","12","13","79","6.6","0","0","1","31.2","31.2","99.0%"
"3","Saquon Barkley (NYG)","14","170","12.1","78","8","1","4","5","27","6.8","0","0","1","29.7","29.7","100.0%"
"4","Christian McCaffrey (CAR)","16","63","3.9","25","1","2","6","7","38","6.3","0","0","1","28.1","28.1","100.0%"
"5","Joe Mixon (CIN)","26","111","4.3","19","0","1","5","6","27","5.4","0","0","1","24.8","24.8","100.0%"
"6","Aaron Jones (GB)","17","78","4.6","29","1","1","3","3","28","9.3","0","0","1","19.6","19.6","100.0%"
"7","Dalvin Cook (MIN)","13","55","4.2","13","0","0","5","7","28","5.6","1","0","1","19.3","19.3","100.0%"
"8","Brandon Bolden (LV)","2","60","30.0","54","4","2","1","1","0","0.0","0","0","1","19.0","19.0","0.0%"
"9","Damien Williams (ATL)","8","14","1.8","5","0","1","4","5","16","4.0","1","0","1","19.0","19.0","1.0%"
"10","Nick Chubb (CLE)","13","66","5.1","29","1","1","4","6","17","4.3","0","0","1","18.3","18.3","100.0%"
"11","Spencer Ware (FA)","15","75","5.0","13","0","0","5","5","54","10.8","0","0","1","17.9","17.9","0.0%"
"12","Austin Ekeler (LAC)","15","66","4.4","18","0","1","2","5","28","14.0","0","0","1","17.4","17.4","100.0%"
"13","Elijah McGuire (FA)","17","60","3.5","34","2","1","3","4","23","7.7","0","0","1","17.3","17.3","0.0%"
"14","Lamar Miller (FA)","14","33","2.4","13","0","1","5","6","19","3.8","0","0","1","16.2","16.2","0.0%"
"15","Jaylen Samuels (FA)","11","28","2.5","9","0","0","7","7","64","9.1","0","0","1","16.2","16.2","0.0%"
"16","Alvin Kamara (NO)","12","51","4.3","12","0","0","5","6","36","7.2","0","0","1","15.7","15.7","100.0%"
"17","Phillip Lindsay (IND)","14","30","2.1","5","0","1","4","7","21","5.3","0","0","1","15.1","15.1","1.0%"
"18","Chris Carson (FA)","22","90","4.1","11","0","1","0","0","0","0","0","0","1","15.0","15.0","1.0%"
"19","Kenneth Dixon (FA)","8","59","7.4","15","0","1","1","1","21","21.0","0","0","1","15.0","15.0","0.0%"
"20","Kenyan Drake (FA)","6","24","4.0","11","0","0","1","1","55","55.0","1","0","1","14.9","14.9","4.0%"
"21","David Johnson (FA)","15","49","3.3","10","0","0","8","10","12","1.5","0","0","1","14.1","14.1","0.0%"
"22","Tarik Cohen (FA)","9","69","7.7","32","3","0","4","4","20","5.0","0","0","1","12.9","12.9","0.0%"
"23","Frank Gore (FA)","12","92","7.7","36","2","0","1","1","24","24.0","0","0","1","12.6","12.6","24.0%"
"24","Darren Sproles (FA)","1","2","2.0","2","0","0","3","3","34","11.3","1","0","1","12.6","12.6","0.0%"
"25","Mark Ingram II (NO)","13","52","4.0","17","0","1","1","3","1","1.0","0","0","1","12.3","12.3","16.0%"
"26","Zach Zenner (FA)","12","54","4.5","14","0","1","0","0","0","0","0","0","1","11.4","11.4","0.0%"
"27","Jordan Howard (FA)","19","101","5.3","21","1","0","1","1","2","2.0","0","0","1","11.3","11.3","0.0%"
"28","Jeff Wilson Jr. (SF)","23","90","3.9","11","0","0","1","2","6","6.0","0","0","1","10.6","10.6","3.0%"
"29","Ito Smith (FA)","11","60","5.5","17","0","0","3","4","14","4.7","0","0","1","10.4","10.4","0.0%"
"30","Dion Lewis (FA)","10","13","1.3","5","0","0","5","5","39","7.8","0","0","1","10.2","10.2","2.0%"
"31","Theo Riddick (FA)","6","28","4.7","9","0","0","4","4","30","7.5","0","0","1","9.8","9.8","0.0%"
"32","Jacquizz Rodgers (FA)","4","16","4.0","9","0","0","4","5","38","9.5","0","0","1","9.4","9.4","0.0%"
"33","Marlon Mack (HOU)","14","33","2.4","7","0","1","0","1","0","0","0","0","1","9.3","9.3","29.0%"
"34","Doug Martin (FA)","16","32","2.0","9","0","1","0","0","0","0","0","0","1","9.2","9.2","0.0%"
"35","Todd Gurley II (FA)","11","28","2.5","12","0","0","3","7","30","10.0","0","0","1","8.8","8.8","0.0%"
"36","Alfred Blue (FA)","6","21","3.5","11","0","1","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"37","Trenton Cannon (TEN)","5","3","0.6","4","0","1","1","1","4","4.0","0","0","1","7.7","7.7","0.0%"
"38","Zach Line (FA)","1","4","4.0","4","0","0","1","1","1","1.0","1","0","1","7.5","7.5","0.0%"
"39","Chris Thompson (FA)","3","23","7.7","12","0","0","3","5","15","5.0","0","0","1","6.8","6.8","0.0%"
"40","Gus Edwards (BAL)","16","67","4.2","11","0","0","0","0","0","0","0","0","1","6.7","6.7","22.0%"
"41","Stevan Ridley (FA)","5","4","0.8","2","0","1","0","0","0","0","0","0","1","6.4","6.4","0.0%"
"42","Rod Smith (FA)","4","27","6.8","14","0","0","2","2","16","8.0","0","0","1","6.3","6.3","0.0%"
"43","James Develin (FA)","1","2","2.0","2","0","1","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"44","Leonard Fournette (TB)","14","36","2.6","7","0","0","2","3","5","2.5","0","0","1","6.1","6.1","100.0%"
"45","Sony Michel (MIA)","20","57","2.9","9","0","0","0","0","0","0","0","0","1","5.7","5.7","12.0%"
"46","Justin Jackson (DET)","7","12","1.7","3","0","0","2","2","23","11.5","0","0","1","5.5","5.5","0.0%"
"47","Peyton Barber (FA)","14","42","3.0","13","0","0","1","2","2","2.0","0","0","1","5.4","5.4","1.0%"
"48","LeGarrette Blount (FA)","12","33","2.8","14","0","0","2","3","18","9.0","0","1","1","5.1","5.1","0.0%"
"49","Tevin Coleman (NYJ)","10","45","4.5","13","0","0","1","1","-4","-4.0","0","0","1","5.1","5.1","0.0%"
"50","James White (FA)","4","13","3.3","11","0","0","2","4","15","7.5","0","0","1","4.8","4.8","1.0%"
"51","Nyheim Hines (IND)","3","1","0.3","2","0","0","3","5","16","5.3","0","0","1","4.7","4.7","62.0%"
"52","Byron Marshall (FA)","1","4","4.0","4","0","0","3","3","13","4.3","0","0","1","4.7","4.7","0.0%"
"53","Elijhaa Penny (FA)","5","21","4.2","8","0","0","1","1","16","16.0","0","0","1","4.7","4.7","0.0%"
"54","Rashaad Penny (SEA)","8","44","5.5","17","0","0","0","0","0","0","0","0","1","4.4","4.4","90.0%"
"55","Chris Ivory (FA)","12","42","3.5","15","0","0","0","1","0","0","0","0","1","4.2","4.2","0.0%"
"56","Kyle Juszczyk (SF)","0","0","0","0","0","0","2","3","21","10.5","0","0","1","4.1","4.1","0.0%"
"57","Giovani Bernard (TB)","3","7","2.3","6","0","0","2","2","13","6.5","0","0","1","4.0","4.0","0.0%"
"58","Dontrell Hilliard (TEN)","0","0","0","0","0","0","2","2","20","10.0","0","0","1","4.0","4.0","3.0%"
"59","Jalen Richard (FA)","8","24","3.0","8","0","0","1","1","5","5.0","0","0","1","3.9","3.9","1.0%"
"60","Wayne Gallman Jr. (FA)","14","38","2.7","6","0","0","0","2","0","0","0","0","1","3.8","3.8","0.0%"
"61","Mike Davis (BAL)","3","22","7.3","13","0","0","1","1","5","5.0","0","0","1","3.7","3.7","13.0%"
"62","Josh Adams (FA)","7","36","5.1","24","1","0","0","0","0","0","0","0","1","3.6","3.6","0.0%"
"63","Royce Freeman (HOU)","6","36","6.0","23","1","0","0","1","0","0","0","0","1","3.6","3.6","0.0%"
"64","Devontae Booker (FA)","0","0","0","0","0","0","2","2","11","5.5","0","0","1","3.1","3.1","0.0%"
"65","Adrian Peterson (FA)","10","16","1.6","12","0","0","1","1","3","3.0","0","0","1","2.9","2.9","4.0%"
"66","Marcus Murphy (FA)","4","10","2.5","6","0","0","1","1","8","8.0","0","0","1","2.8","2.8","0.0%"
"67","T.J. Yeldon (FA)","1","7","7.0","7","0","0","1","1","10","10.0","0","0","1","2.7","2.7","0.0%"
"68","Justin Davis (FA)","1","19","19.0","19","0","0","0","0","0","0","0","0","1","1.9","1.9","0.0%"
"69","Darrel Williams (ARI)","0","0","0","0","0","0","1","1","8","8.0","0","0","1","1.8","1.8","11.0%"
"70","Alfred Morris (FA)","2","4","2.0","4","0","0","1","1","3","3.0","0","0","1","1.7","1.7","0.0%"
"71","Jamaal Williams (DET)","4","17","4.3","9","0","0","0","1","0","0","0","0","1","1.7","1.7","39.0%"
"72","Isaiah Crowell (FA)","2","5","2.5","5","0","0","1","1","2","2.0","0","0","1","1.7","1.7","0.0%"
"73","Rex Burkhead (HOU)","4","2","0.5","3","0","0","1","2","3","3.0","0","0","1","1.5","1.5","2.0%"
"74","Chase Edmonds (MIA)","3","14","4.7","8","0","0","0","0","0","0","0","0","1","1.4","1.4","91.0%"
"75","Derek Watt (PIT)","0","0","0","0","0","0","1","1","2","2.0","0","0","1","1.2","1.2","0.0%"
"76","Ty Montgomery (NE)","2","1","0.5","1","0","0","1","3","1","1.0","0","0","1","1.2","1.2","1.0%"
"77","Carlos Hyde (FA)","0","0","0","0","0","0","1","1","-3","-3.0","0","0","1","0.7","0.7","0.0%"
"78","Cameron Artis-Payne (FA)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"79","Brian Hill (FA)","1","5","5.0","5","0","0","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"80","Latavius Murray (FA)","3","4","1.3","2","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"81","Andy Janovich (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"82","Wendell Smallwood (FA)","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"83","Anthony Sherman (FA)","1","2","2.0","2","0","0","0","1","0","0","0","0","1","0.2","0.2","0.0%"
"84","Taquan Mizzell (NYG)","1","1","1.0","1","0","0","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"85","LeSean McCoy (FA)","2","1","0.5","1","0","0","0","1","0","0","0","0","1","0.1","0.1","2.0%"
"86","Nick Bellore (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Cordarrelle Patterson (ATL)","0","0","0","0","0","0","2","3","51","25.5","1","0","1","0.0","0.0","89.0%"
"88","Kenjon Barner (TB)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
