"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","8","29","3.6","10","0","2","9","12","112","12.4","1","0","1","43.1","43.1","100.0%"
"2","James Conner (ARI)","31","132","4.3","22","1","2","5","6","57","11.4","0","1","1","33.9","33.9","99.0%"
"3","Melvin Gordon III (DEN)","15","64","4.3","18","0","0","9","13","102","11.3","0","0","1","27.6","27.6","88.0%"
"4","Joe Mixon (CIN)","17","95","5.6","27","1","1","5","7","54","10.8","0","0","1","25.9","25.9","100.0%"
"5","Chris Thompson (FA)","5","65","13.0","16","0","0","6","7","63","10.5","1","0","1","24.8","24.8","0.0%"
"6","Todd Gurley II (FA)","20","108","5.4","23","1","0","3","5","39","13.0","1","0","1","23.7","23.7","0.0%"
"7","Austin Ekeler (LAC)","5","39","7.8","10","0","0","5","5","87","17.4","1","0","1","23.6","23.6","100.0%"
"8","Adrian Peterson (FA)","26","96","3.7","17","0","1","2","3","70","35.0","0","1","1","22.6","22.6","4.0%"
"9","Isaiah Crowell (FA)","10","102","10.2","62","4","2","0","0","0","0","0","0","1","22.2","22.2","0.0%"
"10","Dion Lewis (FA)","16","75","4.7","26","1","1","5","8","35","7.0","0","0","1","22.0","22.0","2.0%"
"11","Saquon Barkley (NYG)","18","106","5.9","68","4","1","2","6","22","11.0","0","0","1","20.8","20.8","100.0%"
"12","Jay Ajayi (FA)","15","62","4.1","11","0","2","0","0","0","0","0","0","1","20.2","20.2","7.0%"
"13","Phillip Lindsay (IND)","15","71","4.7","14","0","0","2","3","31","15.5","1","0","1","18.2","18.2","1.0%"
"14","David Johnson (FA)","9","37","4.1","11","0","1","5","9","30","6.0","0","0","1","17.7","17.7","0.0%"
"15","Ezekiel Elliott (DAL)","15","69","4.6","17","0","1","3","4","17","5.7","0","0","1","17.6","17.6","99.0%"
"16","Jalen Richard (FA)","5","24","4.8","9","0","0","9","11","55","6.1","0","0","1","16.9","16.9","1.0%"
"17","T.J. Yeldon (FA)","14","51","3.6","15","0","0","3","7","18","6.0","1","0","1","15.9","15.9","0.0%"
"18","Jordan Howard (FA)","15","82","5.5","16","0","0","5","5","25","5.0","0","0","1","15.7","15.7","0.0%"
"19","James White (FA)","5","18","3.6","11","0","0","4","9","38","9.5","1","0","1","15.6","15.6","1.0%"
