"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","19","82","4.3","17","0","2","4","5","34","8.5","1","0","1","33.6","33.6","100.0%"
"2","Kareem Hunt (CLE)","17","91","5.4","25","1","2","1","2","50","50.0","1","0","1","33.1","33.1","89.0%"
"3","Christian McCaffrey (CAR)","17","79","4.6","35","2","2","5","6","78","15.6","0","0","1","32.7","32.7","100.0%"
"4","Tevin Coleman (NYJ)","13","88","6.8","16","0","0","5","7","68","13.6","2","0","1","32.6","32.6","0.0%"
"5","Duke Johnson Jr. (BUF)","1","8","8.0","8","0","0","9","9","78","8.7","2","0","1","29.6","29.6","0.0%"
"6","James Conner (ARI)","24","107","4.5","25","1","0","7","9","56","8.0","1","0","1","29.3","29.3","99.0%"
"7","James White (FA)","12","31","2.6","8","0","2","6","7","72","12.0","0","0","1","28.3","28.3","1.0%"
"8","Dion Lewis (FA)","19","62","3.3","13","0","0","4","4","60","15.0","1","0","1","22.2","22.2","2.0%"
"9","Todd Gurley II (FA)","13","68","5.2","24","1","1","6","7","11","1.8","0","0","1","19.9","19.9","0.0%"
"10","Melvin Gordon III (DEN)","16","113","7.1","34","4","1","1","4","10","10.0","0","0","1","19.3","19.3","88.0%"
"11","Mike Davis (BAL)","15","62","4.1","12","0","0","7","8","45","6.4","0","0","1","17.7","17.7","13.0%"
"12","Jordan Howard (FA)","14","47","3.4","18","0","2","0","0","0","0","0","0","1","16.7","16.7","0.0%"
"13","Nick Chubb (CLE)","22","85","3.9","17","0","1","1","1","5","5.0","0","0","1","16.0","16.0","100.0%"
"14","Ezekiel Elliott (DAL)","17","61","3.6","17","0","0","4","5","51","12.8","0","0","1","15.2","15.2","99.0%"
"15","Dalvin Cook (MIN)","10","89","8.9","70","4","0","4","4","20","5.0","0","0","1","14.9","14.9","100.0%"
"16","Raheem Mostert (MIA)","7","86","12.3","52","4","1","0","0","0","0","0","0","1","14.6","14.6","36.0%"
"17","Ito Smith (FA)","10","60","6.0","13","0","1","1","2","4","4.0","0","0","1","13.4","13.4","0.0%"
"18","Spencer Ware (FA)","2","12","6.0","11","0","0","4","5","69","17.3","0","0","1","12.1","12.1","0.0%"
"19","Latavius Murray (FA)","10","31","3.1","9","0","1","1","1","16","16.0","0","0","1","11.7","11.7","0.0%"
"20","Derrick Henry (TEN)","6","27","4.5","13","0","1","2","2","5","2.5","0","0","1","11.2","11.2","100.0%"
"21","Alex Collins (FA)","9","35","3.9","9","0","1","1","1","4","4.0","0","0","1","10.9","10.9","19.0%"
"22","Theo Riddick (FA)","0","0","0","0","0","0","7","8","36","5.1","0","0","1","10.6","10.6","0.0%"
"23","Kapri Bibbs (FA)","3","20","6.7","13","0","1","1","1","15","15.0","0","0","1","10.5","10.5","0.0%"
"24","Phillip Lindsay (IND)","17","60","3.5","22","1","0","2","3","24","12.0","0","0","1","10.4","10.4","1.0%"
"25","Elijah McGuire (FA)","7","30","4.3","14","0","0","3","5","37","12.3","0","0","1","9.7","9.7","0.0%"
"26","Jalen Richard (FA)","2","4","2.0","4","0","0","4","4","45","11.3","0","0","1","8.9","8.9","1.0%"
"27","Malcolm Brown (FA)","0","0","0","0","0","0","1","1","18","18.0","1","0","1","8.8","8.8","0.0%"
"28","Aaron Jones (GB)","14","75","5.4","13","0","0","2","4","10","5.0","0","1","1","8.5","8.5","100.0%"
"29","Chris Ivory (FA)","7","36","5.1","18","0","0","3","4","19","6.3","0","0","1","8.5","8.5","0.0%"
"30","Devontae Booker (FA)","3","15","5.0","14","0","1","2","4","9","4.5","0","1","1","8.4","8.4","0.0%"
"31","Doug Martin (FA)","11","49","4.5","10","0","0","1","2","20","20.0","0","0","1","7.9","7.9","0.0%"
"32","Kenyan Drake (FA)","3","9","3.0","5","0","0","4","6","26","6.5","0","0","1","7.5","7.5","4.0%"
"33","Jamaal Williams (DET)","7","34","4.9","10","0","0","2","2","20","10.0","0","0","1","7.4","7.4","39.0%"
"34","Kerryon Johnson (FA)","12","37","3.1","6","0","0","3","5","7","2.3","0","0","1","7.4","7.4","0.0%"
"35","Isaiah Crowell (FA)","13","49","3.8","12","0","0","1","2","11","11.0","0","0","1","7.0","7.0","0.0%"
"36","Frank Gore (FA)","20","53","2.7","8","0","0","1","1","6","6.0","0","0","1","6.9","6.9","24.0%"
"37","LeSean McCoy (FA)","10","10","1.0","4","0","0","4","4","19","4.8","0","0","1","6.9","6.9","2.0%"
"38","Lamar Miller (FA)","12","21","1.8","9","0","0","2","2","27","13.5","0","0","1","6.8","6.8","0.0%"
"39","Javorius Allen (FA)","1","6","6.0","6","0","0","5","5","8","1.6","0","0","1","6.4","6.4","0.0%"
"40","Adrian Peterson (FA)","9","17","1.9","11","0","0","3","3","16","5.3","0","0","1","6.3","6.3","4.0%"
"41","Alex Armah Jr. (FA)","1","1","1.0","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.0%"
"42","Peyton Barber (FA)","11","31","2.8","18","0","0","2","3","9","4.5","0","0","1","6.0","6.0","1.0%"
"43","Matt Breida (NYG)","12","44","3.7","18","0","0","1","1","3","3.0","0","0","1","5.7","5.7","1.0%"
"44","Rashaad Penny (SEA)","4","11","2.8","9","0","0","3","3","13","4.3","0","0","1","5.4","5.4","90.0%"
"45","Samaje Perine (CIN)","2","20","10.0","11","0","0","2","3","8","4.0","0","0","1","4.8","4.8","5.0%"
"46","Austin Ekeler (LAC)","3","21","7.0","16","0","0","1","2","13","13.0","0","0","1","4.4","4.4","100.0%"
"47","Chris Carson (FA)","8","40","5.0","15","0","0","0","0","0","0","0","0","1","4.0","4.0","1.0%"
"48","Alfred Blue (FA)","15","39","2.6","7","0","0","0","0","0","0","0","0","1","3.9","3.9","0.0%"
"49","Kalen Ballage (FA)","1","-2","-2.0","0","0","0","2","2","17","8.5","0","0","1","3.5","3.5","0.0%"
"50","Kyle Juszczyk (SF)","1","1","1.0","1","0","0","2","2","10","5.0","0","0","1","3.1","3.1","0.0%"
"51","Jacquizz Rodgers (FA)","2","14","7.0","15","0","0","2","3","-4","-2.0","0","0","1","3.0","3.0","0.0%"
