"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Alvin Kamara (NO)","19","134","7.1","49","3","3","5","9","47","9.4","0","0","1","41.1","41.1","100.0%"
"2","Ezekiel Elliott (DAL)","25","152","6.1","41","3","0","4","4","88","22.0","1","0","1","34.0","34.0","99.0%"
"3","James White (FA)","8","44","5.5","22","1","1","8","10","68","8.5","1","0","1","31.2","31.2","1.0%"
"4","Melvin Gordon III (DEN)","15","104","6.9","34","2","0","7","10","55","7.9","1","0","1","30.9","30.9","88.0%"
"5","Tarik Cohen (FA)","13","53","4.1","19","0","0","7","8","121","17.3","1","0","1","30.4","30.4","0.0%"
"6","Mike Davis (BAL)","21","101","4.8","20","1","2","4","4","23","5.8","0","0","1","28.4","28.4","13.0%"
"7","Nyheim Hines (IND)","4","10","2.5","7","0","0","9","11","63","7.0","2","0","1","28.3","28.3","62.0%"
"8","Kareem Hunt (CLE)","19","121","6.4","45","3","1","3","4","54","18.0","0","0","1","26.5","26.5","89.0%"
"9","Giovani Bernard (TB)","15","69","4.6","14","0","2","4","4","27","6.8","0","0","1","25.6","25.6","0.0%"
"10","Todd Gurley II (FA)","17","83","4.9","10","0","0","4","6","73","18.3","1","0","1","25.6","25.6","0.0%"
"11","T.J. Yeldon (FA)","18","52","2.9","10","0","1","3","3","48","16.0","1","1","1","23.0","23.0","0.0%"
"12","Nick Chubb (CLE)","3","105","35.0","63","7","2","0","0","0","0","0","0","1","22.5","22.5","100.0%"
"13","Saquon Barkley (NYG)","10","44","4.4","28","1","1","6","8","56","9.3","0","0","1","22.0","22.0","100.0%"
"14","Marshawn Lynch (FA)","20","130","6.5","52","4","0","3","5","27","9.0","0","0","1","18.7","18.7","0.0%"
"15","David Johnson (FA)","22","71","3.2","21","1","1","3","4","41","13.7","0","1","1","18.2","18.2","0.0%"
"16","Sony Michel (MIA)","25","112","4.5","23","1","1","0","0","0","0","0","0","1","17.2","17.2","12.0%"
"17","Phillip Lindsay (IND)","12","69","5.8","19","0","1","2","2","10","5.0","0","0","1","15.9","15.9","1.0%"
"18","Dion Lewis (FA)","4","0","0.0","2","0","0","9","9","66","7.3","0","0","1","15.6","15.6","2.0%"
"19","Aaron Jones (GB)","11","65","5.9","30","2","1","1","1","17","17.0","0","0","1","15.2","15.2","100.0%"
