"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Christian McCaffrey (CAR)","17","125","7.4","59","4","1","11","11","112","10.2","1","0","1","46.7","46.7","100.0%"
"2","Saquon Barkley (NYG)","13","101","7.8","51","5","1","7","8","41","5.9","1","0","1","33.2","33.2","100.0%"
"3","Nick Chubb (CLE)","28","84","3.0","27","1","1","3","3","44","14.7","1","0","1","27.8","27.8","100.0%"
"4","Kenyan Drake (FA)","8","32","4.0","14","0","1","5","6","64","12.8","1","0","1","26.6","26.6","4.0%"
"5","Austin Ekeler (LAC)","5","35","7.0","13","0","1","10","11","68","6.8","0","0","1","26.3","26.3","100.0%"
"6","Leonard Fournette (TB)","18","95","5.3","16","0","2","3","3","13","4.3","0","0","1","25.8","25.8","100.0%"
"7","Ezekiel Elliott (DAL)","26","121","4.7","16","0","1","5","6","22","4.4","0","0","1","25.3","25.3","99.0%"
"8","Lamar Miller (FA)","12","162","13.5","97","5","1","1","1","5","5.0","0","0","1","23.7","23.7","0.0%"
"9","LeGarrette Blount (FA)","19","88","4.6","27","1","2","1","1","15","15.0","0","0","1","23.3","23.3","0.0%"
"10","Joe Mixon (CIN)","14","89","6.4","32","2","0","7","7","66","9.4","0","0","1","22.5","22.5","100.0%"
"11","Sony Michel (MIA)","21","133","6.3","33","4","1","2","2","12","6.0","0","0","1","22.5","22.5","12.0%"
"12","Melvin Gordon III (DEN)","10","61","6.1","28","1","2","2","2","5","2.5","0","0","1","20.6","20.6","88.0%"
"13","Tarik Cohen (FA)","3","14","4.7","10","0","0","7","8","45","6.4","1","0","1","18.9","18.9","0.0%"
"14","Aaron Jones (GB)","17","72","4.2","11","0","1","3","5","21","7.0","0","0","1","18.3","18.3","100.0%"
"15","Phillip Lindsay (IND)","14","110","7.9","32","2","1","0","0","0","0","0","0","1","17.0","17.0","1.0%"
"16","Matt Breida (NYG)","14","106","7.6","33","3","0","3","4","34","11.3","0","0","1","17.0","17.0","1.0%"
"17","Dalvin Cook (MIN)","10","29","2.9","9","0","0","3","3","47","15.7","1","0","1","16.6","16.6","100.0%"
"18","Josh Adams (FA)","22","84","3.8","19","0","1","0","1","0","0","0","0","1","16.4","16.4","0.0%"
"19","Doug Martin (FA)","11","51","4.6","14","0","1","3","4","21","7.0","0","0","1","16.2","16.2","0.0%"
"20","Peyton Barber (FA)","18","47","2.6","14","0","1","2","2","16","8.0","0","0","1","14.3","14.3","1.0%"
"21","Chris Carson (FA)","16","55","3.4","16","0","1","2","2","8","4.0","0","0","1","14.3","14.3","1.0%"
"22","Theo Riddick (FA)","2","12","6.0","7","0","0","7","7","48","6.9","0","0","1","13.0","13.0","0.0%"
"23","Kapri Bibbs (FA)","3","17","5.7","8","0","1","3","3","19","6.3","0","0","1","12.6","12.6","0.0%"
"24","Gus Edwards (BAL)","23","118","5.1","19","0","0","0","0","0","0","0","0","1","11.8","11.8","22.0%"
"25","Marlon Mack (HOU)","15","85","5.7","25","1","0","2","2","11","5.5","0","0","1","11.6","11.6","29.0%"
"26","Corey Clement (FA)","5","45","9.0","32","2","0","2","2","31","15.5","0","0","1","11.6","11.6","0.0%"
"27","James Conner (ARI)","13","53","4.1","11","0","0","4","4","42","10.5","0","1","1","11.5","11.5","99.0%"
"28","Tevin Coleman (NYJ)","8","6","0.8","4","0","0","3","4","17","5.7","1","0","1","11.3","11.3","0.0%"
"29","Dion Lewis (FA)","7","8","1.1","7","0","0","7","7","33","4.7","0","0","1","11.1","11.1","2.0%"
"30","Alvin Kamara (NO)","14","89","6.4","18","0","0","1","1","9","9.0","0","0","1","10.8","10.8","100.0%"
"31","Taquan Mizzell (NYG)","1","7","7.0","7","0","0","2","3","21","10.5","1","0","1","10.8","10.8","0.0%"
"32","Jacquizz Rodgers (FA)","5","31","6.2","20","1","0","4","5","31","7.8","0","0","1","10.2","10.2","0.0%"
"33","David Johnson (FA)","17","63","3.7","12","0","0","2","3","16","8.0","0","0","1","9.9","9.9","0.0%"
"34","Ty Montgomery (NE)","8","51","6.4","15","0","0","3","3","13","4.3","0","0","1","9.4","9.4","1.0%"
